publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
International Journal of the Economics of Business	1357-1516	1466-1829	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cijb20		cijb20		fulltext			serial										1357-1516	1466-1829				
International Journal of Children's Spirituality	1364-436X	1469-8455	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cijc20		cijc20		fulltext			serial										1364-436X	1469-8455				
International Journal of Disability, Development and Education	1034-912X	1465-346X	1989-01-01	36	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cijd20		cijd20		fulltext	Previously: The Exceptional Child (1976-1988) , The Slow Learning Child (1954-1975)		serial										1034-912X	1465-346X				
International Journal of Environmental Health Research	0960-3123	1369-1619	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cije20		cije20		fulltext			serial										0960-3123	1369-1619				
International Journal of the Legal Profession	0969-5958	1469-9257	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cijl20		cijl20		fulltext			serial										0969-5958	1469-9257				
International Journal of Water Resources Development	0790-0627	1360-0648	1983-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cijw20		cijw20		fulltext			serial										0790-0627	1360-0648				
Indonesia Circle. School of Oriental & African Studies. Newsletter	0306-2848		1973-01-01	1	1	1996-12-31	24	70	http://www.tandfonline.com/openurl?genre=journal&stitle=cimw19		cimw19		fulltext			serial										0306-2848					
Indonesia and the Malay World	1363-9811	1469-8382	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cimw20		cimw20		fulltext			serial										1363-9811	1469-8382				
International Planning Studies	1356-3475	1469-9265	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cips20		cips20		fulltext			serial										1356-3475	1469-9265				
International Review of Applied Economics	0269-2171	1465-3486	1987-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cira20		cira20		fulltext			serial										0269-2171	1465-3486				
International Review of Law, Computers & Technology	1360-0869	1364-6885	1984-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cirl20		cirl20		fulltext			serial										1360-0869	1364-6885				
International Review of Sociology	0390-6701	1469-9273	1987-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cirs20		cirs20		fulltext	previously: International Review of Sociology Series 1 (same issn) (1987-1989)		serial										0390-6701	1469-9273				
International Studies in the Philosophy of Science	0269-8595	1469-9281	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cisp20		cisp20		fulltext			serial										0269-8595	1469-9281				
Irish Studies Review	0967-0882	1469-9303	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cisr20		cisr20		fulltext			serial										0967-0882	1469-9303				
Iranian Studies	0021-0862	1475-4819	1967-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cist20		cist20		fulltext			serial										0021-0862	1475-4819				
African Languages and Cultures	0954-416X		1997-01-01	10	1	1997-01-01	10	2	http://www.tandfonline.com/openurl?genre=journal&stitle=cjac19		cjac19		fulltext	Currently Journal of African Cultural Studies		serial										0954-416X					
Journal of African Cultural Studies	1369-6815	1469-9346	1998-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjac20		cjac20		fulltext	previously: African Languages and Cultures		serial										1369-6815	1469-9346				
Journal of Applied Statistics	0266-4763	1360-0532	1974-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjas20		cjas20		fulltext			serial										0266-4763	1360-0532				
Journal of Beliefs & Values	1361-7672	1469-9362	1984-01-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjbv20		cjbv20		fulltext			serial										1361-7672	1469-9362				
Journal of Contemporary African Studies	0258-9001	1469-9397	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjca20		cjca20		fulltext			serial										0258-9001	1469-9397				
Journal of Contemporary China	1067-0564	1469-9400	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjcc20		cjcc20		fulltext			serial										1067-0564	1469-9400				
Journal of Children and Poverty	1079-6126	1469-9389	1996-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjcp20		cjcp20		fulltext			serial										1079-6126	1469-9389				
Religion Today	0267-1700		1984-01-01	1	1	1994-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=cjcr19		cjcr19		fulltext			serial										0267-1700					
Journal of Contemporary Religion	1353-7903	1469-9419	1995-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjcr20		cjcr20		fulltext			serial										1353-7903	1469-9419				
Journal of Area Studies	0261-3530		1980-01-01	1	1	1998-01-01	6	13	http://www.tandfonline.com/openurl?genre=journal&stitle=cjea18		cjea18		fulltext	now: Journal of European Area Studies (1999-2002); Journal of Contemporary European Studies (2003- ). Previously: Journal of Area Studies Series 1 (same issn) (1980-1987)		serial										0261-3530					
Journal of European Area Studies	1460-8464	1469-946X	1999-01-01	7	1	2002-01-01	10	2	http://www.tandfonline.com/openurl?genre=journal&stitle=cjea19		cjea19		fulltext	now: Journal of Contemporary European Studies (2003 - )		serial										1460-8464	1469-946X				
Journal of Contemporary European Studies	1478-2804	1478-2790	2003-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjea20		cjea20		fulltext	previously: Journal of European Area Studies (1999 - 2002) and Journal of Area Studies (1992 - 1998)		serial										1478-2804	1478-2790				
Journal of Educational Administration and History	0022-0620	1478-7431	1968-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjeh20		cjeh20		fulltext			serial										0022-0620	1478-7431				
Journal of Educational Television	0260-7417		1975-01-01	1	1	1995-12-31	21	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cjem18		cjem18		fulltext			serial										0260-7417					
Journal of Educational Media	1358-1651	1469-9443	1996-01-01	22	1	2004-01-01	29	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cjem19		cjem19		fulltext	now: Learning, Media and Technology (2005 - )		serial										1358-1651	1469-9443				
Learning, Media and Technology	1743-9884	1743-9892	2005-01-01	30	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjem20		cjem20		fulltext	previously: Journal of Educational Media		serial										1743-9884	1743-9892				
Journal of Engineering Design	0954-4828	1466-1837	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjen20		cjen20		fulltext			serial										0954-4828	1466-1837				
Planning Outlook	0032-0714		1966-01-01	1	1	1991-01-01			http://www.tandfonline.com/openurl?genre=journal&stitle=cjep19		cjep19		fulltext	now: Journal of Environmental Planning and Management. Previously:Planning Outlook Series 1 (1948 - 1965)		serial										0032-0714					
Journal of Environmental Planning and Management	0964-0568	1360-0559	1992-01-01	35	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjep20		cjep20		fulltext	previously: Planning Outlook		serial										0964-0568	1360-0559				
British Journal of Teacher Education	0305-8913		1975-01-01	1	1	1980-12-31	6	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cjet19		cjet19		fulltext	Now: Journal of Education for Teaching		serial										0305-8913					
Journal of Education for Teaching	0260-7476	1360-0540	1981-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjet20		cjet20		fulltext	previously: British Journal of Teacher Education		serial										0260-7476	1360-0540				
British Journal of Education & Work	0269-0004		1987-01-01	1	1	1996-12-31	9	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cjew19		cjew19		fulltext	Now: Journal of Education and Work		serial										0269-0004					
Journal of Education and Work	1363-9080	1469-9435	1987-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjew20		cjew20		fulltext			serial										1363-9080	1469-9435				
Journal of Further and Higher Education	0309-877X	1469-9486	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjfh20		cjfh20		fulltext			serial										0309-877X	1469-9486				
Journal of Geography in Higher Education	0309-8265	1466-1845	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjgh20		cjgh20		fulltext			serial										0309-8265	1466-1845				
Journal of Genocide Research	1462-3528	1469-9494	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjgr20		cjgr20		fulltext			serial										1462-3528	1469-9494				
Journal of Gender Studies	0958-9236	1465-3869	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjgs20		cjgs20		fulltext			serial										0958-9236	1465-3869				
Journal of Human Development	1464-9888	1469-9516	2000-01-01	1	1	2008-01-01	9	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cjhd19		cjhd19		fulltext	now: Journal of Human Development and Capabilities: A Multi-Disciplinary Journal for People-Centered Development (2009 - )		serial										1464-9888	1469-9516				
Journal of Human Development and Capabilities	1945-2829	1945-2837	2009-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjhd20		cjhd20		fulltext	previosuly: Journal of Human Development		serial										1945-2829	1945-2837				
Journal of Tertiary Education Administration	1036-9708		1979-01-01	1	1	1995-12-31	17	2	http://www.tandfonline.com/openurl?genre=journal&stitle=cjhe19		cjhe19		fulltext			serial										1036-9708					
Journal of Higher Education Policy and Management	1360-080X	1469-9508	1996-01-01	18	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjhe20		cjhe20		fulltext			serial										1360-080X	1469-9508				
Journal of Human Rights	1475-4835	1475-4843	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjhr20		cjhr20		fulltext			serial										1475-4835	1475-4843				
Australian Journal of Development Disabilities	0159-9011		1980-01-01	6	1	1981-12-31	7	4	http://www.tandfonline.com/openurl?genre=journal&stitle=cjid18		cjid18		fulltext	Now: Journal of Intellectual and Developmental Disability. Previously Australian Journal of Mental Retardation (1970-1979) Continues: Australia and New Zealand Journal of Developmental Disabilities (1982-1995)		serial										0159-9011					
Australia and New Zealand Journal of Developmental Disabilities	0726-3864		1982-01-01	8	1	1995-12-31	20	4	http://www.tandfonline.com/openurl?genre=journal&stitle=cjid19		cjid19		fulltext	Now: Journal of Intellectual and Developmental Disability. Previously: Australian Journal of Mental Retardation (1970-1979), Australian Journal of Development Disabilities (1980-1981)		serial										0726-3864					
Journal of Intellectual and Developmental Disability	1366-8250	1469-9532	1996-01-01	21	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjid20		cjid20		fulltext	Previously: Australian Journal of Mental Retardation (1970-1979), Australian Journal of Development Disabilities (1980-1981) and Australia and New Zealand Journal of Developmental Disabilities (1982-1995)		serial										1366-8250	1469-9532				
Journal of Iberian and Latin American Studies	1470-1847	1469-9524	1997-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjil20		cjil20		fulltext	previously: Tesserae (1994-1996)		serial										1470-1847	1469-9524				
Journal of Intercultural Studies	0725-6868	1469-9540	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjis20		cjis20		fulltext			serial										0725-6868	1469-9540				
Travesia	0965-8343		1992-01-01	1	1	1994-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=cjla19		cjla19		fulltext			serial										0965-8343					
Journal of Latin American Cultural Studies	1356-9325	1469-9575	1995-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjla20		cjla20		fulltext			serial										1356-9325	1469-9575				
Journal of Moral Education	0305-7240	1465-3877	1971-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjme20		cjme20		fulltext			serial										0305-7240	1465-3877				
Institute of Muslim Minority Affairs. Journal	0266-6952		1979-01-01	1	1	1994-12-31	15	01-Feb	http://www.tandfonline.com/openurl?genre=journal&stitle=cjmm19		cjmm19		fulltext			serial										0266-6952					
Journal of Muslim Minority Affairs	1360-2004	1469-9591	1996-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjmm20		cjmm20		fulltext			serial										1360-2004	1469-9591				
Journal of Ethnic and Migration Studies	1369-183X	1469-9451	1971-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjms20		cjms20		fulltext			serial										1369-183X	1469-9451				
Journal of Environmental Policy & Planning	1523-908X	1522-7200	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjoe20		cjoe20		fulltext			serial										1523-908X	1522-7200				
International Journal of Logistics Research and Applications	1367-5567	1469-848X	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjol20		cjol20		fulltext			serial										1367-5567	1469-848X				
Journal of Peace Education	1740-0201	1740-021X	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjpe20		cjpe20		fulltext			serial										1740-0201	1740-021X				
The Journal of Pacific History	0022-3344	1469-9605	1966-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjph20		cjph20		fulltext			serial										0022-3344	1469-9605				
Journal of Political Ideologies	1356-9317	1469-9613	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjpi20		cjpi20		fulltext			serial										1356-9317	1469-9613				
Journal of Reproductive and Infant Psychology	0264-6838	1469-672X	1983-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjri20		cjri20		fulltext			serial										0264-6838	1469-672X				
Journal of the Society of Archivists	0037-9816	1465-3907	1955-01-01	1	1	2012-01-01	33	2	http://www.tandfonline.com/openurl?genre=journal&stitle=cjsa20		cjsa20		fulltext	now: Archives & Records: The Journal of the Archives & Records Association		serial										0037-9816	1465-3907				
Archives & Records: The Journal of the Archives & Records Association	2325-7962	2325-7989	2013-01-01	34	1				http://www.tandfonline.com/loi/cjsa21		cjsa21		fulltext	Formerly Journal of the Society of Archivists		serial										2325-7962	2325-7989				
Journal of Southern Europe and the Balkans Online	1461-3190	1469-963X	1999-01-01	1	1	2008-01-01	10	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cjsb19		cjsb19		fulltext	now: Journal of Balkan and Near Eastern Studies (2009 - )		serial										1461-3190	1469-963X				
Journal of Balkan and Near Eastern Studies	1944-8953	1944-8961	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjsb20		cjsb20		fulltext	previously: Journal of Southern Europe and the Balkans Online		serial										1944-8953	1944-8961				
