publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
International Interactions	0305-0629	1547-7444	1974-01-01	1	3				http://www.tandfonline.com/openurl?genre=journal&stitle=gini20		gini20		fulltext			serial										0305-0629	1547-7444				
Inverse Problems in Engineering	1068-2767	1029-0281	1994-01-01	1	1	2003-01-01	11	6	http://www.tandfonline.com/openurl?genre=journal&stitle=gipe19		gipe19		fulltext	now: Inverse Problems in Science and Engineering		serial										1068-2767	1029-0281				
Inverse Problems in Science and Engineering	1741-5977	1741-5985	2004-01-01	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gipe20		gipe20		fulltext	Previously: Inverse Problems in Engineering (1994-2003)		serial										1741-5977	1741-5985				
Integral Transforms and Special Functions	1065-2469	1476-8291	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gitr20		gitr20		fulltext			serial										1065-2469	1476-8291				
I V H S Journal	1065-5123		1993-01-01	1	1	1995-12-31	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=gits18		gits18		fulltext	Now: Journal of Intelligent Transportation Systems: Technology, Planning, and Operations. Continues: ITS Journal - Intelligent Transportation Systems Journal (1996-2001)		serial										1065-5123					
ITS Journal - Intelligent Transportation Systems Journal	1024-8072		1997-01-01	3	4	2001-01-01	6	4	http://www.tandfonline.com/openurl?genre=journal&stitle=gits19		gits19		fulltext	Currently Journal of Intelligent Transportation Systems: Technology, Planning, and Operations		serial										1024-8072					
Journal of Intelligent Transportation Systems	1547-2450	1547-2442	2002-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gits20		gits20		fulltext	Previously: ITS Journal - Intelligent Transportation Systems Journal (1996-2001), I V H S Journal (1993-1995)		serial										1547-2450	1547-2442				
The Justice Professional	0888-4315	1477-2787	1988-01-01	3	2	2002-01-01			http://www.tandfonline.com/openurl?genre=journal&stitle=gjup19		gjup19		fulltext	now: Criminal Justice Studies: A Critical Journal of Crime, Law and Society (2003 - ). Volumes 1989-1991 are not available		serial										0888-4315	1477-2787				
Criminal Justice Studies	1478-601X	1478-6028	2003-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gjup20		gjup20		fulltext	previously: The Justice Professional (1986 - 2002)		serial										1478-601X	1478-6028				
Lit: Literature Interpretation Theory	1043-6928	1545-5866	1989-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=glit20		glit20		fulltext			serial										1043-6928	1545-5866				
Linear and Multilinear Algebra	0308-1087	1563-5139	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=glma20		glma20		fulltext			serial										0308-1087	1563-5139				
The Journal of Mathematical Sociology	0022-250X	1545-5874	1971-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gmas20		gmas20		fulltext			serial										0022-250X	1545-5874				
Molecular Crystals	0369-1152		1966-01-01	1	1	1969-12-31	6	2	http://www.tandfonline.com/openurl?genre=journal&stitle=gmcl15		gmcl15		fulltext			serial										0369-1152					
Molecular Crystals and Liquid Crystals Incorporating Nonlinear Optics	1044-1859		1987-01-01	150	1	1990-12-31	193	1	http://www.tandfonline.com/openurl?genre=journal&stitle=gmcl17		gmcl17		fulltext			serial										1044-1859					
Molecular Crystals and Liquid Crystals Science and Technology. Section A. Molecular Crystals and Liquid Crystals	1058-725X		1992-01-01	210	1	2001-01-01	371	1	http://www.tandfonline.com/openurl?genre=journal&stitle=gmcl19		gmcl19		fulltext	now: Molecular Crystals and Liquid Crystals (2002 - )		serial										1058-725X					
Molecular Crystals and Liquid Crystals	1542-1406	1563-5287	1970-01-01	10	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=gmcl20		gmcl20		fulltext	previously: Molecular Crystals and Liquid Crystals Science and Technology. Section A. Molecular Crystals and Liquid Crystals (1992 - 2001). Corrected start volume. Note: this title changes names & then reverts back to this name several times.		serial										1542-1406	1563-5287				
Medical Anthropology	0145-9740	1545-5882	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gmea20		gmea20		fulltext			serial										0145-9740	1545-5882				
Marine and Freshwater Behaviour and Physiology	1023-6244	1029-0362	1995-01-01	25	01-Mar				http://www.tandfonline.com/openurl?genre=journal&stitle=gmfw20		gmfw20		fulltext	previously: Marine Behaviour and Physiology		serial										1023-6244	1029-0362				
Molecular Simulation	0892-7022	1029-0435	1987-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=gmos20		gmos20		fulltext			serial										0892-7022	1029-0435				
Mineral Processing and Extractive Metallurgy Review	0882-7508	1547-7401	1983-01-01	1	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=gmpr20		gmpr20		fulltext			serial										0882-7508	1547-7401				
Mathematical Population Studies	0889-8480	1547-724X	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gmps20		gmps20		fulltext			serial										0889-8480	1547-724X				
Music and Man	0306-2082		1973-01-01	1	1	1978-12-31	2	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=gmur19		gmur19		fulltext			serial										0306-2082					
Journal of Musicological Research	0141-1896	1547-7304	1979-01-01	3	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=gmur20		gmur20		fulltext			serial										0141-1896	1547-7304				
Milton and the Romantics	0145-529X		1975-01-01	1	1	1980-12-31	4	1	http://www.tandfonline.com/openurl?genre=journal&stitle=gncc18		gncc18		fulltext			serial										0145-529X					
Romanticism Past and Present	0733-6519		1981-01-01	5	1	1986-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gncc19		gncc19		fulltext			serial										0733-6519					
Nineteenth-Century Contexts	0890-5495	1477-2663	1987-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gncc20		gncc20		fulltext			serial										0890-5495	1477-2663				
Neutron News	1044-8632	1931-7352	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gnnw20		gnnw20		fulltext			serial										1044-8632	1931-7352				
Natural Product Letters	1057-5634		1992-01-01	4	1	2002-12-31	16	6	http://www.tandfonline.com/openurl?genre=journal&stitle=gnpl19		gnpl19		fulltext	now: Natural Product Research		serial										1057-5634					
Natural Product Research	1478-6419	1478-6427	2003-01-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gnpl20		gnpl20		fulltext	previously: Natural Product Letters (1992 - 2002) 		serial										1478-6419	1478-6427				
Nuclear Physics News	1061-9127	1931-7336	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gnpn20		gnpn20		fulltext			serial										1061-9127	1931-7336				
Journal of Nonparametric Statistics	1048-5252	1029-0311	1991-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=gnst20		gnst20		fulltext			serial										1048-5252	1029-0311				
Nondestructive Testing and Evaluation	1058-9759	1477-2671	1989-12-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gnte20		gnte20		fulltext	previously: Nondestructive Testing Communications (1983-1989)		serial										1058-9759	1477-2671				
Optimization Methods and Software	1055-6788	1029-4937	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=goms20		goms20		fulltext			serial										1055-6788	1029-4937				
Mathematische Operationsforschung und Statistik. Series Optimization	0323-3898		1977-01-01	8	1	1984-12-31	15	4	http://www.tandfonline.com/openurl?genre=journal&stitle=gopt19		gopt19		fulltext			serial										0323-3898					
Optimization	0233-1934	1029-4945	1985-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gopt20		gopt20		fulltext			serial										0233-1934	1029-4945				
Parallel Algorithms and Applications	1063-7192		1993-01-01	1	1	2004-01-01			http://www.tandfonline.com/openurl?genre=journal&stitle=gpaa19		gpaa19		fulltext	now: International Journal of Parallel, Emergent and Distributed Systems (2005 - )		serial										1063-7192					
International Journal of Parallel, Emergent and Distributed Systems	1744-5760	1744-5779	2005-01-01	20	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpaa20		gpaa20		fulltext	previously: Parallel Algorithms and Applications (1993 - 2004)		serial										1744-5760	1744-5779				
International Journal of Polymer Analysis and Characterization	1023-666X	1563-5341	1995-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpac20		gpac20		fulltext			serial										1023-666X	1563-5341				
Policing and Society	1043-9463	1477-2728	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpas20		gpas20		fulltext			serial										1043-9463	1477-2728				
International Journal of Pavement Engineering	1029-8436	1477-268X	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpav20		gpav20		fulltext			serial										1029-8436	1477-268X				
Physics and Chemistry of Liquids	0031-9104	1029-0451	1968-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpch20		gpch20		fulltext			serial										0031-9104	1029-0451				
Psychology, Crime & Law	1068-316X	1477-2744	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpcl20		gpcl20		fulltext			serial										1068-316X	1477-2744				
Plasma Devices and Operations	1051-9998	1029-4929	1990-01-01	1	1	2009-01-01			http://www.tandfonline.com/openurl?genre=journal&stitle=gpdo20		gpdo20		fulltext	now: Radiation Effects and Defects in Solids		serial										1051-9998	1029-4929				
Phase Transitions	0141-1594	1029-0338	1979-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpht20		gpht20		fulltext			serial										0141-1594	1029-0338				
Polymer News: The Polymer Science Monthly	0032-3918		2004-01-01	29	1	2005-12-31	30	12	http://www.tandfonline.com/openurl?genre=journal&stitle=gpln20		gpln20		fulltext	Ceased:2006		serial										0032-3918					
Polycyclic Aromatic Compounds	1040-6638	1563-5333	1990-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=gpol20		gpol20		fulltext			serial										1040-6638	1563-5333				
International Journal of Polymeric Materials and Polymeric Biomaterials	0091-4037	1563-535X	1971-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpom20		gpom20		fulltext			serial										0091-4037	1563-535X				
Police Practice and Research	1561-4263	1477-271X	2002-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gppr20		gppr20		fulltext	previously: Journal of Police Crisis Negotiations		serial										1561-4263	1477-271X				
The Journal of Policy Reform	1384-1289	1477-2736	1996-01-01	1	1	2006-01-01			http://www.tandfonline.com/openurl?genre=journal&stitle=gpre19		gpre19		fulltext	now: Journal of Economic Policy Reform (2007 - )		serial										1384-1289	1477-2736				
Journal of Economic Policy Reform	1748-7870	1748-7889	2007-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpre20		gpre20		fulltext			serial										1748-7870	1748-7889				
Psychology & Health	0887-0446	1476-8321	1987-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gpsh20		gpsh20		fulltext			serial										0887-0446	1476-8321				
Phosphorus, Sulfur, and Silicon and the Related Elements	1042-6507	1563-5325	1989-01-01	41	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=gpss20		gpss20		fulltext	previously: Phosphorus and Sulfur and the Related Elements (1976-1988)		serial										1042-6507	1563-5325				
Quarterly Review of Film and Video	1050-9208	1543-5326	1989-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gqrf20		gqrf20		fulltext	previously: Quarterly Review of Film Studies (1976-1988)		serial										1050-9208	1543-5326				
Radiation Effects	0033-7579		1969-01-01	1	1	1989-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=grad19		grad19		fulltext			serial										0033-7579					
Radiation Effects and Defects in Solids	1042-0150	1029-4953	1989-01-01	108	1				http://www.tandfonline.com/openurl?genre=journal&stitle=grad20		grad20		fulltext			serial										1042-0150	1029-4953				
Review of Education, Pedagogy, and Cultural Studies	1071-4413	1556-3022	1994-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gred20		gred20		fulltext	Previously: The Review of Education (1975-1993)		serial										1071-4413	1556-3022				
Remote Sensing Reviews	0275-7257		1983-01-01	1	1	2001-01-01			http://www.tandfonline.com/openurl?genre=journal&stitle=grsr20		grsr20		fulltext	now: International Journal of Remote Sensing		serial										0275-7257					
Reviews in Anthropology	0093-8157	1556-3014	1974-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=grva20		grva20		fulltext			serial										0093-8157	1556-3014				
Systems Analysis Modelling Simulation	0232-9298		2002-01-01	42	1	2003-01-01			http://www.tandfonline.com/openurl?genre=journal&stitle=gsam20		gsam20		fulltext	now: International Journal of Systems Science. Volumes previous 2002 not available online		serial										0232-9298					
SAR and QSAR in Environmental Research	1062-936X	1029-046X	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gsar20		gsar20		fulltext			serial										1062-936X	1029-046X				
Supramolecular Chemistry	1061-0278	1029-0478	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gsch20		gsch20		fulltext			serial										1061-0278	1029-0478				
Studies in Cultures, Organizations and Societies	1024-5286		1995-01-01	1	1	2001-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gsco19		gsco19		fulltext	now: Culture and Organization		serial										1024-5286					
Culture and Organization	1475-9551	1477-2760	2002-01-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gsco20		gsco20		fulltext			serial										1475-9551	1477-2760				
Journal of Statistical Computation and Simulation	0094-9655	1563-5163	1972-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gscs20		gscs20		fulltext			serial										0094-9655	1563-5163				
International Journal of Smart Engineering System Design	1025-5818	1607-8500	2002-01-01	4	1	2003-01-01	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=gses20		gses20		fulltext	now: International Journal of General Systems		serial										1025-5818	1607-8500				
Science & Global Security	0892-9882	1547-7800	1989-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=gsgs20		gsgs20		fulltext			serial										0892-9882	1547-7800				
Surveys in High Energy Physics	0142-2413	1477-2892	1979-01-01	1	1	1996-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gshe20		gshe20		fulltext			serial										0142-2413	1477-2892				
Sites: The Journal of Twentieth-Century/Contemporary French Studies	1026-0218		1997-01-01	1	1	2003-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gsit19		gsit19		fulltext	now: Contemporary French and Francophone Studies		serial										1026-0218					
Contemporary French and Francophone Studies	1740-9292	1740-9306	2004-01-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gsit20		gsit20		fulltext	Previously: Sites (199 -2003)		serial										1740-9292	1740-9306				
International Journal of Solar Energy	0142-5919		1982-01-01	1	1	2002-12-31	22	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=gsol19		gsol19		fulltext	now: International Journal of Sustainable Energy		serial										0142-5919					
International Journal of Sustainable Energy	1478-6451	1478-646X	2003-01-01	23	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=gsol20		gsol20		fulltext	Previously: International Journal of Solar Energy (1982-2002)		serial										1478-6451	1478-646X				
Sports Medicine, Training and Rehabilitation	1057-8315		1988-01-01	1	1	2001-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gspm19		gspm19		fulltext	now: Research in Sports Medicine		serial										1057-8315					
Research in Sports Medicine	1543-8627	1543-8635	2003-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gspm20		gspm20		fulltext			serial										1543-8627	1543-8635				
Synchrotron Radiation News	0894-0886	1931-7344	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gsrn20		gsrn20		fulltext			serial										0894-0886	1931-7344				
Sulfur reports	0196-1772	1029-0508	1980-01-01	1	1	2003-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gsrp19		gsrp19		fulltext	now: Journal of Sulfur Chemistry (2004 - )		serial										0196-1772	1029-0508				
Journal of Sulfur Chemistry	1741-5993	1741-6000	2004-01-01	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gsrp20		gsrp20		fulltext	previously: Sulfur Reports; Sulfur Letters		serial										1741-5993	1741-6000				
Stochastics An International Journal of Probability and Stochastic Processes	1744-2508	1744-2516	2005-01-01	77	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gssr20		gssr20		fulltext	previously: Stochastics and Stochastic Reports (1989 - 2004)		serial										1744-2508	1744-2516				
Mathematische Operationsforschung und Statistik	0047-6277		1970-01-01	1	1	1976-12-31	7	6	http://www.tandfonline.com/openurl?genre=journal&stitle=gsta18		gsta18		fulltext			serial										0047-6277					
Series Statistics	0323-3944		1977-01-01	8	1	1984-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gsta19		gsta19		fulltext			serial										0323-3944					
Statistics	0233-1888	1029-4910	1985-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gsta20		gsta20		fulltext			serial										0233-1888	1029-4910				
Sulfur Letters	0278-6117	1029-0494	2002-01-01	25	1	2003-01-01	26	5-6	http://www.tandfonline.com/openurl?genre=journal&stitle=gsul20		gsul20		fulltext	now: Journal of Sulfur Chemistry (2004 - )		serial										0278-6117	1029-0494				
Toxicological & Environmental Chemistry Reviews	0092-9867		1972-01-01	1	01-Feb	1979-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gtec19		gtec19		fulltext			serial										0092-9867					
Toxicological & Environmental Chemistry	0277-2248	1029-0486	1979-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gtec20		gtec20		fulltext			serial										0277-2248	1029-0486				
Transportation Planning and Technology	0308-1060	1029-0354	1972-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gtpt20		gtpt20		fulltext			serial										0308-1060	1029-0354				
Visual Anthropology	0894-9468	1545-5920	1987-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gvan20		gvan20		fulltext			serial										0894-9468	1545-5920				
Visual Resources	0197-3762	1477-2809	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gvir20		gvir20		fulltext			serial										0197-3762	1477-2809				
World Futures	0260-4027	1556-1844	1962-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gwof20		gwof20		fulltext			serial										0260-4027	1556-1844				
Women's Studies: An inter-disciplinary journal	0049-7878	1547-7045	1972-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gwst20		gwst20		fulltext			serial										0049-7878	1547-7045				
Journal of Applied Animal Welfare Science	1088-8705	1532-7604	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=haaw20		haaw20		fulltext			serial										1088-8705	1532-7604				
Applied Developmental Science	1088-8691	1532-480X	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hads20		hads20		fulltext			serial										1088-8691	1532-480X				
New Jersey Journal of Communication	1067-9154		1993-01-01	1	1	2003-01-01	11	2	http://www.tandfonline.com/openurl?genre=journal&stitle=hajc19		hajc19		fulltext	now: Atlantic Journal of Communication		serial										1067-9154					
Atlantic Journal of Communication	1545-6870	1545-6889	2004-01-01	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hajc20		hajc20		fulltext	Previously: New Jersey Journal of Communication (1993-2003)		serial										1545-6870	1545-6889				
American Journal of Distance Education	0892-3647	1538-9286	1987-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hajd20		hajd20		fulltext			serial										0892-3647	1538-9286				
Applied Measurement in Education	0895-7347	1532-4818	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hame20		hame20		fulltext			serial										0895-7347	1532-4818				
Applied Neuropsychology: Child	2162-2965	2162-2973	2012-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hapc20		hapc20		fulltext	Formerly part of Applied Neuropsychology (1994 - 2011)		serial										2162-2965	2162-2973				
Applied Neuropsychology: Adult	2327-9095	2327-9109	2012-01-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hapn20		hapn20		fulltext	Formerly known as Applied Neuropsychology (1994 - 2011)		serial										2327-9095	2327-9109				
Applied Neuropsychology	0908-4282	1532-4826	1994-01-01	1	1	2011-12-31	18	4	http://www.tandfonline.com/openurl?genre=journal&stitle=hapn21		hapn21		fulltext	now: Applied Neuropsychology: Adult		serial										0908-4282	1532-4826				
Basic and Applied Social Psychology	0197-3533	1532-4834	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hbas20		hbas20		fulltext			serial										0197-3533	1532-4834				
Journal of Broadcasting	0021-938X		1957-01-01	1	1	1984-12-31	28	4	http://www.tandfonline.com/openurl?genre=journal&stitle=hbem19		hbem19		fulltext			serial										0021-938X					
Journal of Broadcasting & Electronic Media	0883-8151	1550-6878	1985-01-01	29	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hbem20		hbem20		fulltext			serial										0883-8151	1550-6878				
Journal of Psychology and Financial Markets	1520-8834		2000-01-01	1	1	2002-01-01	3	4	http://www.tandfonline.com/openurl?genre=journal&stitle=hbhf19		hbhf19		fulltext	now: Journal of Behavioral Finance (2003 - )		serial										1520-8834					
Journal of Behavioral Finance	1542-7560	1542-7579	2003-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hbhf20		hbhf20		fulltext	Previously: Journal of Psychology and Financial Markets (2000-2002)		serial										1542-7560	1542-7579				
Behavioral Sleep Medicine	1540-2002	1540-2010	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hbsm20		hbsm20		fulltext			serial										1540-2002	1540-2010				
Journal of Clinical Child Psychology	0047-228X		1971-01-01	1	1	2000-01-01	29	4	http://www.tandfonline.com/openurl?genre=journal&stitle=hcap19		hcap19		fulltext	now: Journal of Clinical Child & Adolescent Psychology		serial										0047-228X					
Journal of Clinical Child & Adolescent Psychology	1537-4416	1537-4424	2001-01-01	30	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hcap20		hcap20		fulltext	Previously: Journal of Clinical Child Psychology (1971-2000)		serial										1537-4416	1537-4424				
Communication Booknotes	0748-657X		1969-01-01	1	1	1997-12-31	28	6	http://www.tandfonline.com/openurl?genre=journal&stitle=hcbq19		hcbq19		fulltext	now: Communication Booknotes Quarterly		serial										0748-657X					
Communication Booknotes Quarterly	1094-8007	1532-6896	1998-01-01	29	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hcbq20		hcbq20		fulltext	previously: Communication Booknotes		serial										1094-8007	1532-6896				
Cognition and Instruction	0737-0008	1532-690X	1984-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hcgi20		hcgi20		fulltext			serial										0737-0008	1532-690X				
Journal of the Association for the Care of Children in Hospitals	0145-3351		1980-01-01	8	3	1981-12-31	9	3	http://www.tandfonline.com/openurl?genre=journal&stitle=hchc19		hchc19		fulltext			serial										0145-3351					
Children's Health Care	0273-9615	1532-6888	1981-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hchc20		hchc20		fulltext			serial										0273-9615	1532-6888				
Journal of Community Health Nursing	0737-0016	1532-7655	1984-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hchn20		hchn20		fulltext			serial										0737-0016	1532-7655				
Critical Inquiry in Language Studies	1542-7587	1542-7595	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hcil20		hcil20		fulltext			serial										1542-7587	1542-7595				
Communication Law and Policy	1081-1680	1532-6926	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hclw20		hclw20		fulltext			serial										1081-1680	1532-6926				
Communication Methods and Measures	1931-2458	1931-2466	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hcms20		hcms20		fulltext			serial										1931-2458	1931-2466				
Creativity Research Journal	1040-0419	1532-6934	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hcrj20		hcrj20		fulltext			serial										1040-0419	1532-6934				
Diaspora, Indigenous, and Minority Education	1559-5692	1559-5706	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hdim20		hdim20		fulltext			serial										1559-5692	1559-5706				
Discourse Processes	0163-853X	1532-6950	1978-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hdsp20		hdsp20		fulltext			serial										0163-853X	1532-6950				
Developmental Neuropsychology	8756-5641	1532-6942	1985-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hdvn20		hdvn20		fulltext			serial										8756-5641	1532-6942				
Ethics & Behavior	1050-8422	1532-7019	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hebh20		hebh20		fulltext			serial										1050-8422	1532-7019				
Ecological Psychology	1040-7413	1532-6969	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=heco20		heco20		fulltext			serial										1040-7413	1532-6969				
Educational Assessment	1062-7197	1532-6977	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=heda20		heda20		fulltext			serial										1062-7197	1532-6977				
Educational Psychologist	0046-1520	1532-6985	1963-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hedp20		hedp20		fulltext			serial										0046-1520	1532-6985				
Educational Studies: A Journal of the American Educational Studies Association	0013-1946	1532-6993	1970-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=heds20		heds20		fulltext			serial										0013-1946	1532-6993				
Early Education & Development	1040-9289	1556-6935	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=heed20		heed20		fulltext			serial										1040-9289	1556-6935				
Journal of Educational and Psychological Consultation	1047-4412	1532-768X	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hepc20		hepc20		fulltext			serial										1047-4412	1532-768X				
Exceptionality	0936-2835	1532-7035	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hexc20		hexc20		fulltext			serial										0936-2835	1532-7035				
Human-Computer Interaction	0737-0024	1532-7051	1985-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hhci20		hhci20		fulltext			serial										0737-0024	1532-7051				
Health Communication	1041-0236	1532-7027	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hhth20		hhth20		fulltext			serial										1041-0236	1532-7027				
Human Performance	0895-9285	1532-7043	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hhup20		hhup20		fulltext			serial										0895-9285	1532-7043				
The International Journal of Aviation Psychology	1050-8414	1532-7108	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hiap20		hiap20		fulltext			serial										1050-8414	1532-7108				
Journal of Infant, Child, and Adolescent Psychotherapy	1528-9168	1940-9214	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hicp20		hicp20		fulltext			serial										1528-9168	1940-9214				
Identity	1528-3488	1532-706X	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hidn20		hidn20		fulltext			serial										1528-3488	1532-706X				
International Journal of Human-Computer Interaction	1044-7318	1532-7590	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hihc20		hihc20		fulltext			serial										1044-7318	1532-7590				
International Listening Association. Journal	1092-4507		1987-01-01	1	1	1994-12-31	8	1	http://www.tandfonline.com/openurl?genre=journal&stitle=hijl19		hijl19		fulltext			serial										1092-4507					
