publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs
Journal of Religious & Theological Information	1047-7845	1528-6924	2000-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wrti20		openurl?genre=journal&stitle=wrti20		fulltext			serial										1047-7845	1528-6924	
Smith College Studies in Social Work	0037-7317	1553-0426	1997-01-01	67	2				http://www.tandfonline.com/openurl?genre=journal&stitle=wscs20		openurl?genre=journal&stitle=wscs20		fulltext			serial										0037-7317	1553-0426	
Slavic & East European Information Resources	1522-8886	1522-9041	2001-01-01	1	4				http://www.tandfonline.com/openurl?genre=journal&stitle=wsee20		openurl?genre=journal&stitle=wsee20		fulltext			serial										1522-8886	1522-9041	
The Serials Librarian	0361-526X	1541-1095	1997-01-01	30	03-Apr				http://www.tandfonline.com/openurl?genre=journal&stitle=wser20		openurl?genre=journal&stitle=wser20		fulltext			serial										0361-526X	1541-1095	
International Journal of Fruit Science	1553-8362	1553-8621	2005-01-01	5	2				http://www.tandfonline.com/openurl?genre=journal&stitle=wsfr20		openurl?genre=journal&stitle=wsfr20		fulltext	previously: Journal of Tree Fruit Production and Small Fruit Review		serial										1553-8362	1553-8621	
Social Work in Health Care	0098-1389	1541-034X	1997-01-01	24	03-Apr				http://www.tandfonline.com/openurl?genre=journal&stitle=wshc20		openurl?genre=journal&stitle=wshc20		fulltext			serial										0098-1389	1541-034X	
Social Work in Mental Health	1533-2985	1533-2993	2002-01-01	1	2				http://www.tandfonline.com/openurl?genre=journal&stitle=wsmh20		openurl?genre=journal&stitle=wsmh20		fulltext			serial										1533-2985	1533-2993	
Services Marketing Quarterly	1533-2969	1533-2977	2001-01-01	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wsmq20		openurl?genre=journal&stitle=wsmq20		fulltext			serial										1533-2969	1533-2977	
Journal of Spirituality in Mental Health	1934-9637	1934-9645	2006-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wspi20		openurl?genre=journal&stitle=wspi20		fulltext	previously: American Journal of Pastoral Counseling		serial										1934-9637	1934-9645	
Journal of Social Service Research	0148-8376	1540-7314	1997-01-01	22	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=wssr20		openurl?genre=journal&stitle=wssr20		fulltext			serial										0148-8376	1540-7314	
Science & Technology Libraries	0194-262X	1541-1109	1997-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wstl20		openurl?genre=journal&stitle=wstl20		fulltext			serial										0194-262X	1541-1109	
Journal of Social Work in Disability & Rehabilitation	1536-710X	1536-7118	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wswd20		openurl?genre=journal&stitle=wswd20		fulltext			serial										1536-710X	1536-7118	
Journal of Social Work in End-Of-Life & Palliative Care	1552-4256	1552-4264	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wswe20		openurl?genre=journal&stitle=wswe20		fulltext			serial										1552-4256	1552-4264	
Social Work With Groups	0160-9513	1540-9481	1997-01-01	19	03-Apr				http://www.tandfonline.com/openurl?genre=journal&stitle=wswg20		openurl?genre=journal&stitle=wswg20		fulltext			serial										0160-9513	1540-9481	
Journal of Social Work Practice in the Addictions	1533-256X	1533-2578	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wswp20		openurl?genre=journal&stitle=wswp20		fulltext			serial										1533-256X	1533-2578	
Journal of Technology in Human Services	1522-8835	1522-8991	1999-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wths20		openurl?genre=journal&stitle=wths20		fulltext			serial										1522-8835	1522-8991	
Journal of Teaching in International Business	0897-5930	1528-6991	1997-01-01	8	4				http://www.tandfonline.com/openurl?genre=journal&stitle=wtib20		openurl?genre=journal&stitle=wtib20		fulltext			serial										0897-5930	1528-6991	
Journal of Transnational Management	1547-5778	1547-5786	2005-01-01	10	2				http://www.tandfonline.com/openurl?genre=journal&stitle=wtnm20		openurl?genre=journal&stitle=wtnm20		fulltext			serial										1547-5778	1547-5786	
Technical Services Quarterly	0731-7131	1555-3337	1997-01-01	14	3				http://www.tandfonline.com/openurl?genre=journal&stitle=wtsq20		openurl?genre=journal&stitle=wtsq20		fulltext			serial										0731-7131	1555-3337	
Journal of Teaching in Social Work	0884-1233	1540-7349	1997-01-01	15	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=wtsw20		openurl?genre=journal&stitle=wtsw20		fulltext			serial										0884-1233	1540-7349	
Journal of Travel & Tourism Marketing	1054-8408	1540-7306	1997-01-01	5	4				http://www.tandfonline.com/openurl?genre=journal&stitle=wttm20		openurl?genre=journal&stitle=wttm20		fulltext			serial										1054-8408	1540-7306	
Journal of Teaching in Travel & Tourism	1531-3220	1531-3239	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wttt20		openurl?genre=journal&stitle=wttt20		fulltext			serial										1531-3220	1531-3239	
Journal of Women, Politics & Policy	1554-477X	1554-4788	2005-01-01	27	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=wwap20		openurl?genre=journal&stitle=wwap20		fulltext	previously: Women & Politics (1980 - 2004)		serial										1554-477X	1554-4788	
Women & Therapy	0270-3149	1541-0315	1997-01-01	20	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wwat20		openurl?genre=journal&stitle=wwat20		fulltext			serial										0270-3149	1541-0315	
Women & Criminal Justice	0897-4454	1541-0323	1997-01-01	8	3				http://www.tandfonline.com/openurl?genre=journal&stitle=wwcj20		openurl?genre=journal&stitle=wwcj20		fulltext			serial										0897-4454	1541-0323	
American Journal of Pastoral Counseling	1094-6098		1997-01-01	1	1	2006-06-30	8	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzaj20		openurl?genre=journal&stitle=wzaj20		fulltext	now: Journal of Spirituality in Mental Health		serial										1094-6098		
Journal of Convention & Exhibition Management	1094-608X		1997-01-01	6	1	2004-01-01	5	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wzce20		openurl?genre=journal&stitle=wzce20		fulltext	now: Journal of Convention & Event Tourism		serial										1094-608X		
Computers in Human Services	0740-445X		1997-01-01	13	3	1999-01-01	15	02-Mar	http://www.tandfonline.com/openurl?genre=journal&stitle=wzch20		openurl?genre=journal&stitle=wzch20		fulltext	now: Journal of Technology in Human Services		serial										0740-445X		
Journal of Crop Production	1092-678X		1997-01-01	1	1	2003-01-01	8	01-Feb	http://www.tandfonline.com/openurl?genre=journal&stitle=wzcp20		openurl?genre=journal&stitle=wzcp20		fulltext	now: Journal of Crop Improvement		serial										1092-678X		
Journal of Customer Service in Marketing & Management	1069-2533		1997-01-01	3	1	1999-01-01	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzcs20		openurl?genre=journal&stitle=wzcs20		fulltext	now: Journal of Relationship Marketing		serial										1069-2533		
Journal of Couples Therapy	0897-4446		1997-01-01	7	1	2001-01-01	10	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzct20		openurl?genre=journal&stitle=wzct20		fulltext	now: Journal of Couple & Relationship Therapy		serial										0897-4446		
Drugs & Society	8756-8233		1997-01-01	10	01-Feb	2001-01-01	16	01-Feb	http://www.tandfonline.com/openurl?genre=journal&stitle=wzds20		openurl?genre=journal&stitle=wzds20		fulltext	now: Journal of Ethnicity in Substance Abuse		serial										8756-8233		
Employee Assistance Quarterly	0749-0003		1997-01-01	12	3	2005-01-01	19	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzea20		openurl?genre=journal&stitle=wzea20		fulltext	now: Journal of Workplace Behavioral Health		serial										0749-0003		
Journal of E-Government	1542-4049	1542-4057	2004-01-01	1	1	2007-01-01	3	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzeg20		openurl?genre=journal&stitle=wzeg20		fulltext	now: Journal of Information Technology & Politics (2007 - )		serial										1542-4049	1542-4057	
Journal of Gay & Lesbian Issues in Education	1541-0889		2003-01-01	1	1	2008-01-01	4	3	http://www.tandfonline.com/openurl?genre=journal&stitle=wzge20		openurl?genre=journal&stitle=wzge20		fulltext	now: Journal of LGBT Youth (2008 - ) . No access to Volume 4, Issue 4, 2008		serial										1541-0889		
Journal of Gay & Lesbian Psychotherapy	0891-7140		1998-01-01	2	4	2007-01-01	11	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzgp20		openurl?genre=journal&stitle=wzgp20		fulltext	now: Journal of Gay & Lesbian Mental Health (2008 - )		serial										0891-7140		
Health Care on the Internet	1089-4187		1997-01-01	1	2	2002-01-01	6	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzhi20		openurl?genre=journal&stitle=wzhi20		fulltext	now: Journal of Consumer Health on the Internet		serial										1089-4187		
Journal of Hospital Marketing	0883-7570		1998-01-01	12	1	2000-01-01	13	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wzhm20		openurl?genre=journal&stitle=wzhm20		fulltext	now: Journal of Hospital Marketing & Public Relations. Note: no vol published in 2001. now: now: Health Marketing Quarterly		serial										0883-7570		
Journal of Health & Social Policy	0897-7186		1997-01-01	8	2	2006-01-01	22	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzhs20		openurl?genre=journal&stitle=wzhs20		fulltext	now: Social Work in Public Health (2007 - )		serial										0897-7186		
Journal of Internet Cataloging	1091-1367		1997-01-01	1	1	2005-01-01	7	1	http://www.tandfonline.com/openurl?genre=journal&stitle=wzic20		openurl?genre=journal&stitle=wzic20		fulltext	now: Journal of Library Metadata		serial										1091-1367		
Journal of International Hospitality, Leisure & Tourism Management	1092-3128		1997-01-01	1	1	1999-12-31	1	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzih20		openurl?genre=journal&stitle=wzih20		fulltext	now: International Journal of Hospitality & Tourism Administration		serial										1092-3128		
Journal of Interlibrary Loan, Document Delivery & Information Supply	1072-303X		1997-01-01	7	3	2004-01-01	15	1	http://www.tandfonline.com/openurl?genre=journal&stitle=wzil20		openurl?genre=journal&stitle=wzil20		fulltext	now: Journal of Interlibrary Loan,Document Delivery & Electronic Reserve		serial										1072-303X		
Journal of Immigrant & Refugee Services	1536-2949	1536-2957	2002-01-01	1	1	2005-01-01	3	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzir20		openurl?genre=journal&stitle=wzir20		fulltext	now: Journal of Immigrant & Refugee Studies (2006 - )		serial										1536-2949	1536-2957	
Journal of Clinical Activities, Assignments & Handouts in Psychotherapy Practice	1532-3285		2001-01-01	1	1	2003-01-01	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzjc20		openurl?genre=journal&stitle=wzjc20		fulltext	now: Journal Of Creativity In Mental Health		serial										1532-3285		
Journal of Vegetable Crop Production	1049-6467	1540-7357	1997-01-01	2	2	2004-01-01	10	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wzjv20		openurl?genre=journal&stitle=wzjv20		fulltext	now: International Journal of Vegetable Science		serial										1049-6467	1540-7357	
Loss, Grief & Care	8756-4610		1998-01-01	8	01-Feb	2001-01-01	9	01-Feb	http://www.tandfonline.com/openurl?genre=journal&stitle=wzlg20		openurl?genre=journal&stitle=wzlg20		fulltext	now: Journal of Social Work in End-Of-Life & Palliative Care (2005 - )		serial										8756-4610		
Journal of Transnational Management Development	1068-6061		1997-01-01	2	3	2005-01-01	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzmd20		openurl?genre=journal&stitle=wzmd20		fulltext	now: Journal of Transnational Management (2005 - )		serial										1068-6061		
Journal of Multicultural Social Work	1042-8224		1997-01-01	4	4	2000-01-01	8	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzmu20		openurl?genre=journal&stitle=wzmu20		fulltext	now: Journal of Ethnic And Cultural Diversity in Social Work		serial										1042-8224		
Journal of Nutrition in Recipe & Menu Development	1055-1379	1540-9600	1997-01-01	2	4	2005-01-01	3	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wznr20		openurl?genre=journal&stitle=wznr20		fulltext	now: Journal of Culinary Science & Technology (2005 - )		serial										1055-1379	1540-9600	
Journal of Psychotherapy in Independent Practice	1522-9580		2000-01-01	1	1	2000-01-01	1	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzpi20		openurl?genre=journal&stitle=wzpi20		fulltext	now: Journal Of Creativity In Mental Health		serial										1522-9580		
Psychotherapy in Private Practice	0731-7158		1997-01-01	15	3	1999-01-01	17	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzpp20		openurl?genre=journal&stitle=wzpp20		fulltext	now: Journal Of Creativity In Mental Health		serial										0731-7158		
Public & Access Services Quarterly	1056-4942		1997-01-01	2	2	1999-01-01	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzpq20		openurl?genre=journal&stitle=wzpq20		fulltext	now: Public Services Quarterly		serial										1056-4942		
Journal of Professional Services Marketing	0748-4623		1997-01-01	15	2	2000-01-01	21	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wzps20		openurl?genre=journal&stitle=wzps20		fulltext	now: Services Marketing Quarterly (2001 - )		serial										0748-4623		
The Psychotherapy Patient	0738-6176		1998-01-01	10	03-Apr	2004-01-01	13	01-Feb	http://www.tandfonline.com/openurl?genre=journal&stitle=wzpy20		openurl?genre=journal&stitle=wzpy20		fulltext	now: Journal Of Creativity In Mental Health		serial										0738-6176		
Journal of Restaurant & Foodservice Marketing	1052-214X		1997-01-01	2	2	2001-01-01	4	3	http://www.tandfonline.com/openurl?genre=journal&stitle=wzrf20		openurl?genre=journal&stitle=wzrf20		fulltext	now: Journal of Foodservice Business Research (2002 - )		serial										1052-214X		
Journal of Religious Gerontology	1050-2289		1997-01-01	10	1	2004-01-01	16	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzrg20		openurl?genre=journal&stitle=wzrg20		fulltext	now: Journal of Religion, Spirituality & Aging (2005 - )		serial										1050-2289		
Journal of Security Education	1550-7890		2004-01-01	1	1	2007-01-01	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzse20		openurl?genre=journal&stitle=wzse20		fulltext	now: Journal of Applied Security Research		serial										1550-7890		
Small Fruits Review	1522-8851		2001-04-01	1	2	2005-06-01	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzsf20		openurl?genre=journal&stitle=wzsf20		fulltext	now: International Journal of Fruit Science (2006 - ). previously: Journal of Small Fruit & Viticulture		serial										1522-8851		
The Social Policy Journal	1533-2942	1533-2950	2002-01-01	1	1	2006-01-01	4	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzsp20		openurl?genre=journal&stitle=wzsp20		fulltext	now: Journal of Policy Practice (2006 - )		serial										1533-2942	1533-2950	
Special Services in the Schools	0739-9820		1998-01-01	13	01-Feb	2002-12-31	18	01-Feb	http://www.tandfonline.com/openurl?genre=journal&stitle=wzss20		openurl?genre=journal&stitle=wzss20		fulltext	now: Journal of Applied School Psychology.		serial										0739-9820		
Social Thought	0099-183X		1998-01-01	18	2	2003-01-01	22	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzst20		openurl?genre=journal&stitle=wzst20		fulltext	now: Journal of Religion & Spirituality in Social Work: Social Thought (1900 - current)		serial										0099-183X		
Journal of Small Fruit & Viticulture	1052-0015		1997-01-01	4	01-Feb	1997-01-01	5	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wzsv20		openurl?genre=journal&stitle=wzsv20		fulltext	now: Small Fruit Review (2001-2005)		serial										1052-0015		
Journal of Analytic Social Work	1052-9950		1997-01-01	4	1	1998-01-01	5	3	http://www.tandfonline.com/openurl?genre=journal&stitle=wzsw20		openurl?genre=journal&stitle=wzsw20		fulltext	previously: Journal of Independent Social Work (1987-1991). Now: Psychoanalytic Social Work.		serial										1052-9950		
Journal of Tree Fruit Production	1055-1387		1998-01-01	2	1	2004-01-01	3	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wztf20		openurl?genre=journal&stitle=wztf20		fulltext	now: International Journal of Fruit Science		serial										1055-1387		
Journal of Trauma Practice	1536-2922		2002-01-01	1	1	2006-12-31	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wztp20		openurl?genre=journal&stitle=wztp20		fulltext	merged into: Journal of Aggression, Maltreatment & Trauma. continues: Journal of Psychological Trauma (2007-2008)		serial										1536-2922		
Journal of Vegetable Science	1548-1689	1548-1697	2005-01-01	11	1	2007-01-01	12	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzvs20		openurl?genre=journal&stitle=wzvs20		fulltext	now: International Journal of Vegetable Science		serial										1548-1689	1548-1697	
Women & Politics	0195-7732		1997-01-01	17	2	2004-01-01	26	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzwp20		openurl?genre=journal&stitle=wzwp20		fulltext	now: Journal Of Women, Politics & Policy (2005- )		serial										0195-7732		
The Acquisitions Librarian	0896-3576	1544-435X	1997-01-01	9	17-18	2008-01-01	19	03-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=wzze20		openurl?genre=journal&stitle=wzze20		fulltext	now: Journal of Electronic Resources Librarianship (2008 - )		serial										0896-3576	1544-435X	
Arms & Armour	1741-6124	1749-6268	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yaaa20		openurl?genre=journal&stitle=yaaa20		fulltext	transfer in (2016): Maney		serial										1741-6124	1749-6268	
Advances in Applied Ceramics: Structural, Functional and Bioceramics	1743-6753	1743-6761	2005-01-01	104	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yaac20		openurl?genre=journal&stitle=yaac20		fulltext	transfer in (2016): Maney Previously: British Ceramic Transactions (1999-2004)		serial										1743-6753	1743-6761	
Applied Earth Science (Transactions of the Institutions of Mining and Metallurgy: Section B)	0371-7453	1743-2758	2000-01-01	109	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yaes20		openurl?genre=journal&stitle=yaes20		fulltext	transfer in (2016): Maney		serial										0371-7453	1743-2758	
Ambix: The Journal of the Society for the History of Alchemy and Chemistry	0002-6980	1745-8234	1997-01-01	44	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yamb20		openurl?genre=journal&stitle=yamb20		fulltext	transfer in (2016): Maney		serial										0002-6980	1745-8234	
Journal of Adult Theological Education	1740-7141	1743-1654	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yate20		openurl?genre=journal&stitle=yate20		fulltext	transfer in (2016): Maney Previously: British Journal of Theological Education (2001-2004)		serial										1740-7141	1743-1654	
AICCM Bulletin, The	1034-4233	2204-4183	1997-12-01						http://www.tandfonline.com/openurl?genre=journal&stitle=ybac20		openurl?genre=journal&stitle=ybac20		fulltext	transfer in (2016): Maney. Previously: ICCM Bulletin (1975 - 1983)		serial										1034-4233	2204-4183	
Baptist Quarterly	0005-576X	2056-7731	2001-01-01	39	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ybaq20		openurl?genre=journal&stitle=ybaq20		fulltext	transfer in (2016): Maney		serial										0005-576X	2056-7731	
Black Theology	1476-9948	1743-1670	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yblt20		openurl?genre=journal&stitle=yblt20		fulltext	transfer in (2016): Maney		serial										1476-9948	1743-1670	
Brontë Studies	1474-8932	1745-8226	2002-01-01	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ybst20		openurl?genre=journal&stitle=ybst20		fulltext	transfer in (2016): Maney Previously: Bronte Society Transactions (1985-2001)		serial										1474-8932	1745-8226	
Journal of Community Archaeology & Heritage	2051-8196	2051-820X	2014-02-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycah20		openurl?genre=journal&stitle=ycah20		fulltext	transfer in (2016): Maney		serial										2051-8196	2051-820X	
The Cartographic Journal	0008-7041	1743-2774	1997-06-01	34	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycaj20		openurl?genre=journal&stitle=ycaj20		fulltext	transfer in (2016): Maney		serial										0008-7041	1743-2774	
California Archaeology	1947-461X	1947-4628	2009-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=ycal20		openurl?genre=journal&stitle=ycal20		fulltext	transfer in (2016): Maney		serial										1947-461X	1947-4628	
Comparative American Studies	1477-5700	1741-2676	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycas20		openurl?genre=journal&stitle=ycas20		fulltext	transfer in (2016): Maney		serial										1477-5700	1741-2676	
Bulletin for the Council for British Research in the Levant	1752-7260	1752-7279	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycbr20		openurl?genre=journal&stitle=ycbr20		fulltext	transfer in (2016): Maney		serial										1752-7260	1752-7279	
Comparative and Continental Philosophy	1757-0638	1757-0646	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yccp20		openurl?genre=journal&stitle=yccp20		fulltext	transfer in (2016): Maney		serial										1757-0638	1757-0646	
Central Europe	1479-0963	1745-8218	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yceu20		openurl?genre=journal&stitle=yceu20		fulltext	transfer in (2016): Maney		serial										1479-0963	1745-8218	
CHINOPERL: Journal of Chinese Oral and Performing Literature	0193-7774	2051-6150	1997-01-01	20	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ychi20		openurl?genre=journal&stitle=ychi20		fulltext	transfer in (2016): Maney		serial										0193-7774	2051-6150	
Childhood in the Past	1758-5716	2040-8528	2009-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=ycip20		openurl?genre=journal&stitle=ycip20		fulltext	transfer in (2016): Maney		serial										1758-5716	2040-8528	
Conservation and Management of Archaelogical Sites	1350-5033	1753-5522	1997-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycma20		openurl?genre=journal&stitle=ycma20		fulltext	transfer in (2016): Maney		serial										1350-5033	1753-5522	
Canadian Metallurgical Quarterly	0008-4433	1879-1395	1997-01-01	36	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycmq20		openurl?genre=journal&stitle=ycmq20		fulltext	transfer in (2016): Maney		serial										0008-4433	1879-1395	
International Journal of Cast Metals Research	1364-0461	1743-1336	2004-01-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycmr20		openurl?genre=journal&stitle=ycmr20		fulltext	transfer in (2016): Maney		serial										1364-0461	1743-1336	
Contemporary Levant	2058-1831	2058-184X	2016-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycol20		openurl?genre=journal&stitle=ycol20		fulltext	New for 2016		serial										2058-1831	2058-184X	
Costume: Journal of the Costume Society	0590-8876	1749-6306	1997-06-01	31	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycos20		openurl?genre=journal&stitle=ycos20		fulltext	transfer in (2016): Maney		serial										0590-8876	1749-6306	
The Court Historian	1462-9712	2056-3450	1997-10-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycou20		openurl?genre=journal&stitle=ycou20		fulltext	 transfer in (2016): Maney		serial										1462-9712	2056-3450	
Critical Horizons: A Journal of Philosophy and Social Theory	1440-9917	1568-5160	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycrh20		openurl?genre=journal&stitle=ycrh20		fulltext	transfer in (2016): Maney		serial										1440-9917	1568-5160	
Corrosion Engineering, Science and Technology	1478-422X	1743-2782	2003-01-01	38	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycst20		openurl?genre=journal&stitle=ycst20		fulltext	Previously: British Corrosion Journal (1965-2002) transfer in (2016): Maney		serial										1478-422X	1743-2782	
Deafness & Education International	1464-3154	1557-069X	1999-02-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ydei20		openurl?genre=journal&stitle=ydei20		fulltext	transfer in (2016): Maney		serial										1464-3154	1557-069X	
DFI Journal - The Journal of the Deep Foundations Institute	1937-5247	1937-5255	2007-11-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ydfi20		openurl?genre=journal&stitle=ydfi20		fulltext	transfer in (2016): Maney		serial										1937-5247	1937-5255	
Dix-Neuf		1478-7318	2003-09-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ydix20		openurl?genre=journal&stitle=ydix20		fulltext	transfer in (2016): Maney		serial											1478-7318	
Dress	0361-2112	2042-1729	1997-01-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ydre20		openurl?genre=journal&stitle=ydre20		fulltext	transfer in (2016): Maney		serial										0361-2112	2042-1729	
Dutch Crossing	0309-6564	1759-7854	2009-04-01	33	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ydtc20		openurl?genre=journal&stitle=ydtc20		fulltext	transfer in (2016): Maney		serial										0309-6564	1759-7854	
European Journal of Archaeology	1461-9571	1741-2722	1998-04-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yeja20		openurl?genre=journal&stitle=yeja20		fulltext	transfer in (2016): Maney. Previously: Journal of European Archaeology (1993-1997)		serial										1461-9571	1741-2722	
Energy Materials	1748-9237	1748-9245	2006-03-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yema20		openurl?genre=journal&stitle=yema20		fulltext	transfer in (2016): Maney		serial										1748-9237	1748-9245	
Early Medieval China	1529-9104	1946-7842	1997-06-01	1997	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yemc20		openurl?genre=journal&stitle=yemc20		fulltext	transfer in (2016): Maney		serial										1529-9104	1946-7842	
Early Modern French Studies	2056-3035	2056-3043	2015-01-01	37	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yemf20		openurl?genre=journal&stitle=yemf20		fulltext	transfer in (2016): Maney. Previously: Newsletter of the Society for Seventeenth-Century French Studies (1979-1983), Seventeenth-Century French Studies (1984 - 2014)		serial										2056-3035	2056-3043	
Environmental Archaeology	1461-4103	1749-6314	1997-06-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yenv20		openurl?genre=journal&stitle=yenv20		fulltext	transfer in (2016): Maney		serial										1461-4103	1749-6314	
Ethnoarchaeology	1944-2890	1944-2904	2009-04-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yeth20		openurl?genre=journal&stitle=yeth20		fulltext	transfer in (2016): Maney		serial										1944-2890	1944-2904	
Exemplaria: A Journal of Theory in Medieval Renaissance Studies	1041-2573	1753-3074	1997-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yexm20		openurl?genre=journal&stitle=yexm20		fulltext	transfer in (2016): Maney		serial										1041-2573	1753-3074	
Family & Community History	1463-1180	1751-3812	2006-05-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yfch20		openurl?genre=journal&stitle=yfch20		fulltext	transfer in (2016): Maney		serial										1463-1180	1751-3812	
Folk Life: Journal of Ethnological Studies	0430-8778	1759-670X	1997-01-01						http://www.tandfonline.com/openurl?genre=journal&stitle=yfol20		openurl?genre=journal&stitle=yfol20		fulltext	transfer in (2016): Maney Previously: Gwerin (1956-1962)		serial										0430-8778	1759-670X	
The Historic Environment: Policy & Practice	1756-7505	1756-7513	2010-06-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yhen20		openurl?genre=journal&stitle=yhen20		fulltext	transfer in (2016): Maney		serial										1756-7505	1756-7513	
