publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status		coverage_notes
Twentieth-Century China	1521-5385	1940-5065	2007-01-01	33	1	2010-04-30	35	2	http://muse.jhu.edu/journal/390		1053		fulltext	No longer contributing to Project MUSE		serial										1521-5385	1940-5065					Current		
American Literary Scholarship	0065-9142	1527-2125	1998-01-01						http://muse.jhu.edu/journal/9		1087		fulltext			serial										0065-9142	1527-2125					Current		
American Literature	0002-9831	1527-2117	1999-01-01	71	3	2004-12-31	76	4	http://muse.jhu.edu/journal/7		1088		fulltext	No longer contributing to Project MUSE		serial										0002-9831	1527-2117					Current		
American Speech	0003-1283	1527-2133	2000-01-01	75	1	2004-12-31	79	4	http://muse.jhu.edu/journal/16		1089		fulltext	No longer contributing to Project MUSE		serial										0003-1283	1527-2133					Current		
boundary 2	0190-3659	1527-2141	1999-01-01	26	3	2004-12-31	31	3	http://muse.jhu.edu/journal/21		1090		fulltext	No longer contributing to Project MUSE		serial										0190-3659	1527-2141					Current		
Camera Obscura	0270-5346	1529-1510	2000-01-01	15	1	2004-12-31	19	3	http://muse.jhu.edu/journal/35		1091		fulltext	No longer contributing to Project MUSE		serial										0270-5346	1529-1510					Current		
Common Knowledge	0961-754X	1538-4578	2002-01-01	8	1				http://muse.jhu.edu/journal/32		1092		fulltext			serial										0961-754X	1538-4578					Current		
Comparative Studies of South Asia, Africa and the Middle East	1089-201X	1548-226X	2000-01-01	20	01-Feb				http://muse.jhu.edu/journal/256		1094		fulltext			serial										1089-201X	1548-226X					Current		
Cultural Politics	1743-2197	1751-7435	2012-01-01	8	1				http://muse.jhu.edu/journal/548		1095		fulltext			serial										1743-2197	1751-7435					Current		
differences: A Journal of Feminist Cultural Studies	1040-7391	1527-1986	1998-01-01	10	3	2004-12-31	15	3	http://muse.jhu.edu/journal/47		1096		fulltext	No longer contributing to Project MUSE		serial										1040-7391	1527-1986					Current		
EASTS: East Asian Science, Technology and Society: An International Journal	1875-2160	1875-2152	2007-01-01	1	1				http://muse.jhu.edu/journal/543		1097		fulltext			serial										1875-2160	1875-2152					Current		
Eighteenth-Century Life	0098-2601	1086-3192	1996-01-01	20	1				http://muse.jhu.edu/journal/53		1098		fulltext			serial										0098-2601	1086-3192					Current		
Ethnohistory	0014-1801	1527-5477	1999-01-01	46	4	2004-12-31	51	4	http://muse.jhu.edu/journal/61		1099		fulltext	No longer contributing to Project MUSE		serial										0014-1801	1527-5477					Current		
French Historical Studies	0016-1071	1527-5493	1999-01-01	22	4	2004-12-31	27	4	http://muse.jhu.edu/journal/62		1100		fulltext	No longer contributing to Project MUSE		serial										0016-1071	1527-5493					Current		
GLQ: A Journal of Lesbian and Gay Studies	1064-2684	1527-9375	1999-01-01	5	3				http://muse.jhu.edu/journal/67		1102		fulltext			serial										1064-2684	1527-9375					Current		
Hispanic American Historical Review	0018-2168	1527-1900	1999-08-01	79	3	2004-11-30	84	4	http://muse.jhu.edu/journal/70		1103		fulltext	No longer contributing to Project MUSE		serial										0018-2168	1527-1900					Current		
History of Political Economy	0018-2702	1527-1919	2000-01-01	32	1	2004-12-31	36	4	http://muse.jhu.edu/journal/75		1104		fulltext	No longer contributing to Project MUSE		serial										0018-2702	1527-1919					Current		
Journal of Health Politics, Policy and Law	0361-6878	1527-1927	2000-01-01	25	1	2004-12-31	29	6	http://muse.jhu.edu/journal/93		1105		fulltext	No longer contributing to Project MUSE		serial										0361-6878	1527-1927					Current		
Journal of Medieval and Early Modern Studies	1082-9636	1527-8263	2000-01-01	30	1	2004-12-31	34	3	http://muse.jhu.edu/journal/95		1106		fulltext	No longer contributing to Project MUSE		serial										1082-9636	1527-8263					Current		
Labor: Studies in Working-Class History of the Americas	1547-6715	1558-1454	2016-03-01	13	1				http://muse.jhu.edu/journal/679		1108		fulltext	New for 2016		serial										1547-6715	1558-1454			2016-03-01		Current		
Mediterranean Quarterly	1047-4552	1527-1935	2000-01-01	11	1				http://muse.jhu.edu/journal/124		1109		fulltext			serial										1047-4552	1527-1935					Current		
minnesota review	0026-5667	2157-4189	1973-01-01		1				http://muse.jhu.edu/journal/520		1110		fulltext			serial										0026-5667	2157-4189					Current		
Modern Language Quarterly	0026-7929	1527-1943	1999-06-01	60	2	2004-12-31	65	4	http://muse.jhu.edu/journal/129		1111		fulltext	No longer contributing to Project MUSE		serial										0026-7929	1527-1943					Current		
Nka: Journal of African Contemporary Art	1075-7163	2152-7792	1994-01-01		1				http://muse.jhu.edu/journal/522		1113		fulltext			serial										1075-7163	2152-7792					Current		
Pedagogy	1531-4200	1533-6255	2001-01-01	1	1				http://muse.jhu.edu/journal/154		1115		fulltext			serial										1531-4200	1533-6255					Current		
Poetics Today	0333-5372	1527-5507	1999-01-01	20	3	2004-12-31	25	4	http://muse.jhu.edu/journal/161		1117		fulltext	No longer contributing to Project MUSE		serial										0333-5372	1527-5507					Current		
positions: east asia cultures critique	1067-9847	1527-8271	2000-01-01	8	1				http://muse.jhu.edu/journal/162		1118		fulltext			serial										1067-9847	1527-8271					Current		
Public Culture	0899-2363	1527-8018	1999-01-01	11	2	2004-12-31	16	3	http://muse.jhu.edu/journal/153		1119		fulltext	No longer contributing to Project MUSE		serial										0899-2363	1527-8018					Current		
Radical History Review	0163-6545	1534-1453	2001-01-01		79	2004-12-31		90	http://muse.jhu.edu/journal/173		1120		fulltext	No longer contributing to Project MUSE		serial										0163-6545	1534-1453					Current		
Small Axe	0799-0537	1534-6714	2001-01-01	5	1				http://muse.jhu.edu/journal/185		1121		fulltext			serial										0799-0537	1534-6714					Current		
Social Science History	0145-5532	1527-8034	1999-01-01	23	4				http://muse.jhu.edu/journal/188		1122		fulltext			serial										0145-5532	1527-8034					Current		
Social Text	0164-2472	1527-1951	2000-01-01	18	1	2004-12-31	22	4	http://muse.jhu.edu/journal/186		1123		fulltext	No longer contributing to Project MUSE		serial										0164-2472	1527-1951					Current		
South Atlantic Quarterly	0038-2876	1527-8026	1999-01-01	98	3	2004-12-31	103	4	http://muse.jhu.edu/journal/175		1124		fulltext	No longer contributing to Project MUSE		serial										0038-2876	1527-8026					Current		
Theater	0161-0775	1527-196X	2000-01-01	30	1	2004-12-31	34	3	http://muse.jhu.edu/journal/195		1125		fulltext	No longer contributing to Project MUSE		serial										0161-0775	1527-196X					Current		
Tikkun	0887-9982	2164-0041	2006-01-01	21	1				http://muse.jhu.edu/journal/583		1126		fulltext			serial										0887-9982	2164-0041					Current		
Anthropologica	0003-5459		2014-05-01	56	1				http://muse.jhu.edu/journal/624		13578		fulltext	New for 2014		serial										0003-5459						Current		
Canadian Journal of History: Annales Canadiennes d'Histoire	0008-4107	2292-8502	2015-01-01	50	1				http://muse.jhu.edu/journal/650		13582		fulltext	New for 2015		serial										0008-4107	2292-8502			2015-09-01		Current		
Social Research: An International Quarterly	0037-783X	1944-768X	2004-03-01	71	1				http://muse.jhu.edu/journal/644		13620		fulltext	New for 2014		serial										0037-783X	1944-768X					Current		
Journal of Haitian Studies	1090-3488		2013-03-01	19	1				http://muse.jhu.edu/journal/632		13699		fulltext	New for 2014		serial										1090-3488						Current		
The Journal of Southern History	0022-4642	2325-6893	2016-02-01	82	1				https://muse.jhu.edu/journal/685		13766		fulltext	New for 2016		serial										0022-4642	2325-6893			2016-04-01		Current		
The William and Mary Quarterly	0043-5597	1933-7698	2015-01-01	72	1				http://muse.jhu.edu/journal/664		13821		fulltext	New for 2015		serial										0043-5597	1933-7698			2015-02-01		Current		
Pacific Coast Philology	0078-7469	2326-067X	2014-04-01	49	1				http://muse.jhu.edu/journal/635		14032		fulltext	New for 2014		serial										0078-7469	2326-067X					Current		
Twentieth Century Literature	0041-462X		2015-03-01	61	1				https://muse.jhu.edu/journal/652		14063		fulltext	New for 2015		serial										0041-462X				2015-05-05		Current		
Annales. Histoire, Sciences Sociales	0395-2649	1953-8146	2014-01-01	69					http://muse.jhu.edu/journal/640		14171		fulltext	New for 2014 		serial										0395-2649	1953-8146			2014-09-05		Current		
The Massachusetts Review	0025-4878		2015-03-01	56	1				https://muse.jhu.edu/journal/660		14256		fulltext	New for 2015		serial										0025-4878				2015-03-30		Current		
Acadiensis	0044-5851	1712-7432	2016-01-01	45	1				https://muse.jhu.edu/journal/683		14459		fulltext	New for 2016		serial										0044-5851	1712-7432			2016-05-01		Current		
Music and the Moving Image	2167-8464	1940-7610	2015-01-01	8	1				http://muse.jhu.edu/journal/657		14575		fulltext	New for 2015		serial										2167-8464	1940-7610			2015-09-01		Current		
African Arts	0001-9933	1937-2108	2016-03-01	49	1				http://muse.jhu.edu/journal/675		15050		fulltext	New for 2016		serial										0001-9933	1937-2108			2016-05-01		Current		
Huntington Library Quarterly	0018-7895	1544-399X	2015-01-01	78	1				http://muse.jhu.edu/journal/677		15094		fulltext	New for 2016		serial										0018-7895	1544-399X			2016-03-01		Current		
Leviathan	1525-6995	1750-1849	1999-01-01	1	1				http://muse.jhu.edu/journal/601		1529		fulltext			serial									10.1111/(ISSN)1750-1849	1525-6995	1750-1849					Current		
Confluencia	0888-6091		2014-09-01	30	1				http://muse.jhu.edu/journal/667		15868		fulltext	New for 2015		serial										0888-6091				2015-02-01		Current		
Poe Studies	1947-4644	1754-6095	2008-01-01	41	1				http://muse.jhu.edu/journal/613		1593		fulltext	New: 2013 previously: Poe Studies/Dark Romanticism (1986-2006)		serial									10.1111/(ISSN)1754-6095	1947-4644	1754-6095					Current		
Illinois Classical Studies	0363-1923	2328-5265	2015-01-01	40	1				http://muse.jhu.edu/journal/653		16100		fulltext	New for 2015		serial										0363-1923	2328-5265			2015-09-01		Current		
Jewish Film & New Media	2169-0324	2169-0332	2013-01-01	1	1				http://muse.jhu.edu/journal/642		16129		fulltext	New for 2014		serial										2169-0324	2169-0332			2014-02-01		Current		
Journal of Animal Ethics	2156-5414	2160-1267	2016-03-01	6	1				http://muse.jhu.edu/journal/678		16132		fulltext	New for 2016		serial										2156-5414	2160-1267			2016-08-01		Current		
The Journal of Ayn Rand Studies	1526-1018	2169-7132	2014-07-01	14	1				http://muse.jhu.edu/journal/631		16136		fulltext	New for 2014		serial										1526-1018	2169-7132			2014-08-01		Current		
Journal of West African History	2327-1868	2327-1876							https://muse.jhu.edu/		16158		fulltext	New for 2017 - content not yet available		serial										2327-1868	2327-1876			2017-12-01		Expected		
QED: A Journal in GLBTQ Worldmaking	2327-1574	2327-1590	2013-11-01	Inaugural Issue					http://muse.jhu.edu/journal/639		16204		fulltext	New for 2014		serial										2327-1574	2327-1590					Current		
Women, Gender and Families of Color	2326-0939	2326-0947	2013-01-01	1	1				http://muse.jhu.edu/journal/623		16249		fulltext			serial										2326-0939	2326-0947					Current		
SAIS Review of International Affairs	1945-4716	1945-4724	2004-01-01	24	1				http://muse.jhu.edu/journal/174		16256		fulltext	Previously: SAIS review (Paul H. Nitze School of Advanced International Studies) (1990-2003)		serial										1945-4716	1945-4724					Current		
Steinbeck Review	1546-007X	1754-6087	2006-01-01	3	1				http://muse.jhu.edu/journal/377		1656		fulltext	Incorporated:Steinbeck Studies (2006). Missing 2008-2009		serial									10.1111/(ISSN)1754-6087	1546-007X	1754-6087					Current		
The F. Scott Fitzgerald Review	1543-3951	1755-6333	2013-01-01	11					http://muse.jhu.edu/journal/620		1685		fulltext	New for 2013 		serial									10.1111/(ISSN)1755-6333	1543-3951	1755-6333					Current		
The Mark Twain Annual	1553-0981	1756-2597	2013-01-01	11					http://muse.jhu.edu/journal/603		1711		fulltext			serial									10.1111/(ISSN)1756-2597	1553-0981	1756-2597					Current		
Journal of Chinese Literature and Culture	2329-0048	2329-0056	2014-11-01	1	01-Feb				http://muse.jhu.edu/journal/659		17412		fulltext	New for 2015		serial										2329-0048	2329-0056			2015-01-18		Current		
ARIEL : A Review of International English Literature	0004-1327		2014-01-01	44					http://muse.jhu.edu/journal/625		17420		fulltext	New for 2014 		serial										0004-1327						Current		
British Journal of Canadian Studies	0269-9222	1757-8078	2014-01-01	27	1				http://muse.jhu.edu/journal/637		17421		fulltext	New for 2014 		serial										0269-9222	1757-8078					Current		
Bulletin of Friends' Historical Society of Philadelphia	2330-8079		1906-01-01	1	1	1923-12-31	12	2	http://muse.jhu.edu/journal/394		17422		fulltext	Now: Quaker History (1962 -) continues: Bulletin of Friends Historical Association (1924-1961)		serial										2330-8079						Current		
Bulletin of Medieval Canon Law	0146-2989		2013-01-01	30					http://muse.jhu.edu/journal/626		17423		fulltext	New for 2014		serial										0146-2989				2014-07-01		Current		
Canadian Review of Comparative Literature	0319-051X		2014-03-01	41	1				http://muse.jhu.edu/journal/638		17424		fulltext	New for 2014 		serial										0319-051X						Current		
Ghana Studies	1536-5514		2014-12-01	17	1				http://muse.jhu.edu/journal/641		17425		fulltext	New for 2014		serial										1536-5514				2014-12-07		Current		
Great Plains Quarterly	0275-7664		2014-01-01	34	1				http://muse.jhu.edu/journal/627		17426		fulltext	New for 2014 		serial										0275-7664						Current		
Great Plains Research	1052-5165	2334-2463	2014-04-01	24	1				http://muse.jhu.edu/journal/628		17427		fulltext	New for 2014		serial										1052-5165	2334-2463					Current		
International Journal of Canadian Studies	1180-3991	1923-5291	2013-01-01	47					http://muse.jhu.edu/journal/629		17428		fulltext	New for 2014 		serial										1180-3991	1923-5291					Current		
Journal of Japanese Philosophy	2327-0195	2327-0209	2013-01-01						http://muse.jhu.edu/journal/634		17430		fulltext	New for 2014		serial										2327-0195	2327-0209			2014-09-01		Current		
Journal of Southeast Asian Economies	2339-5095	2339-5206	2013-04-01	30	1				http://muse.jhu.edu/journal/347		17431		fulltext	Previously: ASEAN Economic Bulletin (2003-2012)		serial										2339-5095	2339-5206					Current		
The Journal of Individual Psychology	1522-2527		2014-03-01	70	1				http://muse.jhu.edu/journal/633		17433		fulltext	New for 2014		serial										1522-2527						Current		
The Undecidable Unconscious: A Journal of Deconstruction and Psychoanalysis	2328-4048		2014-01-01	1					http://muse.jhu.edu/journal/636		17434		fulltext	New for 2015		serial										2328-4048				2015-02-22		Current		
Cervantes: Bulletin of the Cervantes Society of America	0277-6995	1943-3840	2014-01-01	34	1				http://muse.jhu.edu/journal/643		17440		fulltext	New for 2014		serial										0277-6995	1943-3840			2014-09-01		Current		
Italian Culture	0161-4622	1559-0909	2005-01-01	23		2008-12-31	26		http://muse.jhu.edu/journal/328		1749		fulltext	No longer contributing to Project MUSE		serial										0161-4622	1559-0909					Current		
Theoretical & Applied Ethics		2156-7174	2013-06-01	2	1				http://muse.jhu.edu/journal/645		18054		fulltext	New for 2014		serial											2156-7174					Current		
Human Biology	0018-7143	1534-6617	2001-01-01	73	1				http://muse.jhu.edu/journal/79		1821		fulltext			serial										0018-7143	1534-6617					Current		
European Journal of Language Policy	1757-6822	1757-6830	2014-09-01	6	2				http://muse.jhu.edu/journal/651		18321		fulltext	New for 2015		serial										1757-6822	1757-6830			2015-01-18		Current		
Pacific Science	0030-8870	1534-6188	2001-01-01	55	1	2007-10-31	61	4	http://muse.jhu.edu/journal/166		1876		fulltext	No longer contributing to Project MUSE		serial										0030-8870	1534-6188					Current		
Music and Letters	0027-4224	1477-4631	2004-01-01	85	1				http://muse.jhu.edu/journal/266		1936		fulltext			serial										0027-4224	1477-4631					Current		
Social Forces	0037-7732	1534-7605	2001-01-01	79	3				http://muse.jhu.edu/journal/187		1940		fulltext			serial										0037-7732	1534-7605					Current		
Journal of the American Academy of Religion	0002-7189	1477-4585	2006-01-01	74	1	2007-12-31	75	4	http://muse.jhu.edu/journal/350		1946		fulltext	No longer contributing to Project MUSE		serial										0002-7189	1477-4585					Current		
Journal of the History of Medicine and Allied Sciences	0022-5045	1468-4373	2000-01-01	55	1				http://muse.jhu.edu/journal/92		1953		fulltext			serial										0022-5045	1468-4373					Current		
French Studies	0016-1128	1468-2931	2006-01-01	60	31				http://muse.jhu.edu/journal/346		1955		fulltext			serial										0016-1128	1468-2931					Current		
Essays in Criticism	0014-0856	1471-6852	2006-01-01	56	1	2007-10-31	57	4	http://muse.jhu.edu/journal/325		1961		fulltext	No longer contributing to Project MUSE		serial										0014-0856	1471-6852					Current		
Past & Present	0031-2746	1477-464X	2005-01-01		188	2007-11-30		197	http://muse.jhu.edu/journal/306		1963		fulltext	No longer contributing to Project MUSE		serial										0031-2746	1477-464X					Current		
The Cambridge Quarterly	0008-199X	1471-6836	2006-01-01	35	1				http://muse.jhu.edu/journal/314		1979		fulltext			serial										0008-199X	1471-6836					Current		
Journal of Social History	0022-4529	1527-1897	1999-01-01	33	1				http://muse.jhu.edu/journal/103		1983		fulltext			serial										0022-4529	1527-1897					Current		
Early Music	0306-1078	1741-7260	2004-01-01	32	1	2007-11-30	35	4	http://muse.jhu.edu/journal/265		1992		fulltext	No longer contributing to Project MUSE		serial										0306-1078	1741-7260					Current		
The Oral History Review	0094-0798	1533-8592	2008-01-01	35	1				http://muse.jhu.edu/journal/389		1994		fulltext			serial										0094-0798	1533-8592					Current		
History Workshop Journal	1363-3554	1477-4569	2004-01-01		57				http://muse.jhu.edu/journal/277		1997		fulltext			serial										1363-3554	1477-4569					Current		
Modern Judaism	0276-1114	1086-3273	1996-01-01	16	1				http://muse.jhu.edu/journal/127		2009		fulltext			serial										0276-1114	1086-3273					Current		
The Opera Quarterly	0736-0053	1476-2870	2002-01-01	18	1				http://muse.jhu.edu/journal/148		2016		fulltext			serial										0736-0053	1476-2870					Current		
Holocaust and Genocide Studies	8756-6583	1476-7937	2003-01-01	17	1				http://muse.jhu.edu/journal/220		2028		fulltext			serial										8756-6583	1476-7937					Current		
American Literary History	0896-7148	1468-4365	2000-01-01	12	1				http://muse.jhu.edu/journal/8		2049		fulltext			serial										0896-7148	1468-4365					Current		
Social Politics: International Studies in Gender, State & Society	1072-4745	1468-2893	2003-01-01	10	1				http://muse.jhu.edu/journal/234		2071		fulltext			serial										1072-4745	1468-2893					Current		
Enterprise and Society	1467-2227	1467-2235	2003-01-01	4	1				http://muse.jhu.edu/journal/216		2096		fulltext			serial										1467-2227	1467-2235					Current		
Asian Journal of English Language Teaching	1026-2652	2333-7192	2014-01-01	23					http://muse.jhu.edu/journal/648		20996		fulltext			serial										1026-2652	2333-7192					Current		
The Library	0024-2160	1744-8581	2006-01-01	7	1				http://muse.jhu.edu/journal/345		2128		fulltext			serial										0024-2160	1744-8581					Current		
The Canadian Journal of Human Sexuality	1188-4517	2291-7063	2014-04-01	23	1				http://muse.jhu.edu/journal/649		21907		fulltext	New for 2014		serial										1188-4517	2291-7063					Current		
Bulletin of Friends Historical Association	0361-1957	2334-3265	1924-04-01	13	1	1961-12-31	50	2	http://muse.jhu.edu/journal/394		21937		fulltext	Now: Quaker History. Previously: Bulletin of the Friends' Historical Society of Philadelphia (1906-1923)		serial										0361-1957	2334-3265					Current		
Early Modern Women	1933-0065		2015-08-01	10	1				http://muse.jhu.edu/journal/665		21958		fulltext	New for 2015		serial										1933-0065				2015-12-31		Current		
Fontes Artis Musicae	0015-6191		2016-01-01	63	1				https://muse.jhu.edu/journal/688		21964		fulltext	New for 2016		serial										0015-6191				2016-04-01		Current		
Islamic Africa	2333-262X	2154-0993	2014-03-01	5	1				http://muse.jhu.edu/journal/630		21987		fulltext	New for 2014		serial										2333-262X	2154-0993			2014-08-11		Current		
Studies in American Humor	0095-280X	2333-9934	2015-01-01	1	1				http://muse.jhu.edu/journal/656		22073		fulltext	New for 2015		serial										0095-280X	2333-9934			2015-09-01		Current		
Dickens Quarterly	0742-5473	2169-5377	2015-03-01	32	1				https://muse.jhu.edu/journal/654		22144		fulltext	New for 2015		serial										0742-5473	2169-5377			2015-03-01		Current		
Milton Studies	0076-8820	2330-796X	2012-01-01	53					http://muse.jhu.edu/journal/570		22199		fulltext			serial										0076-8820	2330-796X					Current		
Postmodern Culture	1053-1920		1990-01-01	1	1				http://muse.jhu.edu/journal/160		22221		fulltext			serial										1053-1920						Current		
Southern Quarterly	0038-4496		2014-09-01	52	1				http://muse.jhu.edu/journal/666		22239		fulltext	New for 2015		serial										0038-4496				2015-02-15		Current		
Studies in the Fantastic	1942-7190		2015-12-01		3				https://muse.jhu.edu/journal/692		22246		fulltext	New for 2016		serial										1942-7190				2016-02-01		Current		
Style	0039-4238	2374-6629	2016-01-01	50	1				http://muse.jhu.edu/journal/680		22248		fulltext	 New for 2016		serial										0039-4238	2374-6629			2016-03-01		Current		
The Cormac McCarthy Journal	2333-3065	2333-3073	2015-01-01	13					http://muse.jhu.edu/journal/658		22254		fulltext	New for 2015		serial										2333-3065	2333-3073			2015-10-19		Current		
Virginia Quarterly Review: a national journal of literature and discussion	0042-675X	2154-6932	2014-01-01	90	1				http://muse.jhu.edu/journal/647		22273		fulltext	New for 2014		serial										0042-675X	2154-6932					Current		
Ohio Valley History	1544-4058		2015-01-01	15	1				https://muse.jhu.edu/journal/661		24314		fulltext	New for 2015. Formed (2001-) by the union of Queen City Heritage (1930-2000) and Filson History Quarterly (2001-2002)		serial										1544-4058				2015-06-01		Current		
Journal of Chinese Linguistics	0091-3723	2411-3484	2015-01-01	43	1A				https://muse.jhu.edu/journal/655		24315		fulltext	New for 2015		serial										0091-3723	2411-3484			2015-06-15		Current		
Journal of Ecumenical Studies	0022-0558		2015-01-01	50	1				http://muse.jhu.edu/journal/668		24617		fulltext	New for 2015		serial										0022-0558				2015-09-01		Current		
Lutheran Quarterly	0024-7499		2016-03-01	30	1				https://muse.jhu.edu/journal/691		24643		fulltext	New for 2016		serial										0024-7499				2016-04-01		Current		
Al-ʿArabiyya	0889-8731	2375-4036	2014-01-01	47					http://muse.jhu.edu/journal/646		27700		fulltext	New for 2014		serial										0889-8731	2375-4036			2014-11-02		Current		
Calíope: Journal of the Society for Renaissance and Baroque Hispanic Poetry	1084-1490		2015-03-01	20	1				https://muse.jhu.edu/journal/662		27737		fulltext	New for 2015		serial										1084-1490				2015-06-15		Current		
Mediaevalia	0361-946X	2161-8046	2011-01-01	32					http://muse.jhu.edu/journal/580		27738		fulltext			serial										0361-946X	2161-8046					Current		
Quaestiones Disputatae	2150-5756	2374-555X	2014-09-01	5	1				http://muse.jhu.edu/journal/669		27739		fulltext	New for 2015		serial										2150-5756	2374-555X			2015-09-01		Current		
Women in French Studies	1077-825X	2166-5486	1993-01-01	1					http://muse.jhu.edu/journal/591		27740		fulltext			serial										1077-825X	2166-5486					Current		
Genocide Studies International	2291-1855	2291-1847	2014-01-01	8	1				http://muse.jhu.edu/journal/690		28280		fulltext	Previously: Genocide Studies and Prevention (2006-2012)		serial										2291-1855	2291-1847					Current		
Middle West Review	2372-5664	2372-5672	2014-09-01	1	1				http://muse.jhu.edu/journal/672		28520			New for 2015		serial										2372-5664	2372-5672			2015-01-18		Current		
Gettysburg Magazine	2372-6059	2377-0783	2015-01-01		52				http://muse.jhu.edu/journal/670		28994		fulltext	New for 2015		serial										2372-6059	2377-0783			2015-01-01		Current		
Journal of Black Sexuality and Relationships	2334-2668	2376-7510	2014-07-01	1	1				http://muse.jhu.edu/journal/671		28995		fulltext	New for 2015		serial										2334-2668	2376-7510			2015-03-01		Current		
Resilience: A Journal of the Environmental Humanities		2330-8117	2013-12-01	1	1				https://muse.jhu.edu/journal/673/		28996		fulltext	New for 2015		serial											2330-8117			2015-03-01		Current		
Native American and Indigenous Studies Journal	2332-1261								https://muse.jhu.edu/		29233		fulltext	New for 2017 - content not yet available		serial										2332-1261				2017-12-01		Expected		
Neotestamentica	0254-8356								https://muse.jhu.edu		29341		fulltext	New for 2017. Content not yet available		serial										0254-8356				2017-12-01		Expected		
Georgetown Journal of International Affairs	1526-0054		2016-01-01	17	1				http://muse.jhu.edu/journal/681		29508		fulltext	New for 2016		serial										1526-0054				2016-05-01		Current		
Demokratizatsiya: The Journal of Post-Soviet Democratization	1074-6846	1940-4603	2015-01-01	23	1				https://muse.jhu.edu/journal/674		29533		fulltext	New for 2015		serial										1074-6846	1940-4603			2015-05-05		Current		
Canadian Bulletin of Medical History	0823-2105	2371-0179							https://muse.jhu.edu/		30779		fulltext	New for 2017 - content not yet available		serial										0823-2105	2371-0179			2017-12-01		Expected		
Early Theatre: A Journal associated with the Records of Early English Drama	1206-9078	2293-7609	2016-01-01	19	1				https://muse.jhu.edu/journal/687/		31887		fulltext	New for 2016		serial										1206-9078	2293-7609			2016-07-01		Current		
Hawaiian Journal of History	0440-5145	2169-7639	2015-01-01	49					https://muse.jhu.edu/journal/676		31888		fulltext	New for 2016		serial										0440-5145	2169-7639			2016-02-01		Current		
Nova et vetera	1542-7315		2016-01-01	14	1				http://muse.jhu.edu/journal/686		31889		fulltext	New for 2016		serial										1542-7315				2016-03-01		Current		
Pleiades: Literature in Context	1063-3391		2016-01-01	36	1				https://muse.jhu.edu/journal/682		31890		fulltext	New for 2016		serial										1063-3391				2016-02-01		Current		
ASAP/Journal	2381-4705	2381-4721	2016-01-01	1	1				https://muse.jhu.edu/journal/684		31891		fulltext	New for 2016		serial										2381-4705	2381-4721			2016-02-01		Current		
Transformations: The Journal of Inclusive Scholarship and Pedagogy	1052-5017	2377-9578	2016-01-01	26	1				http://muse.jhu.edu/journal/706		33332		fulltext	New for 2017		serial										1052-5017	2377-9578					Current		
Manuscript Studies	2381-5329	2380-1190	2016-03-01	1	1				https://muse.jhu.edu/journal/698/		33479		fulltext	New for 2016		serial										2381-5329	2380-1190					Current		
Comparative Critical Studies	1744-1854	1750-0109	2006-01-01	3	01-Feb	2008-12-31	5	02-Mar	http://muse.jhu.edu/journal/319		3520		fulltext	No longer contributing to Project MUSE		serial										1744-1854	1750-0109					Current		
Dance Research: The Journal of the Society for Dance Research	0264-2875	1750-0095	2006-01-01	24	1	2008-12-31	26	2	http://muse.jhu.edu/journal/320		3522		fulltext	No longer contributing to Project MUSE		serial										0264-2875	1750-0095					Current		
Holy Land Studies	1474-9475	1750-0125	2006-01-01	5	1	2008-11-30	7	2	http://muse.jhu.edu/journal/327		3526		fulltext	No longer contributing to Project MUSE		serial										1474-9475	1750-0125					Current		
Paragraph	0264-8334	1750-0176	2006-01-01	29	1	2008-11-30	31	3	http://muse.jhu.edu/journal/335		3536		fulltext	No longer contributing to Project MUSE		serial										0264-8334	1750-0176					Current		
Romanticism	1354-991X	1750-0192	2006-01-01	12	1	2008-12-31	14	3	http://muse.jhu.edu/journal/337		3538		fulltext	No longer contributing to Project MUSE		serial										1354-991X	1750-0192					Current		
Studies in World Christianity	1354-9901	1750-0230	2006-01-01	12	1	2008-12-31	14	3	http://muse.jhu.edu/journal/341		3540		fulltext	No longer contributing to Project MUSE		serial										1354-9901	1750-0230					Current		
The Innes Review	0020-157X	1745-5219	2007-01-01	58	1	2008-12-31	59	2	http://muse.jhu.edu/journal/368		3541		fulltext	No longer contributing to Project MUSE		serial										0020-157X	1745-5219					Current		
The Scottish Historical Review	0036-9241	1750-0222	2006-01-01	85	1	2008-10-31	87	2	http://muse.jhu.edu/journal/338		3543		fulltext	No longer contributing to Project MUSE		serial										0036-9241	1750-0222					Current		
Translation and Literature	0968-1361	1750-0214	2006-01-01	15	1	2008-12-31	17	2	http://muse.jhu.edu/journal/344		3544		fulltext	No longer contributing to Project MUSE		serial										0968-1361	1750-0214					Current		
RSF: The Russell Sage Foundation Journal of the Social Sciences	2377-8253	2377-8261	2015-11-01	1	1				http://muse.jhu.edu/journal/693		36720		fulltext	Open Access		serial										2377-8253	2377-8261			2016-04-01		Current		
