publication_title	print_identifier	online_identifier	first_author	title_url	date_monograph_published_online	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
L'explosion de la communication	9782707173829	9782707189974	Philippe Breton	http://www.cairn.info/l-explosion-de-la-communication--9782707173829.htm	2015-12-28							DEC_BRETO_2012_01												
L'argumentation dans la communication	9782707189516	9782707190857	Philippe Breton	http://www.cairn.info/l-argumentation-dans-la-communication--9782707189516.htm	2016-04-28							DEC_BRETO_2016_01												
La comptabilité carbone	9782707169396	9782707177902	Arnaud Brohé	http://www.cairn.info/la-comptabilite-carbone--9782707169396.htm	2014-01-12							DEC_BROHE_2013_01												
Les sans-domicile	9782707153104	9782707166135	Cécile Brousse	http://www.cairn.info/les-sans-domicile--9782707153104.htm	2011-01-01							DEC_BROUS_2008_01												
Auschwitz	9782707185228	9782707186430	Tal Bruttmann	http://www.cairn.info/auschwitz--9782707185228.htm	2015-01-26							DEC_BRUTT_2015_01												
Le droit international humanitaire	9782707148445	9782707166289	Patricia Buirette	http://www.cairn.info/le-droit-international-humanitaire--9782707148445.htm	2011-01-01							DEC_BUIRE_2008_01												
La politique agricole commune	9782707182104	9782707183590	Jean-Christophe Bureau	http://www.cairn.info/la-politique-agricole-commune--9782707182104.htm	2014-12-02							DEC_BUREA_2014_01												
Le contrôle de gestion	9782707175359	9782707176530	Alain Burlaud	http://www.cairn.info/le-controle-de-gestion--9782707175359.htm	2013-02-27							DEC_BURLA_2013_01												
La santé au travail	9782707147974	9782707161666	Stéphane Buzzi	http://www.cairn.info/la-sante-au-travail-1880-2006--9782707147974.htm	2011-01-01							DEC_BUZZI_2006_01												
La question nationale au XIX<sup>e</sup> siècle	9782707188502	9782707190215	Patrick Cabanel	http://www.cairn.info/la-question-nationale-au-xix-e-siecle--9782707188502.htm	2015-12-01							DEC_CABAN_2015_01												
Sociologie de l'éducation	9782707156969	9782707163752	Marlaine Cacouault	http://www.cairn.info/sociologie-de-l-education--9782707156969.htm	2011-01-01							DEC_CACOU_2009_01												
La microéconomie du marché du travail	9782707138774	9782707168160	Pierre Cahuc	http://www.cairn.info/la-microeconomie-du-marche-du-travail--9782707138774.htm	2011-04-01							DEC_CAHUC_2003_01												
La mondialisation et l’emploi	9782707135063	9782707168252	Jean-Marie Cardebat	http://www.cairn.info/la-mondialisation-et-l-emploi--9782707135063.htm	2011-01-01							DEC_CARDE_2002_01												
Histoire de la psychologie en France	9782707140296	9782707189943	Jacqueline Carroy	http://www.cairn.info/histoire-de-la-psychologie-en-France--9782707140296.htm	2016-02-01							DEC_CARROY_2006_01												
Les mutations de la société française	9782707175762	9782707177360	Robert Castel	http://www.cairn.info/les-mutations-de-la-societe-francaise-les-grandes--9782707175762.htm	2013-05-27							DEC_CASTE_2013_01												
La qualité de l'emploi	9782707148933	9782707161604	 Centre d'études de l'emploi	http://www.cairn.info/la-qualite-de-l-emploi--9782707148933.htm	2011-01-01							DEC_CEE_2006_01												
L'économie mondiale 2013	9782707174444	9782707175250	 CEPII	http://www.cairn.info/l-economie-mondiale-2013--9782707174444.htm	2013-05-26							DEC_CEPII_2012_01												
L’économie mondiale 2014	9782707177001	9782707177995	 CEPII	http://www.cairn.info/l-economie-mondiale-2014--9782707177001.htm	2014-04-16							DEC_CEPII_2013_01												
L’économie mondiale 2015	9782707182661	9782707185532	 CEPII	http://www.cairn.info/l-economie-mondiale-2015--9782707182661.htm	2014-11-20							DEC_CEPII_2014_01												
L’économie mondiale 2016	9782707186782	9782707188403	 CEPII	http://www.cairn.info/l-economie-mondiale-2016--9782707186782.htm	2015-10-06							DEC_CEPII_2015_01												
Productivité et croissance en Europe et aux États-Unis	9782707148285	9782707165237	Gilbert Cette	http://www.cairn.info/productivite-et-croissance-en-europe-et-aux-etat--9782707148285.htm	2011-01-01							DEC_CETTE_2007_01												
Sociologie de l’architecture	9782707134707	9782707168375	Florent Champy	http://www.cairn.info/sociologie-de-l-architecture--9782707134707.htm	2011-01-01							DEC_CHAMP_2001_01												
La télévision	9782707135032	9782707161802	Régine Chaniac	http://www.cairn.info/la-television--9782707135032.htm	2011-01-01							DEC_CHANI_2005_01												
Révolution numérique et industries culturelles	9782707165053	9782707165657	Philippe Chantepie	http://www.cairn.info/revolution-numerique-et-industries-culturelles--9782707165053.htm	2011-01-01							DEC_CHANT_2010_01												
Les harkis	9782707147745	9782707162670	Tom Charbit	http://www.cairn.info/les-harkis--9782707147745.htm	2011-01-01							DEC_CHARB_2006_01												
L’aide publique au développement	9782707182111	9782707186461	Olivier Charnoz	http://www.cairn.info/l-aide-publique-au-developpement--9782707182111.htm	2015-01-26							DEC_CHARN_2015_01												
La presse des jeunes	9782707132291	9782707168306	Jean-Marie Charon	http://www.cairn.info/la-presse-des-jeunes--9782707132291.htm	2011-01-01							DEC_CHARO_2002_01												
La presse quotidienne	9782707175878	9782707177322	Jean-Marie Charon	http://www.cairn.info/la-presse-quotidienne--9782707175878.htm	2013-05-26							DEC_CHARO_2013_01												
Les médias en France	9782707146984	9782707168108	Jean-Marie Charon	http://www.cairn.info/les-medias-en-france--9782707146984.htm	2014-01-19							DEC_CHARO_2013_02												
Sociologie de l’homosexualité	9782707154699	9782707177421	Sébastien Chauvin	http://www.cairn.info/sociologie-de-l-homosexualite--9782707154699.htm	2013-05-27							DEC_CHAUV_2013_01												
Les paradis fiscaux	9782707171412	9782707174147	Christian Chavagneux	http://www.cairn.info/les-paradis-fiscaux--9782707171412.htm	2012-07-04							DEC_CHAVA_2012_01												
L’économie institutionnelle	9782707174789	9782707175304	Bernard Chavance	http://www.cairn.info/l-economie-institutionnelle--9782707174789.htm	2012-12-20							DEC_CHAVA_2012_02												
Sociologie des employés	9782707146991	9782707163813	Alain Chenu	http://www.cairn.info/sociologie-des-employes--9782707146991.htm	2011-01-01							DEC_CHENU_2005_01												
Histoire de la consommation	9782707159250	9782707171658	Marie-Emmanuelle Chessel	http://www.cairn.info/histoire-de-la-consommation--9782707171658.htm	2012-04-24							DEC_CHESS_2012_01												
Histoire de la Tunisie depuis l'indépendance	9782707178169	9782707188298	Larbi Chouikha	http://www.cairn.info/histoire-de-la-tunisie-depuis-l-independance--9782707178169.htm	2015-10-01							DEC_CHOUI_2015_01												
La sociologie aux États-Unis aujourd’hui	9782707167729	9782707175274	Angèle Christin	http://www.cairn.info/la-sociologie-aux-etats-unis-aujourd-hui--9782707167729.htm	2012-12-20							DEC_CHRIS_2012_01												
Histoire politique et économique des médias en France	9782707173713	9782707174840	Ivan Chupin	http://www.cairn.info/histoire-politique-et-economique-des-medias-en-fra--9782707173713.htm	2012-10-28							DEC_CHUPI_2012_01												
Lexique de sciences économiques et sociales	9782707158901	9782707167231	Denis Clerc	http://www.cairn.info/lexique-de-sciences-economiques-et-sociales--9782707158901.htm	2011-01-01							DEC_CLERC_2011_01												
La Banque mondiale	9782707152169	9782707166159	Jean-Pierre Cling	http://www.cairn.info/la-banque-mondiale--9782707152169.htm	2011-01-01							DEC_CLING_2008_01												
Économie de la qualité	9782707141446	9782707160560	Bénédicte Coestier	http://www.cairn.info/economie-de-la-qualite--9782707141446.htm	2011-01-01							DEC_COEST_2004_01												
Les archives	9782707167811	9782707168030	Sophie Coeuré	http://www.cairn.info/les-archives--9782707167811.htm	2011-05-11							DEC_COEUR_2011_01												
Le régime politique de l’Union européenne	9782707160232	9782707183545	Antonin Cohen	http://www.cairn.info/le-regime-politique-de-l-union-europeenne--9782707160232.htm	2014-09-25							DEC_COHEN_2014_01												
L’analyse financière de l’entreprise	9782707156617	9782707166296	Bernard Colasse	http://www.cairn.info/l-analyse-financiere-de-l-entreprise--9782707156617.htm	2011-01-01							DEC_COLAS_2008_01												
Les fondements de la comptabilité	9782707173102	9782707173980	Bernard Colasse	http://www.cairn.info/les-fondements-de-la-comptabilite--9782707173102.htm	2012-06-13							DEC_COLAS_2012_01												
Les prix Nobel d’économie	9782707156709	9782707165947	Jean-Édouard Colliard	http://www.cairn.info/les-prix-nobel-d-economie--9782707156709.htm	2011-01-01							DEC_COLLI_2009_01												
La sociologie de Max Weber	9782707178251	9782707182807	Catherine Colliot-Thélène	http://www.cairn.info/la-sociologie-de-max-weber--9782707178251.htm	2014-06-18							DEC_COLLI_2014_01												
La méthode en sociologie	9782707152411	9782707164940	Jean-Claude Combessie	http://www.cairn.info/la-methode-en-sociologie--9782707152411.htm	2011-01-01							DEC_COMBE_2007_01												
La politique de la concurrence	9782707156624	9782707161567	Emmanuel Combe	http://www.cairn.info/la-politique-de-la-concurrence--9782707156624.htm	2011-01-01							DEC_COMBE_2008_01												
Sociologie de la prison	9782707157997	9782707163707	Philippe Combessie	http://www.cairn.info/sociologie-de-la-prison--9782707157997.htm	2011-01-01							DEC_COMBE_2009_02												
Les grandes questions économiques et sociales	9782707156365	9782707166340	Pascal Combemale	http://www.cairn.info/les-grandes-questions-economiques-et-sociales--9782707156365.htm	2011-01-01							DEC_COMBE_2009_03												
Introduction à Marx	9782707159465	9782707161062	Pascal Combemale	http://www.cairn.info/introduction-a-marx--9782707159465.htm	2011-01-01							DEC_COMBE_2010_01												
Introduction à Keynes	9782707161024	9782707159472	Pascal Combemale	http://www.cairn.info/introduction-a-keynes--9782707161024.htm	2011-01-01							DEC_COMBE_2010_02												
Le low cost	9782707158642	9782707167279	Emmanuel Combe	http://www.cairn.info/le-low-cost--9782707158642.htm	2011-01-01							DEC_COMBE_2011_01												
Sociologie du clientélisme	9782707187994	9782707189066	Hélène Combes	http://www.cairn.info/sociologie-du-clientelisme--9782707187994.htm	2015-11-26							DEC_COMBE_2015_01												
La politique de la concurrence	9782707185471	9782707186492	Emmanuel Combe	http://www.cairn.info/la-politique-de-la-concurrence--9782707185471.htm	2016-06-15							DEC_COMBE_2016_01												
La politique de la famille	9782707137807	9782707168214	Michel Villac	http://www.cairn.info/la-politique-de-la-famille--9782707137807.htm	2011-01-01							DEC_COMMA_2002_01												
Sociologie des prénoms	9782707183231	9782707185563	Baptiste Coulmont	http://www.cairn.info/sociologie-des-prenoms--9782707183231.htm	2015-03-08							DEC_COULM_2014_01												
Les groupes d'intérêt	9782707148865	9782707162663	Guillaume Courty	http://www.cairn.info/les-groupes-d-interet--9782707148865.htm	2011-01-01							DEC_COURT_2006_01												
Économie des fusions et acquisitions	9782707136022	9782707160621		http://www.cairn.info/economie-des-fusions-et-acquisitions--9782707136022.htm	2011-01-01							DEC_COUTI_2003_01												
Critique de l’organisation du travail	9782707168245	9782707168245	Thomas Coutrot	http://www.cairn.info/critique-de-l-organisation-du-travail--9782707168245.htm	2011-01-01							DEC_COUTR_2002_01												
Les formes de la violence	9782707153630	9782707166166	Xavier Crettiez	http://www.cairn.info/les-formes-de-la-violence--9782707153630.htm	2011-01-01							DEC_CRETT_2008_01												
La nouvelle économie géographique	9782707152152	9782707165879	Matthieu Crozet	http://www.cairn.info/la-nouvelle-economie-geographique--9782707152152.htm	2011-01-01							DEC_CROZE_2009_01												
La notion de culture dans les sciences sociales	9782707158833	9782707165527	Denys Cuche	http://www.cairn.info/la-notion-de-culture-dans-les-sciences-sociales--9782707158833.htm	2011-01-03							DEC_CUCHE_2010_01												
Histoire de la sociologie. Tome 1	9782707138941	9782707160881	Charles-Henry Cuin	http://www.cairn.info/histoire-de-la-sociologie-tome-1-avant-1918--9782707138941.htm	2011-01-01							DEC_CUIN_2002_01												
Histoire de la sociologie. Tome 2	9782707138958	9782707160881	Charles-Henry Cuin	http://www.cairn.info/histoire-de-la-sociologie-tome-2-depuis-1918--9782707138958.htm	2011-01-01							DEC_CUIN_2002_02												
La neutralité d’Internet	9782707167156	9782707167347	Nicolas Curien	http://www.cairn.info/la-neutralite-d-internet--9782707167156.htm	2011-02-09							DEC_CURIE_2001_01												
Économie des réseaux	9782707147462	9782707160652	Nicolas Curien	http://www.cairn.info/Economie-des-reseaux--9782707147462.htm	2011-01-01							DEC_CURIE_2005_01												
L’industrie du disque	9782707148582	9782707163110	Nicolas Curien	http://www.cairn.info/l-industrie-du-disque--9782707148582.htm	2011-01-01							DEC_CURIE_2006_01												
L’édition électronique	9782707157294	9782707165558	Marin Dacos	http://www.cairn.info/l-edition-electronique--9782707157294.htm	2011-01-01							DEC_DACOS_2010_01												
Histoire du Proche-Orient contemporain	9782707157065	9782707187857	Leyla Dakhli	http://www.cairn.info/histoire-du-proche-orient-contemporain--9782707157065.htm	2015-06-02							DEC_DAKHL_2015_01												
Les programmes audiovisuels	9782707183491	9782707185624	Rémy Le Champion	http://www.cairn.info/Les programmes audiovisuels--9782707183491.htm	2014-12-02							DEC_DANAR_2014_01												
Les politiques de l'emploi et du marché du travail	9782707141316	9782707168115	 DARES	http://www.cairn.info/les-politiques-de-l-emploi-et-du-marche-du-travail--9782707141316.htm	2011-01-01							DEC_DARES_2003_01												
L’ergonomie	9782707173812	9782707175182	Françoise Darses	http://www.cairn.info/l-ergonomie--9782707173812.htm	2012-12-20							DEC_DARSE_2012_01												
Économie du bonheur	9782707167033	9782707173515	Lucie Davoine	http://www.cairn.info/economie-du-bonheur--9782707173515.htm	2012-04-16							DEC_DAVOI_2012_01												
Sociologie de l'argent	9782707148773	9782707163745	Damien de Blic	http://www.cairn.info/sociologie-de-l-argent--9782707148773.htm	2011-01-01							DEC_DEBLI_2007_01												
Sociologie de la famille	9782707158031	9782707163684	Jean-Hugues Déchaux	http://www.cairn.info/sociologie-de-la-famille--9782707158031.htm	2011-01-01							DEC_DECHA_2009_01												
Sociologie du sport	9782707169501	9782707170644	Jacques Defrance	http://www.cairn.info/sociologie-du-sport--9782707169501.htm	2012-01-15							DEC_DEFRA_2011_01												
Histoire sociale de l’impôt	9782707157164	9782707166821	Nicolas Delalande	http://www.cairn.info/histoire-sociale-de-l-impot--9782707157164.htm	2011-01-01							DEC_DELAL_2010_01												
L’Islam	9782707143334	9782707163165	Anne-Marie Delcambre	http://www.cairn.info/l-islam--9782707143334.htm	2011-05-01							DEC_DELCA_2004_01												
Croissance, emploi et développement	9782707175755	9782707177353	Jean-Paul Deléage	http://www.cairn.info/croissance-emploi-et-developpement--9782707175755.htm	2013-05-27							DEC_DELEA_2013_01												
Sociologie historique du politique	9782707163943	9782707152015	Yves Deloye	http://www.cairn.info/sociologie-historique-du-politique--9782707163943.htm	2011-01-01							DEC_DELOY_2007_01												
La population de la France	9782707181909	9782707190789	Virginie De Luca Barrusse	http://www.cairn.info/la-population-de-la-france--9782707181909.htm	2016-03-03							DEC_DELUC_2016_01												
Sociologie des chômeurs	9782707148926	9782707163790	Didier Demazière	http://www.cairn.info/sociologie-des-chomeurs--9782707148926.htm	2011-01-01							DEC_DEMAZ_2006_01												
 Sociologie du cancer	9782707182869	9782707189141	Benjamin Derbez	http://www.cairn.info/sociologie-du-cancer--9782707182869.htm	2016-03-01							DEC_DERBE_2016_01												
Le management des médias	9782707153364	9782707162199	Ghislain Deslandes	http://www.cairn.info/le-management-des-medias--9782707153364.htm	2011-01-01							DEC_DESLA_2008_01												
La psychanalyse	9782707138620	9782707161598	Catherine Desprats-Péquignot	http://www.cairn.info/la-psychanalyse--9782707138620.htm	2011-01-01							DEC_DESPR_2002_01												
Les catégories socioprofessionnelles	9782707138569	9782707168221		http://www.cairn.info/les-categories-socioprofessionnelles--9782707138569.htm	2011-01-01							DEC_DESRO_2002_01												
Les services à la personne	9782707187949	9782707189103	François-Xavier Devetter	http://www.cairn.info/les-services-a-la-personne--9782707187949.htm	2015-11-26							DEC_DEVET_2015_01												
La gestion des ressources humaines	9782707170163	9782707170934	Anne Dietrich	http://www.cairn.info/la-gestion-des-ressources-humaines--9782707170934.htm	2012-04-02							DEC_DIETR_2011_01												
