print_identifier	online_identifier	publication_title	publisher_name	title_url	title_id	langage
2-8027-3575-6		Réalisations et défis de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MELTAMB	MELTAMB	fre
2-8027-3499-7		La Convention européenne des droits de l'homme, un instrument vivant / The European Convention on Human Rights, a living instrument	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MELROZMB	MELROZMB	fre
2-8027-4269-8	2-8027-4270-1	Mélanges en l'honneur de David Pugsley	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MELPUGSLEY	MELPUGSLEY	eng
2-8027-3090-8		Medias and European Diversity / Médias et Diversité Européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MELPAMEN	MELPAMEN	fre
2-8044-4507-0		Le médicament à l'OMC : droit des brevets et enjeux de santé	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MEDOMC	MEDOMC	fre
2-8044-3522-9		Les médias et l'Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MEDJEU	MEDJEU	fre
2-8027-4750-9		The Law on terrorism : The UK, France and Italy compared	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MEDETE	MEDETE	fre
2-8044-4889-4		Médiation et techniques de négociation intégrative	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MECICOSO	MECICOSO	fre
2-8027-3983-2	2-8027-4144-6	MEDIATION EN MATIERE CIVILE ET COMMERCIALE (LA)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MECICOM	MECICOM	eng
2-8027-4456-9		Marché et environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MCCREA	MCCREA	fre
2-8027-4989-7		Droit et marché de l'art en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MARAREU	MARAREU	fre
2-8044-8588-9	2-8044-8838-1	Procédure civile luxembourgeoise : Approche comparative	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MAPROCO	MAPROCO	eng
2-8044-3959-3		Droit des brevets d'invention et du savoir-faire	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MANDROBRE	MANDROBRE	fre
2-8027-3984-0		Management Public Durable : dialogue autour de la Méditerranée	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MANAPUBDURMB	MANAPUBDURMB	fre
2-8027-3581-0		Le maintien de la paix et de la sécurité internationales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MAIPASECINT	MAIPASECINT	fre
2-8044-6290-0		Manuel interdisciplinaire des modes amiables de résolution des conflits / Interdisciplinary Handbook of Dispute Resolution	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MAINRECO	MAINRECO	fre
2-8027-3536-5		La main visible / The visible hand	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MAININVMB	MAININVMB	fre
2-8044-6277-3		L'œuvre de magie et le droit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MADROENV	MADROENV	fre
2-8044-4751-0		Manifeste pour la doctrine de l'entreprise	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MADOEN	MADOEN	fre
2-8027-3560-8		Management de la diversité culturelle : quels enjeux en Europe ? / The Management of Cultural Diversity : what are the Stakes in Europe ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MADICULMB	MADICULMB	fre
2-8027-3078-9		L'européanisation de la lutte contre la migration irrégulière et les droits humains des migrants	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LUMIDRHUMB	LUMIDRHUMB	fre
2-8027-3456-3		La légalité de la lutte contre l'immigration irrégulière par l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LUIMIRMB	LUIMIRMB	fre
2-8027-3530-6		La lutte contre le terrorisme : L'hypothèse de la circulation des normes	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LUCOTERMB	LUCOTERMB	fre
2-8044-4527-5		Lobbying et procès orchestrés	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LOPROR	LOPROR	fre
2-8027-3815-1		La loi peut-elle dire l'histoire ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LOIDIRHIS	LOIDIRHIS	fre
2-8027-4903-X		Liber Amicorum Vassilios Skouris	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIBASKOURIS	LIBASKOURIS	fre
2-8044-7363-5		Droit, Économie et Valeurs	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIBAMREMICHE	LIBAMREMICHE	fre
2-8027-3534-9		Vers une lex mercatoria mediterranea	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LEXMEDMB	LEXMEDMB	fre
2-8027-5032-1		Vers une lex mediterranea des investissements	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LEXMED	LEXMED	fre
2-39013-097-6		Petit lexique juridique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LEXJURI	LEXJURI	fre
2-8027-3542-X		La légistique dans le système de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LESYSUEMB	LESYSUEMB	fre
2-8044-8705-9		La légalité de la preuve dans l'espace pénal européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LEREAM	LEREAM	fre
2-8044-5174-7		La légitime défense en droit international public	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LEGIDEF	LEGIDEF	fre
2-8027-5411-4		La rupture brutale de relations commerciales établies	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWRURECO	LAWRURECO	fre
2-8027-5199-9		Jurisdiction and Recognition of Judgments	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWREJU	LAWREJU	fre
2-8027-5198-0		Compétence judiciaire et reconnaissance des décisions	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWREGEX	LAWREGEX	fre
2-8027-5062-3		La négociation commerciale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWNEGCOM	LAWNEGCOM	fre
2-8027-4982-X		Global Competition Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWGLOCOM	LAWGLOCOM	fre
2-8027-4981-1		French Distribution Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWFREDIS	LAWFREDIS	fre
2-8027-4979-X		French Competition Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWFRECOM	LAWFRECOM	fre
2-8027-4977-3		European Distribution Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWEURDIS	LAWEURDIS	fre
2-8027-5429-7		Droit de la distribution sélective	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWDISE	LAWDISE	fre
2-8027-5428-9		Droit de la distribution exclusive	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWDIEX	LAWDIEX	fre
2-8027-5430-0		Droit de la distribution automobile	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWDIAU	LAWDIAU	fre
2-8027-5412-2		Le déséquilibre significatif	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWDESI	LAWDESI	fre
2-8027-5421-1		La convention unique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWCOUN	LAWCOUN	fre
2-8027-4967-6		Code de la concurrence	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWCOCUR	LAWCOCUR	fre
2-8027-5559-5		Antidumping	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWAN	LAWAN	fre
2-8044-5238-7		Code of International Criminal Law and Procedure, annotated	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/KLDUISTRAIN	KLDUISTRAIN	fre
2-8027-3446-6		Le juge de l'Union européenne, juge administratif	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JUUEJUADMB	JUUEJUADMB	fre
2-8027-4355-4		La justice transitionnelle en droit international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JUTRDRIN	JUTRDRIN	fre
2-8027-3571-3		Justice et solidarité	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JUSSOLMB	JUSSOLMB	fre
2-8027-3562-4		La justiciabilité des droits sociaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JUSDROSOC	JUSDROSOC	fre
2-8027-5484-X		Les juges : décideurs politiques ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JUDEPO	JUDEPO	fre
2-8027-3569-1		Le rôle du juge dans le contentieux international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JUCOINMB	JUCOINMB	fre
2-8027-4525-5		Juristes sans frontières ? / Juristen zonder grenzen?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JAARBE13	JAARBE13	fre
2-8044-5405-3		La définition de l'investissement international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INVINT	INVINT	fre
2-8044-5009-0		De l'innovation à l'utilisation des nanomatériaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INUTNA	INUTNA	fre
2-8027-3347-8		Les innovations du traité de Lisbonne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INTRLIMB	INTRLIMB	fre
2-39013-078-X		Organisations européennes	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INSTEUR	INSTEUR	fre
2-8027-4361-9		Insularité et sécurité	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INSSEC	INSSEC	fre
2-8027-3351-6		International insolvency convention	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ININCOMB	ININCOMB	fre
2-8044-4534-8		Les obligations d'information des sociétés cotées en droit de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INFOSOCO	INFOSOCO	fre
2-8044-7351-1		L'intégration économique au service du développement durable	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INECODEDU	INECODEDU	fre
2-8027-5324-X		L'invocabilité des accords internationaux devant la CJUE et le Conseil d'État français	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INACIN	INACIN	fre
2-8027-2994-2		Immunités et violations graves des droits humains	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IMVIDRHUMB	IMVIDRHUMB	fre
2-8027-5660-5		L'immeuble et la responsabilité	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IMMRES	IMMRES	fre
2-8027-3417-2		L'immigration légale : aspects de droits européens	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IMMLEGMB	IMMLEGMB	fre
2-8044-4888-6		Les immunités des États et des organisations internationales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IMETORIN	IMETORIN	fre
2-8044-8798-9	2-8044-8839-X	IMPOT CONFISCATOIRE. NOTION ET JURISPRUDENCE (L')	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IMCO	IMCO	eng
2-8044-8332-0		L'impression 3D	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IM3D	IM3D	fre
2-8044-8741-5		L'identification électronique et les services de confiance depuis le règlement eIDAS	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IDEL	IDEL	fre
2-8027-4363-5		L'identité du droit de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IDEDROUE	IDEDROUE	fre
2-8027-3085-1		Identité, citoyenneté et démocratie : 20 ans après / Identities, Citizenship and Democracy : 20 years after	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IDCIDEMB	IDCIDEMB	fre
2-8027-5402-5		Human Rights as a Basis for reevaluating and reconstructing the law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/HURI	HURI	fre
2-8027-3435-0		La hiérarchie des droits et libertés dans la jurisprudence de la Cour européenne des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/HIDRLIJUMB	HIDRLIJUMB	fre
2-8027-3708-2		Harmonisation of European IP Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/HARMONEU	HARMONEU	fre
2-8044-9483-7		Good practice in civil judicial expertise in the European Union / Les bonnes pratiques de l’expertise judiciaire civile dans l’Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GUEXJUCI	GUEXJUCI	fre
2-8027-3054-1		La diplomatie de l'universel : la guerre froide, les États-Unis et la genèse de la Déclaration universelle des droits de l'Homme, 1945-1948	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GUEFROMB	GUEFROMB	fre
2-8027-3418-0		Gouvernance et participation	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GOUPARMB	GOUPARMB	fre
2-8027-5358-4		Good local governance	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GOLOGO	GOLOGO	fre
2-8027-3672-8		La gouvernance économique de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GOECUEMB	GOECUEMB	fre
2-8044-4569-0		Quand Google défie le droit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GODEDRO	GODEDRO	fre
2-8027-3540-3		Génocide, crimes contre l'humanité et crimes de guerre face à la justice	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GECRIHUMB	GECRIHUMB	fre
2-8027-2993-4		Individual Guarentees in the european judicial area in criminal matters / Garanties individuelles dans l'espace judiciaire européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GARINDMB	GARINDMB	fre
2-8044-3839-2		Fusions transfrontalières de sociétés	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FUTRASOC	FUTRASOC	fre
2-8027-5204-9		Les futurs du droit de l'environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FUDREN	FUDREN	fre
2-8044-4529-1		Franchise internationale et alliances stratégiques	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FRINALST	FRINALST	fre
2-8044-4797-9		Origins of the transatlantic policy of Democratic Republic of Congo	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FOTRADRC	FOTRADRC	fre
2-8027-3348-6		Forum Shopping et concurrence des procédures contentieuses internationales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FORSHOMB	FORSHOMB	fre
2-87974-846-1	2-87974-974-3	FONDS ISLAMIQUE EN EUROPE (LES) : PROMOCUTURE	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FOISEU	FOISEU	eng
2-8027-5125-5		La socialisation de la réparation : Fonds d'indemnisation et assurances	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FOINAS	FOINAS	fre
2-8027-3044-4		La fonction de l'avocat général près la Cour de justice	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FOAVGENMB	FOAVGENMB	fre
2-8027-4628-6		Fonction de l'autonomie personnelle et protection des droits de la personne humaine dans les jurisprudences constitutionnelles et européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FOAUPE	FOAUPE	fre
2-8027-5373-8		Fiscalité opérationnelle	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FISOP	FISOP	fre
2-8027-5552-8		Le financement public des cultes et des organisations philosophiques non confessionnelles	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FINPU	FINPU	fre
2-8027-3089-4		External Dimensions of European Migration and Asylum Law and Policy / Dimensions Externes du Droit et de la Politique d'Immigration et d'Asile de l'UE	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EXDIASMINMB	EXDIASMINMB	fre
2-8027-3563-2		Expressions culturelles et Identités européennes / Cultural Expressions and European Identities	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EXCUIDEUMB	EXCUIDEUMB	fre
2-8027-3720-1		Un exemple d'association à la Communauté européenne : le cas de la Turquie	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EXACOEUMB	EXACOEUMB	fre
2-8027-3546-2		Les évolutions de la protection juridictionnelle des fonctionnaires internationaux et européens	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EVPROJUFO	EVPROJUFO	fre
2-8044-7589-1		L'évolution de la lutte contre les paradis fiscaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EVLUFISIN	EVLUFISIN	fre
2-8027-3642-6		Droit de l'environnement, droit durable	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EVDRENMB	EVDRENMB	fre
2-8044-3958-5		L'Union européenne et la lutte contre le terrorisme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUTERRO	EUTERRO	fre
2-8027-3678-7		Europa recht - European Law - Droit européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUROPARECHT	EUROPARECHT	fre
2-8044-8995-7		Droit européen de l'environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EURENV	EURENV	fre
2-8027-3790-2		L'européanisation	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EURACROISI	EURACROISI	fre
2-8044-4566-6		European Union and the Economic Crisis	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUNECOCRI	EUNECOCRI	fre
2-8027-3602-7		European Migration and Asylum Policies: Coherence or Contradiction	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUMIASPOL	EUMIASPOL	fre
2-8027-5172-7	2-8027-5179-4	EUROPE DU DROIT FACE AUX ENTREPRISES PLANETAIRES (L')	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUDRO	EUDRO	eng
2-8027-3502-0		Europe - A Continent of Immigration? Legal Challenges in the Construction of European Migration Policy / Europe : Un continent d'immigration ? Défis juridiques dans la construction de la Politique européenne de migration	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUCOIMMB	EUCOIMMB	fre
2-8027-5153-0		European Case Law on infringements of intellectual property rights	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUCALA	EUCALA	fre
2-8027-3580-2		États et sécurité internationale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ETSECINT	ETSECINT	fre
2-8044-9562-0		L'esprit des droits	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ESPDRO	ESPDRO	fre
2-8027-4699-5		L'espace ferroviaire unique européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ESFEUNEU	ESFEUNEU	fre
2-8044-5166-6		Equité et environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EQUENV	EQUENV	fre
2-39013-002-X		Droit de l'environnement de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENVIROUE	ENVIROUE	fre
2-8027-4136-5	2-8027-4207-8	ENVIRONNEMENT ET LA CONVENTION EUROPEENNE DES DROITS DE L'HOMME (L')	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENVIRCEDH	ENVIRCEDH	eng
2-8044-4582-8		Entrer en négociation	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENTNEG	ENTNEG	fre
2-8044-7173-X		L'enseignement clinique du droit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENSCLI	ENSCLI	fre
2-8027-3584-5		L'énergie diplomate	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENERGIDIP	ENERGIDIP	fre
2-8027-3478-4		L'entrave dans le droit du marché intérieur	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENDREUMB	ENDREUMB	fre
2-8027-2913-6		Emile Noël, premier secrétaire général de la Commission européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EMNOPRSEMB	EMNOPRSEMB	fre
2-8044-4987-4		L'embargo en droit du commerce international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EMCOIN	EMCOIN	fre
2-8044-6760-0		L'e-gouvernement et la protection de la vie privée	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EGOUV	EGOUV	fre
2-8027-3544-6		L'efficacité de la norme juridique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EFNORJU	EFNORJU	fre
2-8027-5000-3		Des écocrimes à l'écocide	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ECOECO	ECOECO	fre
2-8044-5340-5		Les nouvelles échelles du droit commun	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ECHDROCOM	ECHDROCOM	fre
2-8027-3704-X		Eau et sociétés	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EAUSOCMB	EAUSOCMB	fre
2-8027-3431-8		L'eau et la guerre	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EAUGUEMB	EAUGUEMB	fre
2-8044-7332-5		Le dumping social dans l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DUSOUE	DUSOUE	fre
2-8044-4941-6		Droit d'utilisation des œuvres	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRUTOEU	DRUTOEU	fre
2-8027-3483-0		Droit social de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROSOUNMB	DROSOUNMB	fre
2-8044-4904-1		Quel droit social dans une Europe en crise ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROSOETEU	DROSOETEU	fre
2-8044-4696-4		Droit du travail européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROSOCEU	DROSOCEU	fre
2-8027-5346-0		Droits et souveraineté numérique en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROSOAGIN	DROSOAGIN	fre
2-39013-045-3		Droit de la sécurité internationale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROSEINT	DROSEINT	fre
2-8027-3609-4		La loi du pays d'origine en droit de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROPRIEURO	DROPRIEURO	fre
2-8044-5185-2		Droit et politique de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROPOUE	DROPOUE	fre
2-39013-055-0		Les fondements du droit pénal de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROPENAUE	DROPENAUE	fre
2-8044-5178-X		Droit de l'OMC, droit de l'Union européenne et fiscalité directe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROMCDROCOM	DROMCDROCOM	fre
2-8044-6069-X		Droit international de l'environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROINTENV	DROINTENV	fre
2-8044-7943-9	2-8044-9486-1	Europe(s) : Droit bancaire et financier européen : Tome 1 - Cadre général - Les établissements de crédit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROFIN	DROFIN	eng
2-8027-4885-8		Droit européen et protection de la santé	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROEURPROSA	DROEURPROSA	fre
2-8044-9074-2		Actualités de la protection juridictionnelle dans et par l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROEURO	DROEURO	fre
2-8027-3608-6		Droit(s) européen(s) à un procès équitable	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROEUPROCE	DROEUPROCE	fre
2-8044-2772-2		Droit des étrangers	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROETR	DROETR	fre
2-8027-4711-8	2-8027-5335-5	TRAITE DE DROIT DE L'ENVIRONNEMENT DE L'UNION EUROPEENNE, 3EME ED	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROENVUEMB	DROENVUEMB	eng
2-39013-071-2		Droit des discriminations dans l'emploi et le travail	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRODI	DRODI	fre
2-8044-3928-3		Les droits de l'homme et l'efficacité de la justice	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRODELO	DRODELO	fre
2-8044-8334-7		Les droits du contractant vulnérable	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROCOVU	DROCOVU	fre
2-8027-3591-8		Droit de la concurrence et droits de propriété intellectuelle	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROCONPROINT	DROCONPROINT	fre
