publication_title	online_identifier	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Claeys - Encyclopedia of Modern Political Thought (set)	9781452234168	http://knowledge.sagepub.com/view/encyclopedia-of-modern-political-thought/SAGE.xml	Claeys	encyclopedia-of-modern-political-thought				CQ Press	Monograph	22/08/2013	5/11/2013						F
O'Reilly - Encyclopedia of Motherhood	9781412979276	http://knowledge.sagepub.com/view/motherhood/SAGE.xml		motherhood				"SAGE Publications, Inc"	Monograph	6/04/2010	25/05/2010			O'Reilly			F
Jackson - Encyclopedia of Multicultural Psychology	9781412952668	http://knowledge.sagepub.com/view/multiculturalpsychology/SAGE.xml		multiculturalpsychology				"SAGE Publications, Inc"	Monograph	18/08/2006	15/09/2007			Jackson			F
Hickey - Encyclopedia of Murder and Violent Crime	9781412950619	http://knowledge.sagepub.com/view/violentcrime/SAGE.xml		violentcrime				"SAGE Publications, Inc"	Monograph	22/07/2003	15/09/2007			Hickey			F
Guston - Encyclopedia of Nanoscience and Society	9781412972093	http://knowledge.sagepub.com/view/nanoscience/SAGE.xml		nanoscience				"SAGE Publications, Inc"	Monograph	14/07/2010	20/08/2010			Guston			F
Jones - Encyclopedia of New Media: An Essential Reference to Communication and Technology	9781412950657	http://knowledge.sagepub.com/view/newmedia/SAGE.xml		newmedia				"SAGE Publications, Inc"	Monograph	10/12/2002	15/09/2007			Jones			F
Marvel - Encyclopedia of New Venture Management	9781452218571	http://knowledge.sagepub.com/view/newventuremgmt/SAGE.xml		newventuremgmt				"SAGE Publications, Inc"	Monograph	1/05/2012	1/05/2012			Marvel			F
Keller - Encyclopedia of Obesity	9781412963862	http://knowledge.sagepub.com/view/obesity/SAGE.xml		obesity				"SAGE Publications, Inc"	Monograph	24/01/2008	21/04/2008			Keller			F
Goldstein - Encyclopedia of Perception	9781412972000	http://knowledge.sagepub.com/view/perception/SAGE.xml		perception				"SAGE Publications, Inc"	Monograph	15/09/2009	16/12/2009			Goldstein			F
Kaldis - Encyclopedia of Philosophy and the Social Sciences	9781452276052	http://knowledge.sagepub.com/view/encyclopedia-of-philosophy-and-the-social-sciences/SAGE.xml		encyclopedia-of-philosophy-and-the-social-sciences				"SAGE Publications, Inc"	Monograph	7/03/2013	29/05/2013			Kaldis			F
Carlisle - Encyclopedia of Play in Today's Society	9781412971935	http://knowledge.sagepub.com/view/play/SAGE.xml		play				"SAGE Publications, Inc"	Monograph	2/04/2009	18/05/2009			Carlisle			F
Kaid - Encyclopedia of Political Communication	9781412953993	http://knowledge.sagepub.com/view/politicalcommunication/SAGE.xml		politicalcommunication				"SAGE Publications, Inc"	Monograph	21/12/2007	21/04/2008			Kaid			F
Bevir - Encyclopedia of Political Theory	9781412958660	http://knowledge.sagepub.com/view/politicaltheory/SAGE.xml		politicaltheory				"SAGE Publications, Inc"	Monograph	18/03/2010	6/05/2010			Bevir			F
Wuthnow - Encyclopedia of Politics and Religion SET (Second Edition)	9781483300535	http://knowledge.sagepub.com/view/encyclopedia-of-politics-and-religion/SAGE.xml		encyclopedia-of-politics-and-religion				CQ Press	Monograph	1/12/2006	22/10/2013		Second Edition	Wuthnow			F
Danver - Encyclopedia of Politics of the American West	9781452276076	http://knowledge.sagepub.com/view/encyclopedia-of-politics-of-the-american-west/SAGE.xml		encyclopedia-of-politics-of-the-american-west				CQ Press	Monograph	25/04/2013	21/05/2013			Danver			F
Carlisle - Encyclopedia of Politics: The Left and the Right	9781412952408	http://knowledge.sagepub.com/view/politics/SAGE.xml		politics				"SAGE Publications, Inc"	Monograph	17/03/2005	15/09/2007			Carlisle			F
Dowding - Encyclopedia of Power	9781412994088	http://knowledge.sagepub.com/view/power/SAGE.xml		power				"SAGE Publications, Inc"	Monograph	1/02/2011	7/04/2011			Dowding			F
Bosworth - Encyclopedia of Prisons and Correctional Facilities	9781412952514	http://knowledge.sagepub.com/view/prisons/SAGE.xml		prisons				"SAGE Publications, Inc"	Monograph	15/12/2004	15/09/2007			Bosworth			F
Fernandez-Ballesteros - Encyclopedia of Psychological Assessment (Two-Volume Set)	9780857025753	http://knowledge.sagepub.com/view/psychassessment/SAGE.xml		psychassessment				SAGE Publications Ltd	Monograph	20/12/2002	15/09/2007		Two-Volume Set	Fernandez-Ballesteros			F
Cutler - Encyclopedia of Psychology and Law	9781412959537	http://knowledge.sagepub.com/view/psychologylaw/SAGE.xml		psychologylaw				"SAGE Publications, Inc"	Monograph	21/12/2007	21/04/2008			Cutler			F
Heath - Encyclopedia of Public Relations	9781412952545	http://knowledge.sagepub.com/view/publicrelations/SAGE.xml		publicrelations				"SAGE Publications, Inc"	Monograph	12/10/2004	15/09/2007			Heath			F
Heath - Encyclopedia of Public Relations (Second Edition)	9781452276236	http://knowledge.sagepub.com/view/encyclopedia-of-public-relations-2e/SAGE.xml		encyclopedia-of-public-relations-2e				"SAGE Publications, Inc"	Monograph	20/08/2013	30/10/2013		Second Edition	Heath			F
Greene - Encyclopedia of Race and Crime	9781412971928	http://knowledge.sagepub.com/view/raceandcrime/SAGE.xml		raceandcrime				"SAGE Publications, Inc"	Monograph	14/04/2009	2/06/2009			Greene			F
"Schaefer - Encyclopedia of Race, Ethnicity, and Society"	9781412963879	http://knowledge.sagepub.com/view/ethnicity/SAGE.xml		ethnicity				"SAGE Publications, Inc"	Monograph	20/03/2008	25/04/2008			Schaefer			F
Lippy - Encyclopedia of Religion in America	9781608712427	http://knowledge.sagepub.com/view/encyclopedia-of-religion-in-america/SAGE.xml		encyclopedia-of-religion-in-america				CQ Press	Monograph	19/05/2010	22/10/2013			Lippy			F
Dowling - Encyclopedia of Religious and Spiritual Development	9781412952477	http://knowledge.sagepub.com/view/religion/SAGE.xml		religion				"SAGE Publications, Inc"	Monograph	2/11/2005	15/09/2007			Dowling			F
Salkind - Encyclopedia of Research Design	9781412961288	http://knowledge.sagepub.com/view/researchdesign/SAGE.xml		researchdesign				"SAGE Publications, Inc"	Monograph	22/06/2010	3/08/2010			Salkind			F
Wiley - Encyclopedia of School Health	9781452276250	http://knowledge.sagepub.com/view/encyclopedia-of-school-health/SAGE.xml		encyclopedia-of-school-health				"SAGE Publications, Inc"	Monograph	23/08/2013	5/11/2013			Wiley			F
Lee - Encyclopedia of School Psychology	9781412952491	http://knowledge.sagepub.com/view/schoolpsychology/SAGE.xml		schoolpsychology				"SAGE Publications, Inc"	Monograph	27/04/2005	15/09/2007			Lee			F
Priest - Encyclopedia of Science and Technology Communication	9781412959216	http://knowledge.sagepub.com/view/scienceandtechnology/SAGE.xml		scienceandtechnology				"SAGE Publications, Inc"	Monograph	14/07/2010	17/08/2010			Priest			F
Maddex - Encyclopedia of Sexual Behavior and the Law	9781452240107	http://knowledge.sagepub.com/view/encyclopedia-of-sexual-behavior-and-the-law/SAGE.xml	Maddex	encyclopedia-of-sexual-behavior-and-the-law				CQ Press	Monograph	20/09/2006	31/12/2012						F
Forsyth - Encyclopedia of Social Deviance	9781483340470	http://knowledge.sagepub.com/view/encyclopedia-of-social-deviance/SAGE.xml		encyclopedia-of-social-deviance				"SAGE Publications, Inc"	Monograph	21/01/2014	11/03/2014			Forsyth			F
Harvey - Encyclopedia of Social Media and Politics	9781452244723	http://knowledge.sagepub.com/view/encyclopedia-of-social-media-and-politics/SAGE.xml		encyclopedia-of-social-media-and-politics				"SAGE Publications, Inc"	Monograph	20/12/2013	3/03/2014			Harvey			F
Downing - Encyclopedia of Social Movement Media	9781412979313	http://knowledge.sagepub.com/view/socialmovement/SAGE.xml		socialmovement				"SAGE Publications, Inc"	Monograph	28/10/2010	1/12/2010			Downing			F
Barnett - Encyclopedia of Social Networks	9781412994170	http://knowledge.sagepub.com/view/socialnetworks/SAGE.xml		socialnetworks				"SAGE Publications, Inc"	Monograph	7/09/2011	22/09/2011			Barnett			F
Parrillo - Encyclopedia of Social Problems	9781412963930	http://knowledge.sagepub.com/view/socialproblems/SAGE.xml		socialproblems				"SAGE Publications, Inc"	Monograph	22/05/2008	28/05/2008			Parrillo			F
Baumeister - Encyclopedia of Social Psychology	9781412956253	http://knowledge.sagepub.com/view/socialpsychology/SAGE.xml		socialpsychology				"SAGE Publications, Inc"	Monograph	29/08/2007	3/10/2007			Baumeister			F
Ritzer - Encyclopedia of Social Theory	9781412952552	http://knowledge.sagepub.com/view/socialtheory/SAGE.xml		socialtheory				"SAGE Publications, Inc"	Monograph	19/08/2004	15/09/2007			Ritzer			F
Herrick - Encyclopedia of Social Welfare History in North America	9781412952521	http://knowledge.sagepub.com/view/socialwelfarehistory/SAGE.xml		socialwelfarehistory				"SAGE Publications, Inc"	Monograph	15/12/2004	15/09/2007			Herrick			F
Eklund - Encyclopedia of Sport and Exercise Psychology	9781483332222	http://knowledge.sagepub.com/view/encyclopedia-of-sport-and-exercise-psychology/SAGE.xml		encyclopedia-of-sport-and-exercise-psychology				"SAGE Publications, Inc"	Monograph	21/01/2014	11/03/2014			Eklund			F
Swayne - Encyclopedia of Sports Management and Marketing	9781412994156	http://knowledge.sagepub.com/view/sportsmagementmarketing/SAGE.xml		sportsmagementmarketing				"SAGE Publications, Inc"	Monograph	8/08/2011	25/08/2011			Swayne			F
"Micheli, M.D. - Encyclopedia of Sports Medicine"	9781412961165	http://knowledge.sagepub.com/view/sportsmedicine/SAGE.xml		sportsmedicine				"SAGE Publications, Inc"	Monograph	17/11/2010	31/12/2010			"Micheli, M.D."			F
Svendsen - Encyclopedia of Stem Cell Research	9781412963954	http://knowledge.sagepub.com/view/stemcell/SAGE.xml		stemcell				"SAGE Publications, Inc"	Monograph	12/08/2008	15/09/2008			Svendsen			F
Ross - Encyclopedia of Street Crime in America	9781452274461	http://knowledge.sagepub.com/view/encyclopedia-of-street-crime-in-america/SAGE.xml		encyclopedia-of-street-crime-in-america				"SAGE Publications, Inc"	Monograph	1/03/2013	10/04/2013			Ross			F
"Fisher - Encyclopedia of Substance Abuse Prevention, Treatment, and Recovery"	9781412964500	http://knowledge.sagepub.com/view/substance/SAGE.xml		substance				"SAGE Publications, Inc"	Monograph	11/11/2008	30/12/2008			Fisher			F
Lavrakas - Encyclopedia of Survey Research Methods	9781412963947	http://knowledge.sagepub.com/view/survey/SAGE.xml	Lavrakas	survey				"SAGE Publications, Inc"	Monograph	12/09/2008	15/09/2008						F
Kushner - Encyclopedia of Terrorism	9781412952590	http://knowledge.sagepub.com/view/terrorism/SAGE.xml	Kushner	terrorism				"SAGE Publications, Inc"	Monograph	4/12/2002	15/09/2007						F
Vile - Encyclopedia of the First Amendment	9781604265774	http://knowledge.sagepub.com/view/encyclopedia-of-the-first-amendment/SAGE.xml	Vile	encyclopedia-of-the-first-amendment				CQ Press	Monograph	26/09/2008	22/10/2013						F
Vile - Encyclopedia of the Fourth Amendment	9781452234243	http://knowledge.sagepub.com/view/encyclopedia-of-the-fourth-amendment/SAGE.xml		encyclopedia-of-the-fourth-amendment				CQ Press	Monograph	18/12/2012	20/03/2013			Vile			F
Pashler - Encyclopedia of the Mind	9781452257044	http://knowledge.sagepub.com/view/encyclopedia-of-the-mind/SAGE.xml		encyclopedia-of-the-mind				"SAGE Publications, Inc"	Monograph	10/12/2012	1/03/2013			Pashler			F
Provenzo - Encyclopedia of the Social and Cultural Foundations of Education	9781412963992	http://knowledge.sagepub.com/view/foundations/SAGE.xml		foundations				"SAGE Publications, Inc"	Monograph	29/10/2008	16/12/2008			Provenzo			F
Anderson - Encyclopedia of the U.S. Census: From the Constitution to the American Community Survey (2nd Edition)	9781452225272	http://knowledge.sagepub.com/view/encyclopedia-of-the-us-census/SAGE.xml		encyclopedia-of-the-us-census				CQ Press	Monograph	17/10/2011	22/10/2013		2nd Edition	Anderson			F
"Birx - Encyclopedia of Time: Science, Philosophy, Theology, & Culture"	9781412963961	http://knowledge.sagepub.com/view/time/SAGE.xml		time				"SAGE Publications, Inc"	Monograph	7/01/2009	20/01/2009			Birx			F
Beare - Encyclopedia of Transnational Crime and Justice	9781452218588	http://knowledge.sagepub.com/view/transntlcrime-justice/SAGE.xml		transntlcrime-justice				"SAGE Publications, Inc"	Monograph	24/04/2012	24/04/2012			Beare			F
Garrett - Encyclopedia of Transportation: Social Science and Policy	9781483346526	http://knowledge.sagepub.com/view/encyclopedia-of-transportation/SAGE.xml		encyclopedia-of-transportation				"SAGE Publications, Inc"	Monograph	13/08/2014	10/09/2014			Garrett			F
Figley - Encyclopedia of Trauma: An Interdisciplinary Guide	9781452218595	http://knowledge.sagepub.com/view/trauma/SAGE.xml		trauma				"SAGE Publications, Inc"	Monograph	19/06/2012	19/06/2012			Figley			F
Leonard - Encyclopedia of U.S. - Latin American Relations	9781608717613	http://knowledge.sagepub.com/view/encyclopedia-of-us-latin-american-relations/SAGE.xml	Leonard	encyclopedia-of-us-latin-american-relations				CQ Press	Monograph	30/01/2012	22/10/2013						F
"Warren - Encyclopedia of U.S. Campaigns, Elections, and Electoral Behavior"	9781412963886	http://knowledge.sagepub.com/view/campaigns/SAGE.xml		campaigns				"SAGE Publications, Inc"	Monograph	4/04/2008	25/04/2008			Warren			F
Robertson - Encyclopedia of U.S. Political History	9781608712380	http://knowledge.sagepub.com/view/encyclopedia-of-us-political-history/SAGE.xml	Robertson	encyclopedia-of-us-political-history				CQ Press	Monograph	1/04/2010	23/12/2013						F
Garrison - Encyclopedia of United States Indian Policy and Law SET	9781604265767	http://knowledge.sagepub.com/view/encyclopedia-of-united-states-indian-policy-and-law/SAGE.xml		encyclopedia-of-united-states-indian-policy-and-law				CQ Press	Monograph	19/12/2008	22/10/2013			Garrison			F
Samuels - Encyclopedia of United States National Security	9781412952446	http://knowledge.sagepub.com/view/nationalsecurity/SAGE.xml		nationalsecurity				"SAGE Publications, Inc"	Monograph	21/12/2005	15/09/2007			Samuels			F
Hutchison - Encyclopedia of Urban Studies	9781412971973	http://knowledge.sagepub.com/view/urbanstudies/SAGE.xml		urbanstudies				"SAGE Publications, Inc"	Monograph	15/09/2009	16/12/2009			Hutchison			F
Fisher - Encyclopedia of Victimology and Crime Prevention	9781412979993	http://knowledge.sagepub.com/view/victimologyandcrime/SAGE.xml		victimologyandcrime				"SAGE Publications, Inc"	Monograph	2/02/2010	23/03/2010			Fisher			F
Karsten - Encyclopedia of War and American Society	9781412952460	http://knowledge.sagepub.com/view/war/SAGE.xml		war				"SAGE Publications, Inc"	Monograph	18/11/2005	15/09/2007			Karsten			F
Danver - Encyclopedia of Water Politics and Policy in the United States	9781608717606	http://knowledge.sagepub.com/view/encyclopedia-of-water-politics-and-policy-in-the-united-states/SAGE.xml		encyclopedia-of-water-politics-and-policy-in-the-united-states				CQ Press	Monograph	16/05/2011	17/01/2014			Danver			F
Salinger - Encyclopedia of White-Collar & Corporate Crime	9781412914260	http://knowledge.sagepub.com/view/corporatecrime/SAGE.xml		corporatecrime				"SAGE Publications, Inc"	Monograph	3/08/2004	15/09/2007			Salinger			F
Salinger - Encyclopedia of White-Collar and Corporate Crime (Second Edition)	9781452276175	http://knowledge.sagepub.com/view/encyclopedia-of-white-collar-and-corporate-crime-2e/SAGE.xml		encyclopedia-of-white-collar-and-corporate-crime-2e				"SAGE Publications, Inc"	Monograph	14/06/2013	30/07/2013		Second Edition	Salinger			F
Morris Bakken - Encyclopedia of Women in the American West	9781412950626	http://knowledge.sagepub.com/view/womenwest/SAGE.xml		womenwest				"SAGE Publications, Inc"	Monograph	26/06/2003	15/09/2007			Morris Bakken			F
Odekon - Encyclopedia of World Poverty	9781412939607	http://knowledge.sagepub.com/view/worldpoverty/SAGE.xml		worldpoverty				"SAGE Publications, Inc"	Monograph	16/05/2006	15/09/2007			Odekon			F
Peled - Ending the Cycle of Violence: Community Responses to Children of Battered Women	9781483326894	http://knowledge.sagepub.com/view/ending-the-cycle-of-violence/SAGE.xml		ending-the-cycle-of-violence				"SAGE Publications, Inc"	Monograph	16/09/1994	20/12/2013			Peled			F
Reddy - Energy Efficiency and Climate Change: Conserving Power for a Sustainable Future	9788132108139	http://knowledge.sagepub.com/view/energy-efficiency-and-climate-change/SAGE.xml	Reddy	energy-efficiency-and-climate-change				SAGE India	Monograph	20/10/2009	19/06/2012						F
Sen - Enforcing Police Accountability through Civilian Oversight	9788132112310	http://knowledge.sagepub.com/view/enforcing-police-accountability-through-civilian-oversight/SAGE.xml	Sen	enforcing-police-accountability-through-civilian-oversight				SAGE India	Monograph	1/06/2010	20/12/2013						F
Littlejohn - Engaging Communication in Conflict: Systemic Practice	9781452225654	http://knowledge.sagepub.com/view/engaging-communication-in-conflict/SAGE.xml	Littlejohn	engaging-communication-in-conflict				"SAGE Publications, Inc"	Monograph	30/08/2000	19/06/2012						F
Blankstein - Engaging EVERY Learner	9781483329383	http://knowledge.sagepub.com/view/engaging-every-learner/SAGE.xml	Blankstein	engaging-every-learner				Corwin	Monograph	7/12/2006	20/12/2013	1					F
May - Engaging Organizational Communication Theory and Research: Multiple Perspectives	9781452204536	http://knowledge.sagepub.com/view/engaging-organizational-communication-theory-and-research/SAGE.xml		engaging-organizational-communication-theory-and-research				"SAGE Publications, Inc"	Monograph	5/10/2004	19/06/2012			May			F
Braithwaite - Engaging Theories in Family Communication: Multiple Perspectives	9781452204420	http://knowledge.sagepub.com/view/engaging-theories-in-family-communication/SAGE.xml		engaging-theories-in-family-communication				"SAGE Publications, Inc"	Monograph	26/08/2005	19/06/2012			Braithwaite			F
Baxter - Engaging Theories in Interpersonal Communication: Multiple Perspectives	9781483329529	http://knowledge.sagepub.com/view/engaging-theories-in-interpersonal-communication/SAGE.xml		engaging-theories-in-interpersonal-communication				"SAGE Publications, Inc"	Monograph	7/03/2008	20/12/2013			Baxter			F
Patrick - Engaging Young Children With Informational Books	9781452284903	http://knowledge.sagepub.com/view/engaging-young-children-with-informational-books/SAGE.xml		engaging-young-children-with-informational-books				Corwin	Monograph	10/10/2013	24/12/2014			Patrick			F
Dutt - Engendering Performance: Indian Women Performers in Search of an Identity	9788132112204	http://knowledge.sagepub.com/view/engendering-performance/SAGE.xml	Dutt	engendering-performance				SAGE India	Monograph	12/08/2010	20/12/2013						F
Rosenthal - Engines of Democracy: Politics and Policymaking in State Legislatures	9781483330808	http://knowledge.sagepub.com/view/engines-of-democracy/SAGE.xml	Rosenthal	engines-of-democracy				CQ Press	Monograph	7/10/2008	20/12/2013						F
Leung - English as an Additional Language: Approaches to Teaching Linguistic Minority Students	9781446251454	http://knowledge.sagepub.com/view/english-as-an-additional-language/SAGE.xml		english-as-an-additional-language				SAGE Publications Ltd	Monograph	17/02/2010	19/06/2012			Leung			F
Dean - English for Gifted and Talented Students: 11-18 Years	9781446214879	http://knowledge.sagepub.com/view/english-for-gifted-and-talented-students-11-18/SAGE.xml	Dean	english-for-gifted-and-talented-students-11-18				SAGE Publications Ltd	Monograph	11/04/2008	19/06/2012						F
"Collins - Enhancing Circle Time for the Very Young: For Nursery, Reception and Key Stage 1 Children"	9781446212844	http://knowledge.sagepub.com/view/enhancing-circle-time-for-the-very-young/SAGE.xml	Collins	enhancing-circle-time-for-the-very-young				SAGE Publications Ltd	Monograph	1/10/2003	19/06/2012						F
Lawrence - Enhancing Self-esteem in the Classroom (Third Edition)	9781446213513	http://knowledge.sagepub.com/view/enhancing-self-esteem-in-the-classroom-3e/SAGE.xml	Lawrence	enhancing-self-esteem-in-the-classroom-3e				SAGE Publications Ltd	Monograph	1/03/2006	19/06/2012		Third Edition			8609	F
Knowles - Ensuring Every Child Matters: A Critical Approach	9781446288672	http://knowledge.sagepub.com/view/ensuring-every-child-matters/SAGE.xml	Knowles	ensuring-every-child-matters				SAGE Publications Ltd	Monograph	22/04/2009	26/12/2013						F
Bhargava - Entrepreneurial Management	9788132113058	http://knowledge.sagepub.com/view/entrepreneurial-management/SAGE.xml		entrepreneurial-management				SAGE India	Monograph	10/01/2008	20/12/2013			Bhargava			F
Chaston - Entrepreneurial Management in Small Firms	9781446211380	http://knowledge.sagepub.com/view/entrepreneurial-management-in-small-firms/SAGE.xml	Chaston	entrepreneurial-management-in-small-firms				SAGE Publications Ltd	Monograph	3/11/2009	19/06/2012						F
Meyer - Entrepreneurship as Strategy: Competing on the Entrepreneurial Edge	9781452231280	http://knowledge.sagepub.com/view/entrepreneurship-as-strategy/SAGE.xml	Meyer	entrepreneurship-as-strategy				"SAGE Publications, Inc"	Monograph	26/04/2000	19/06/2012						F
Mellor - Entrepreneurship for Everyone: A Student Textbook	9781446216491	http://knowledge.sagepub.com/view/entrepreneurship-for-everyone/SAGE.xml	Mellor	entrepreneurship-for-everyone				SAGE Publications Ltd	Monograph	11/11/2008	19/06/2012						F
Birkinshaw - Entrepreneurship in the Global Firm: Enterprise and Renewal	9781446218105	http://knowledge.sagepub.com/view/entrepreneurship-in-the-global-firm/SAGE.xml	Birkinshaw	entrepreneurship-in-the-global-firm				SAGE Publications Ltd	Monograph	14/04/2000	19/06/2012						F
"Gundry - Entrepreneurship Strategy: Changing Patterns in New Venture Creation, Growth, and Reinvention"	9781452226019	http://knowledge.sagepub.com/view/entrepreneurship-strategy/SAGE.xml	Gundry	entrepreneurship-strategy				"SAGE Publications, Inc"	Monograph	14/08/2006	19/06/2012						F
Spaargaren - Environment and Global Modernity	9781446220139	http://knowledge.sagepub.com/view/environment-and-global-modernity/SAGE.xml		environment-and-global-modernity				SAGE Publications Ltd	Monograph	2/06/2000	19/06/2012			Spaargaren			F
Rothenberg - Environmental Choices: Policy Responses to Green Demands 	9781483345208	http://knowledge.sagepub.com/view/environmental-choices-policy-responses-to-green-demands/SAGE.xml	Rothenberg	environmental-choices-policy-responses-to-green-demands				CQ Press	Monograph	1/02/2002	20/12/2013						F
Situ-Liu - Environmental Crime: The Criminal Justice System's Role in Protecting the Environment	9781452232256	http://knowledge.sagepub.com/view/environmental-crime/SAGE.xml	Situ-Liu	environmental-crime				"SAGE Publications, Inc"	Monograph	11/10/1999	19/06/2012						F
Gallagher - Environmental Leadership: A Reference Handbook	9781452218601	http://knowledge.sagepub.com/view/hdbk_enviroleadership/SAGE.xml		hdbk_enviroleadership				"SAGE Publications, Inc"	Monograph	5/07/2012	11/10/2012			Gallagher			F
Bonnes - Environmental Psychology: A Psycho-social Introduction	9781446250549	http://knowledge.sagepub.com/view/environmental-psychology/SAGE.xml	Bonnes	environmental-psychology				SAGE Publications Ltd	Monograph	22/06/1995	19/06/2012						F
Gregory - Environmental Sciences: A Student's Companion	9781446216187	http://knowledge.sagepub.com/view/environmental-sciences/SAGE.xml	Gregory	environmental-sciences				SAGE Publications Ltd	Monograph	18/11/2008	19/06/2012						F
Casey - Environments for Outdoor Play: A Practical Guide to Making Space for Children	9781446214206	http://knowledge.sagepub.com/view/environments-for-outdoor-play/SAGE.xml	Casey	environments-for-outdoor-play				SAGE Publications Ltd	Monograph	27/03/2007	19/06/2012						F
Nelson-Jones - Essential Counselling and Therapy Skills: The Skilled Client Model	9781446217504	http://knowledge.sagepub.com/view/essential-counselling-and-therapy-skills/SAGE.xml	Nelson-Jones	essential-counselling-and-therapy-skills				SAGE Publications Ltd	Monograph	11/01/2002	19/06/2012						F
Hampton - Essential Evolutionary Psychology	9781446214862	http://knowledge.sagepub.com/view/essential-evolutionary-psychology/SAGE.xml	Hampton	essential-evolutionary-psychology				SAGE Publications Ltd	Monograph	18/12/2009	19/06/2012						F
Cassell - Essential Guide to Qualitative Methods in Organizational Research	9781446280119	http://knowledge.sagepub.com/view/essential-guide-to-qualitative-methods-in-organizational-research/SAGE.xml		essential-guide-to-qualitative-methods-in-organizational-research				SAGE Publications Ltd	Monograph	28/04/2004	20/12/2013			Cassell		205482	F
Mitchels - Essential Law for Counsellors and Psychotherapists (Co-Publication)	9781446288818	http://knowledge.sagepub.com/view/essential-law-for-counsellors-and-psychotherapists/SAGE.xml	Mitchels	essential-law-for-counsellors-and-psychotherapists				SAGE Publications Ltd	Monograph	17/05/2010	26/12/2013		Co-Publication				F
Banyard - Essential Psychology: A Concise Introduction	9781446251461	http://knowledge.sagepub.com/view/essential-psychology/SAGE.xml		essential-psychology				SAGE Publications Ltd	Monograph	17/02/2010	19/06/2012			Banyard			F
Grey - Essential Readings in Management Learning	9781446211571	http://knowledge.sagepub.com/view/essential-readings-in-management-learning/SAGE.xml		essential-readings-in-management-learning				SAGE Publications Ltd	Monograph	28/09/2004	19/06/2012			Grey			F
Partington - Essential Skills for Management Research	9781446280188	http://knowledge.sagepub.com/view/essential-skills-for-management-research/SAGE.xml		essential-skills-for-management-research				SAGE Publications Ltd	Monograph	23/07/2002	20/12/2013			Partington			F
Batten - Essentials of Acceptance and Commitment Therapy	9781446251843	http://knowledge.sagepub.com/view/essentials-of-acceptance-and-commitment-therapy/SAGE.xml	Batten	essentials-of-acceptance-and-commitment-therapy				SAGE Publications Ltd	Monograph	11/03/2011	19/06/2012						F
Gerstein - Essentials of Cross-Cultural Counseling	9781452275505	http://knowledge.sagepub.com/view/essentials-of-cross-cultural-counseling/SAGE.xml	Gerstein	essentials-of-cross-cultural-counseling				"SAGE Publications, Inc"	Monograph	27/07/2011	18/01/2013						F
Berger - Essentials of Mass Communication Theory	9781483345420	http://knowledge.sagepub.com/view/essentials-of-mass-communication-theory/SAGE.xml	Berger	essentials-of-mass-communication-theory				"SAGE Publications, Inc"	Monograph	5/07/1995	20/12/2013						F
Liu - Essentials of Science Classroom Assessment	9781483349442	http://knowledge.sagepub.com/view/essentials-of-science-classroom-assessment/SAGE.xml	Liu	essentials-of-science-classroom-assessment				"SAGE Publications, Inc"	Monograph	13/01/2009	26/12/2013						F
Wagner - Ethical Decision Making in School Administration: Leadership as Moral Architecture	9781452274843	http://knowledge.sagepub.com/view/ethical-decision-making-in-school-administration/SAGE.xml	Wagner	ethical-decision-making-in-school-administration				"SAGE Publications, Inc"	Monograph	22/10/2008	18/01/2013						F
Carroll - Ethical Dimensions of International Management	9781483327778	http://knowledge.sagepub.com/view/ethical-dimensions-of-international-management/SAGE.xml	Carroll	ethical-dimensions-of-international-management				"SAGE Publications, Inc"	Monograph	16/10/1996	20/12/2013	4					F
Kanungo - Ethical Dimensions of Leadership	9781452220536	http://knowledge.sagepub.com/view/ethical-dimensions-of-leadership/SAGE.xml	Kanungo	ethical-dimensions-of-leadership				"SAGE Publications, Inc"	Monograph	15/11/1995	19/06/2012	3					F
Strike - Ethical Leadership in Schools: Creating Community in an Environment of Accountability	9781483329178	http://knowledge.sagepub.com/view/ethical-leadership-in-schools/SAGE.xml	Strike	ethical-leadership-in-schools				Corwin	Monograph	23/08/2006	20/12/2013						F
Palaiologou - Ethical Practice in Early Childhood	9781446250938	http://knowledge.sagepub.com/view/ethical-practice-in-early-childhood/SAGE.xml		ethical-practice-in-early-childhood				SAGE Publications Ltd	Monograph	25/07/2012	31/12/2012			Palaiologou			F
Parker - Ethics & Organizations	9781446280171	http://knowledge.sagepub.com/view/ethics-and-organizations/SAGE.xml		ethics-and-organizations				SAGE Publications Ltd	Monograph	14/09/1998	20/12/2013			Parker			F
Sanders - Ethics and Journalism	9781446220467	http://knowledge.sagepub.com/view/ethics-and-journalism/SAGE.xml	Sanders	ethics-and-journalism				SAGE Publications Ltd	Monograph	17/01/2003	19/06/2012						F
Josselson - Ethics and Process in the Narrative Study of Lives	9781483345451	http://knowledge.sagepub.com/view/ethics-and-process-in-the-narrative-study-of-lives/SAGE.xml		ethics-and-process-in-the-narrative-study-of-lives				"SAGE Publications, Inc"	Monograph	14/03/1996	20/12/2013	4		Josselson			F
