publication_title	online_identifier	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Bond - Ageing in Society (Third Edition)	9781446278918	http://knowledge.sagepub.com/view/ageing-in-society/SAGE.xml		ageing-in-society				SAGE Publications Ltd	Monograph	22/02/2007	20/12/2013		Third Edition	Bond			F
Dearing - Agenda-Setting	9781452243283	http://knowledge.sagepub.com/view/agenda-setting/SAGE.xml	Dearing	agenda-setting				"SAGE Publications, Inc"	Monograph	28/08/1996	19/06/2012	6					F
Wacker - Aging Social Policies: An International Perspective	9781452274768	http://knowledge.sagepub.com/view/aging-social-policies/SAGE.xml	Wacker	aging-social-policies				"SAGE Publications, Inc"	Monograph	7/12/2010	18/01/2013						F
"Pampel - Aging, Social Inequality, and Public Policy"	9781483328300	http://knowledge.sagepub.com/view/aging-social-inequality-and-public-policy/SAGE.xml	Pampel	aging-social-inequality-and-public-policy				"SAGE Publications, Inc"	Monograph	25/02/1998	20/12/2013						F
Aiken - Aging: An Introduction to Gerontology	9781452232683	http://knowledge.sagepub.com/view/aging-an-introduction-to-gerontology/SAGE.xml	Aiken	aging-an-introduction-to-gerontology				"SAGE Publications, Inc"	Monograph	17/08/1994	23/07/2012						F
Bergeman - Aging: Genetic and Environmental Influences	9781483328065	http://knowledge.sagepub.com/view/aging-genetic-and-environmental-influences/SAGE.xml	Bergeman	aging-genetic-and-environmental-influences				"SAGE Publications, Inc"	Monograph	30/04/1997	20/12/2013	9					F
"Herek - AIDS, Identity, and Community: The HIV Epidemic and Lesbians and Gay Men"	9781483326917	http://knowledge.sagepub.com/view/aids-identity-and-community/SAGE.xml		aids-identity-and-community				"SAGE Publications, Inc"	Monograph	9/05/1995	20/12/2013	2		Herek			F
Parker-Jenkins - Aiming High: Raising Attainment of Pupils from Culturally-Diverse Backgrounds	9781446214213	http://knowledge.sagepub.com/view/aiming-high/SAGE.xml	Parker-Jenkins	aiming-high				SAGE Publications Ltd	Monograph	22/08/2007	19/06/2012						F
Dryden - Albert Ellis Live!	9781446215623	http://knowledge.sagepub.com/view/albert-ellis-live/SAGE.xml	Dryden	albert-ellis-live				SAGE Publications Ltd	Monograph	18/07/2003	19/06/2012						F
Babb - Alchemies of Violence: Myths of Identity and the Life of Trade in Western India	9788132112648	http://knowledge.sagepub.com/view/alchemies-of-violence/SAGE.xml	Babb	alchemies-of-violence				SAGE India	Monograph	1/07/2004	20/12/2013						F
Windle - Alcohol Use Among Adolescents	9781452233734	http://knowledge.sagepub.com/view/alcohol-use-among-adolescents/SAGE.xml	Windle	alcohol-use-among-adolescents				"SAGE Publications, Inc"	Monograph	25/06/1999	19/06/2012	42					F
Crawford - Aligning Your Curriculum to the Common Core State Standards	9781483387727	http://knowledge.sagepub.com/view/aligning-your-curriculum-to-the-common-core-state-standards/SAGE.xml	Crawford	aligning-your-curriculum-to-the-common-core-state-standards				Corwin	Monograph	1/11/2011	19/12/2014						F
Fullan - All Systems Go: The Change Imperative for Whole System Reform	9781452219554	http://knowledge.sagepub.com/view/all-systems-go/SAGE.xml	Fullan	all-systems-go				Corwin	Monograph	3/02/2010	19/06/2012						F
Leyshon - Alternative Economic Spaces	9781446220825	http://knowledge.sagepub.com/view/alternative-economic-spaces/SAGE.xml		alternative-economic-spaces				SAGE Publications Ltd	Monograph	13/08/2003	19/06/2012			Leyshon			F
Atton - Alternative Journalism	9781446216163	http://knowledge.sagepub.com/view/alternative-journalism/SAGE.xml	Atton	alternative-journalism				SAGE Publications Ltd	Monograph	20/11/2008	19/06/2012						F
Atton - Alternative Media	9781446220153	http://knowledge.sagepub.com/view/alternative-media/SAGE.xml	Atton	alternative-media				SAGE Publications Ltd	Monograph	25/10/2001	19/06/2012						F
Osborne - Alternative Schooling and School Choice	9781452218328	http://knowledge.sagepub.com/view/debate_schoolchoice/SAGE.xml		debate_schoolchoice				"SAGE Publications, Inc"	Monograph	16/08/2012	7/11/2012	1		Osborne			F
Munn - Alternatives to Exclusion from School	9781446219478	http://knowledge.sagepub.com/view/alternatives-to-exclusion-from-school/SAGE.xml	Munn	alternatives-to-exclusion-from-school				SAGE Publications Ltd	Monograph	3/05/2000	19/06/2012						F
Wolfe - Alternatives to Violence: Empowering Youth To Develop Healthy Relationships	9781483327846	http://knowledge.sagepub.com/view/alternatives-to-violence/SAGE.xml	Wolfe	alternatives-to-violence				"SAGE Publications, Inc"	Monograph	5/12/1996	20/12/2013						F
"Cook - America Votes 30: 2011-2012, Election Returns by State"	9781452283272	http://knowledge.sagepub.com/view/america-votes-30/SAGE.xml	Cook	america-votes-30				CQ Press	Monograph	5/11/2013	28/02/2014						F
Stevenson - America's Foreign Policy Toolkit: Key Institutions and Processes	9781483349626	http://knowledge.sagepub.com/view/americas-foreign-policy-toolkit/SAGE.xml	Stevenson	americas-foreign-policy-toolkit				CQ Press	Monograph	3/10/2012	26/12/2013						F
Lerner - America's Youth in Crisis: Challenges and Options for Programs and Policies	9781483327167	http://knowledge.sagepub.com/view/americas-youth-in-crisis/SAGE.xml	Lerner	americas-youth-in-crisis				"SAGE Publications, Inc"	Monograph	19/12/1994	20/12/2013						F
"Jeynes - American Educational History: School, Society, and the Common Good"	9781452232331	http://knowledge.sagepub.com/view/american-educational-history/SAGE.xml	Jeynes	american-educational-history				"SAGE Publications, Inc"	Monograph	18/01/2007	19/06/2012						F
Ray - American Foreign Policy and Political Ambition	9781483330679	http://knowledge.sagepub.com/view/american-foreign-policy-and-political-ambition/SAGE.xml	Ray	american-foreign-policy-and-political-ambition				CQ Press	Monograph	29/08/2007	20/12/2013						F
Singh - American Government and Politics: A Concise Introduction	9781446215098	http://knowledge.sagepub.com/view/american-government-and-politics/SAGE.xml	Singh	american-government-and-politics				SAGE Publications Ltd	Monograph	14/11/2002	19/06/2012						F
Carroll - American Masculinities:  A Historical Encyclopedia	9781412956369	http://knowledge.sagepub.com/view/masculinities/SAGE.xml		masculinities				"SAGE Publications, Inc"	Monograph	14/10/2003	15/03/2007			Carroll			F
American Political Leaders 1789-2009	9781452240060	http://knowledge.sagepub.com/view/american-political-leaders-1789-2009/SAGE.xml		american-political-leaders-1789-2009				CQ Press	Monograph	6/10/2009	19/06/2012						F
Cohen - American Political Parties: Decline or Resurgence?	9781483329871	http://knowledge.sagepub.com/view/american-political-parties/SAGE.xml		american-political-parties				CQ Press	Monograph	1/01/2001	20/12/2013			Cohen			F
Blendon - American Public Opinion and Health Care	9781452240077	http://knowledge.sagepub.com/view/american-public-opinion-and-health-care/SAGE.xml	Blendon	american-public-opinion-and-health-care				CQ Press	Monograph	1/09/2010	19/06/2012						F
Flanagan - Americans View Crime and Justice: A National Public Opinion Survey	9781483326900	http://knowledge.sagepub.com/view/americans-view-crime-and-justice/SAGE.xml		americans-view-crime-and-justice				"SAGE Publications, Inc"	Monograph	10/06/1996	20/12/2013			Flanagan			F
"Santee - An Integrative Approach to Counseling: Bridging Chinese Thought, Evolutionary Theory, and Stress Management"	9781483329550	http://knowledge.sagepub.com/view/an-integrative-approach-to-counseling/SAGE.xml	Santee	an-integrative-approach-to-counseling				"SAGE Publications, Inc"	Monograph	18/05/2007	20/12/2013	23					F
Davis - An Interpersonal Approach to Classroom Management: Strategies for Improving Student Engagement	9781483387383	http://knowledge.sagepub.com/view/an-interpersonal-approach-to-classroom-management/SAGE.xml	Davis	an-interpersonal-approach-to-classroom-management				Corwin	Monograph	7/08/2012	22/12/2014						F
Dexter - An Introduction to Coaching	9781446251867	http://knowledge.sagepub.com/view/an-introduction-to-coaching/SAGE.xml	Dexter	an-introduction-to-coaching				SAGE Publications Ltd	Monograph	15/10/2010	19/06/2012						F
Hepburn - An Introduction to Critical Social Psychology	9781446218884	http://knowledge.sagepub.com/view/an-introduction-to-critical-social-psychology/SAGE.xml	Hepburn	an-introduction-to-critical-social-psychology				SAGE Publications Ltd	Monograph	13/12/2002	19/06/2012						F
Langley - An Introduction to Dramatherapy	9781446218402	http://knowledge.sagepub.com/view/an-introduction-to-dramatherapy/SAGE.xml	Langley	an-introduction-to-dramatherapy				SAGE Publications Ltd	Monograph	29/11/2006	19/06/2012						F
Mayra - An Introduction to Game Studies	9781446214572	http://knowledge.sagepub.com/view/an-introduction-to-game-studies/SAGE.xml	Mayra	an-introduction-to-game-studies				SAGE Publications Ltd	Monograph	18/02/2008	19/06/2012						F
Sills - An Introduction to Gestalt	9781473914971	http://knowledge.sagepub.com/view/an-introduction-to-gestalt/SAGE.xml	Sills	an-introduction-to-gestalt				SAGE Publications Ltd	Monograph	4/10/2012	22/12/2014						F
Rutherford - An Introduction to Modern Financial Reporting Theory	9781446219799	http://knowledge.sagepub.com/view/an-introduction-to-modern-financial-reporting-theory/SAGE.xml	Rutherford	an-introduction-to-modern-financial-reporting-theory				SAGE Publications Ltd	Monograph	30/09/2000	19/06/2012						F
"McAuley - An Introduction to Politics, State and Society"	9781446221969	http://knowledge.sagepub.com/view/an-introduction-to-politics-state-and-society/SAGE.xml	McAuley	an-introduction-to-politics-state-and-society				SAGE Publications Ltd	Monograph	21/05/2003	19/06/2012						F
Coaley - An Introduction to Psychological Assessment and Psychometrics	9781446221556	http://knowledge.sagepub.com/view/an-introduction-to-psychological-assessment-and-psychometrics/SAGE.xml	Coaley	an-introduction-to-psychological-assessment-and-psychometrics				SAGE Publications Ltd	Monograph	15/12/2009	19/06/2012						F
Imms - An Introduction to Qualitative Market Research	9781849208550	http://knowledge.sagepub.com/view/an-introduction-to-qualitative-market-research/SAGE.xml	Imms	an-introduction-to-qualitative-market-research				SAGE Publications Ltd	Monograph	18/07/2002	20/12/2013						F
Montello - An Introduction to Scientific Research Methods in Geography	9781452225814	http://knowledge.sagepub.com/view/an-introduction-to-scientific-research-methods-in-geography/SAGE.xml	Montello	an-introduction-to-scientific-research-methods-in-geography				"SAGE Publications, Inc"	Monograph	6/03/2006	1/08/2012						F
Griseri - An Introduction to the Philosophy of Management	9781446270042	http://knowledge.sagepub.com/view/introduction-to-the-philosophy-of-management/SAGE.xml	Griseri	introduction-to-the-philosophy-of-management				SAGE Publications Ltd	Monograph	17/04/2013	24/06/2013						F
White - An Introduction to the Sociology of Health and Illness (First Edition)	9781446278956	http://knowledge.sagepub.com/view/an-introduction-to-the-sociology-of-health-and-illness/SAGE.xml	White	an-introduction-to-the-sociology-of-health-and-illness				SAGE Publications Ltd	Monograph	26/03/2002	20/12/2013		First Edition				F
Salkind - An Introduction to Theories of Human Development	9781483328676	http://knowledge.sagepub.com/view/an-introduction-to-theories-of-human-development/SAGE.xml	Salkind	an-introduction-to-theories-of-human-development				"SAGE Publications, Inc"	Monograph	22/01/2004	20/12/2013						F
"Francis - An Invitation to Ethnomethodology: Language, Society and Interaction"	9781849208567	http://knowledge.sagepub.com/view/an-invitation-to-ethnomethodology/SAGE.xml	Francis	an-invitation-to-ethnomethodology				SAGE Publications Ltd	Monograph	2/06/2004	19/06/2012						F
"Machin - Analysing Popular Music: Image, Sound and Text"	9781446280027	http://knowledge.sagepub.com/view/analysing-popular-music/SAGE.xml	Machin	analysing-popular-music				SAGE Publications Ltd	Monograph	15/03/2010	20/12/2013						F
Krueger - Analyzing and Reporting Focus Group Results	9781483328157	http://knowledge.sagepub.com/view/analyzing-and-reporting-focus-group-results/SAGE.xml	Krueger	analyzing-and-reporting-focus-group-results				"SAGE Publications, Inc"	Monograph	24/07/1997	20/12/2013	6					F
Goldsmith - Analyzing Crime Patterns: Frontiers of Practice	9781452220369	http://knowledge.sagepub.com/view/analyzing-crime-patterns/SAGE.xml	Goldsmith	analyzing-crime-patterns				"SAGE Publications, Inc"	Monograph	18/11/1999	19/06/2012						F
"Stillar - Analyzing Everyday Texts: Discourse, Rhetoric, and Social Perspectives"	9781452233383	http://knowledge.sagepub.com/view/analyzing-everyday-texts/SAGE.xml	Stillar	analyzing-everyday-texts				"SAGE Publications, Inc"	Monograph	10/03/1998	19/06/2012	3					F
Bhave - Anger Management	9788132108214	http://knowledge.sagepub.com/view/anger-management/SAGE.xml	Bhave	anger-management				SAGE India	Monograph	11/08/2009	19/06/2012						F
Franklin - Animals and Modern Cultures: A Sociology of Human-Animal Relations in Modernity	9781446217764	http://knowledge.sagepub.com/view/animals-and-modern-cultures/SAGE.xml	Franklin	animals-and-modern-cultures				SAGE Publications Ltd	Monograph	30/03/1999	19/06/2012						F
Tucker - Anthony Giddens and Modern Social Theory	9781446279021	http://knowledge.sagepub.com/view/anthony-giddens-and-modern-social-theory/SAGE.xml	Tucker	anthony-giddens-and-modern-social-theory				SAGE Publications Ltd	Monograph	24/09/1998	20/12/2013						F
Sridhar - Anthropologists Inside Organisations: South Asian Case Studies	9788132112426	http://knowledge.sagepub.com/view/anthropologists-inside-organisations/SAGE.xml		anthropologists-inside-organisations				SAGE India	Monograph	8/09/2008	20/12/2013			Sridhar			F
Nzira - Anti-Oppressive Practice in Health and Social Care	9781446213759	http://knowledge.sagepub.com/view/anti-oppressive-practice-in-health-and-social-care/SAGE.xml	Nzira	anti-oppressive-practice-in-health-and-social-care				SAGE Publications Ltd	Monograph	11/11/2008	19/06/2012						F
Laird - Anti-Oppressive Social Work: A Guide for Developing Cultural Competence	9781446269473	http://knowledge.sagepub.com/view/anti-oppressive-social-work/SAGE.xml	Laird	anti-oppressive-social-work				SAGE Publications Ltd	Monograph	21/05/2008	18/01/2013						F
Brislin - Applied Cross-Cultural Psychology	9781483325392	http://knowledge.sagepub.com/view/applied-cross-cultural-psychology/SAGE.xml		applied-cross-cultural-psychology				"SAGE Publications, Inc"	Monograph	1/05/1990	20/12/2013	14		Brislin			F
Lerner - Applied Developmental Science: An Advanced Textbook	9781452233512	http://knowledge.sagepub.com/view/applied-developmental-science/SAGE.xml		applied-developmental-science				"SAGE Publications, Inc"	Monograph	12/01/2005	31/07/2012			Lerner			F
York - Applied Human Resource Management: Strategic Issues and Experiential Exercises	9781452274959	http://knowledge.sagepub.com/view/applied-human-resource-management/SAGE.xml	York	applied-human-resource-management				"SAGE Publications, Inc"	Monograph	10/02/2009	18/01/2013						F
