publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
Journal of the Philosophy of History	1872-261X	1872-2636	2007-04-01	1	1				https://brill.com/view/journals/jph/jph-overview.xml		jph		fulltext			serial											1872-261X	1872-2636					Current	
Journal of the Society for Armenian Studies	0747-9301	2667-0038	2020-01-01	27	1				https://brill.com/view/journals/jsas/jsas-overview.xml		jsas		fulltext			serial											0747-9301	2667-0038					Current	
Korean Journal of International and Comparative Law	2213-4476	2213-4484	2013-01-01	1	1				https://brill.com/view/journals/kjic/kjic-overview.xml		kjic		fulltext			serial											2213-4476	2213-4484					Current	
Kronoscope	1567-715X	1568-5241	2001-06-01	1	1				https://brill.com/view/journals/kron/kron-overview.xml		kron		fulltext			serial											1567-715X	1568-5241					Current	
Language Dynamics and Change	2210-5824	2210-5832	2011-06-01	1	1				https://brill.com/view/journals/ldc/ldc-overview.xml		ldc		fulltext			serial											2210-5824	2210-5832					Current	
Late Antique Archaeology	1570-6893	2213-4522	2003-01-01	1	1				https://brill.com/view/journals/laaj/laaj-overview.xml		laaj		fulltext			serial											1570-6893	2213-4522					Current	
Le Fait Missionnaire	1420-2018	2211-8527	1995-01-01	1	1	2006-01-31	19	1	https://brill.com/view/journals/lfm/lfm-overview.xml		lfm		fulltext			serial									now: Social Sciences and Missions 2007		1420-2018	2211-8527					Current	
Lithuanian Historical Studies	1392-2343	2538-6565	2018-01-01	22	1				https://brill.com/view/journals/lhs/lhs-overview.xml		lhs		fulltext			serial									Open Access; transfer in (2019)		1392-2343	2538-6565			2019-01-01		Current	
Logos	0957-9656	1878-4712	1990-01-01	1	1				https://brill.com/view/journals/logo/logo-overview.xml		logo		fulltext			serial											0957-9656	1878-4712					Current	
Lusotopie	1257-0273	1768-3084	2005-09-01	12	1				https://brill.com/view/journals/luso/luso-overview.xml		luso		fulltext			serial											1257-0273	1768-3084					Current	
Manusya	0859-9920	2665-9077	1998-01-01	1	1				https://brill.com/view/journals/mnya/mnya-overview.xml		mnya		fulltext			serial									Open Access; transfer in (2019): Chulalongkorn University		0859-9920	2665-9077					Current	
Matatu	0932-9714	1875-7421	1993-01-01	10	1				https://brill.com/view/journals/mata/mata-overview.xml		mata		fulltext			serial											0932-9714	1875-7421					Current	
Mathematical Engineering in Industry	0169-121X	1568-5640	2001-06-01	8	2	2001-06-30	8	2	https://brill.com/view/journals/mei/mei-overview.xml		mei		fulltext			serial									ceased: 2002		0169-121X	1568-5640					Current	
Mawlana Rumi Review	2042-3357	2589-8566	2010-01-01	1	1				https://brill.com/view/journals/mrr/mrr-overview.xml		mrr		fulltext			serial									new (2018)		2042-3357	2589-8566					Current	
Max Planck Yearbook of United Nations Law Online		1875-7413	1997-01-01	1	1				https://brill.com/view/journals/mpyo/mpyo-overview.xml		mpyo		fulltext			serial												1875-7413					Current	
Medieval Encounters	1380-7854	1570-0674	1995-01-01	1	1				https://brill.com/view/journals/me/me-overview.xml		me		fulltext			serial											1380-7854	1570-0674					Current	
Method & Theory in the Study of Religion	0943-3058	1570-0682	1989-01-01	1	1				https://brill.com/view/journals/mtsr/mtsr-overview.xml		mtsr		fulltext			serial											0943-3058	1570-0682					Current	
Middle East Journal of Culture and Communication	1873-9857	1873-9865	2008-06-01	1	1				https://brill.com/view/journals/mjcc/mjcc-overview.xml		mjcc		fulltext			serial											1873-9857	1873-9865					Current	
Middle East Law and Governance	1876-3367	1876-3375	2009-01-01	1	1				https://brill.com/view/journals/melg/melg-overview.xml		melg		fulltext			serial											1876-3367	1876-3375					Current	
Ming Qing Yanjiu	1724-8574	2468-4791	2016-01-01	20	1				https://brill.com/view/journals/mqyj/mqyj-overview.xml		mqyj		fulltext			serial									New for 2017		1724-8574	2468-4791			2017-03-01		Current	
Mission Studies	0168-9789	1573-3831	1984-01-01	1	1				https://brill.com/view/journals/mist/mist-overview.xml		mist		fulltext			serial										no content 1998-1999	0168-9789	1573-3831					Current	
Mnemosyne	0026-7074	1568-525X	1948-01-01	1	1				https://brill.com/view/journals/mnem/mnem-overview.xml		mnem		fulltext			serial											0026-7074	1568-525X					Current	
Multidiscipline Modeling in Materials and Structures	1573-6105		2005-01-01	1	1	2009-10-31	5	4	https://brill.com/view/journals/mmms/mmms-overview.xml		mmms		fulltext			serial									transferred to Emerald Group 2009		1573-6105						Current	
Multisensory Research	2213-4794	2213-4808	2013-05-01	26	1				https://brill.com/view/journals/msr/msr-overview.xml		msr		fulltext			serial									previously: Seeing and Perceiving 2010-2012; Spatial Vision 1985-2009		2213-4794	2213-4808					Current	
Muqarnas	0732-2992	2211-8993	1985-01-01	3	1				https://brill.com/view/journals/muqj/muqj-overview.xml		muqj		fulltext			serial									content to be loaded - back volumes in process of digitization		0732-2992	2211-8993					Current	
Méthexis	0327-0289	2468-0974	1988-01-01	1	1				https://brill.com/view/journals/met/met-overview.xml		met		fulltext			serial											0327-0289	2468-0974					Current	
NAN NÜ	1387-6805	1568-5268	1999-01-01	1	1				https://brill.com/view/journals/nanu/nanu-overview.xml		nanu		fulltext			serial											1387-6805	1568-5268					Current	
NIN	1567-8474	1570-7768	2001-07-01	2	1	2003-01-31	4	1	https://brill.com/view/journals/nin/nin-overview.xml		nin		fulltext			serial									ceased: 2003		1567-8474	1570-7768					Current	
Nederlands Archief voor Kerkgeschiedenis / Dutch Review of Church History	0028-2030	1871-2401	1908-01-01	1	1	2005-01-31	85	1	https://brill.com/view/journals/nakg/nakg-overview.xml		nakg		fulltext			serial									now: Church History and Religious Culture		0028-2030	1871-2401					Current	
Nematologica	0028-2596	1875-2926	1956-01-01	1	1	1998-12-31	44	6	https://brill.com/view/journals/nema/nema-overview.xml		nema		fulltext			serial									now: Nematology		0028-2596	1875-2926					Current	
Nematology	1388-5545	1568-5411	1999-02-01	1	1				https://brill.com/view/journals/nemy/nemy-overview.xml		nemy		fulltext			serial									previously: Nematologica		1388-5545	1568-5411					Current	
Netherlands Journal of Zoology	0028-2960	1568-542X	1967-01-01	18	1	2003-04-30	52	2	https://brill.com/view/journals/njz/njz-overview.xml		njz		fulltext			serial									now: Animal Biology 2003-Present; previously: Netherlands Journal of Zoology 1968-2003; Archives Néerlandaises de Zoologie 1935-1967		0028-2960	1568-542X					Current	
Netherlands Yearbook for History of Art / Nederlands Kunsthistorisch Jaarboek	0169-6726	2214-5966	1947-01-01	1	1				https://brill.com/view/journals/nkjo/nkjo-overview.xml		nkjo		fulltext			serial											0169-6726	2214-5966					Current	
New West Indian Guide / Nieuwe West-Indische Gids	1382-2373	2213-4360	1919-01-01	1	1				https://brill.com/view/journals/nwig/nwig-overview.xml		nwig		fulltext			serial									Open Access		1382-2373	2213-4360					Current	
Nordic Journal of International Law	0902-7351	1571-8107	1947-01-01	18	1				https://brill.com/view/journals/nord/nord-overview.xml		nord		fulltext			serial									previously: Nordisk Tidsskrift for International Ret		0902-7351	1571-8107					Current	
Nordisk Tidsskrift for International Ret	0029-151X	1875-2934	1931-01-01	2	1	1945-01-31	16	1	https://brill.com/view/journals/ntir/ntir-overview.xml		ntir		fulltext			serial									now: Nordic Journal of International Law		0029-151X	1875-2934					Current	
Notebooks: The Journal for Studies on Power	2666-7177	2666-7185	2021-01-01	1	1				https://brill.com/view/journals/powr/powr-overview.xml		powr		fulltext			serial									content not yet available		2666-7177	2666-7185			2025-01-01		Expected	
Novum Testamentum	0048-1009	1568-5365	1957-01-01	1	1				https://brill.com/view/journals/nt/nt-overview.xml		nt		fulltext			serial											0048-1009	1568-5365					Current	
Numen: International Review for the History of Religions	0029-5973	1568-5276	1954-01-01	1	1				https://brill.com/view/journals/nu/nu-overview.xml		nu		fulltext			serial											0029-5973	1568-5276					Current	
Nuncius	0394-7394	1825-3911	1986-01-01	1	1				https://brill.com/view/journals/nun/nun-overview.xml		nun		fulltext			serial									previously: Annali dell'Istituto e Museo di storia della scienza di Firenze		0394-7394	1825-3911					Current	
Ocean Yearbook Online	0191-8575	2211-6001	1978-01-01	1	1				https://brill.com/view/journals/ocyo/ocyo-overview.xml		ocyo		fulltext			serial											0191-8575	2211-6001					Current	
Old World		2667-0755	2021-01-01	1	1				https://brill.com/view/journals/ow/ow-overview.xml		ow		fulltext			serial									Open Access; content not yet available			2667-0755			2025-01-01		Expected	
Oriens	0078-6527	1877-8372	1948-01-01	1	1				https://brill.com/view/journals/orie/orie-overview.xml		orie		fulltext			serial											0078-6527	1877-8372					Current	
Oriente Moderno	0030-5472	2213-8617	2013-01-01	93	1				https://brill.com/view/journals/ormo/ormo-overview.xml		ormo		fulltext			serial											0030-5472	2213-8617					Current	
Oud Holland - Quarterly for Dutch Art History	0030-672X	1875-0176	1883-01-01	1	1				https://brill.com/view/journals/oh/oh-overview.xml		oh		fulltext			serial											0030-672X	1875-0176					Current	
Paragone	2476-115X	2476-1168							https://brill.com/view/journals/para/para-overview.xml		para		fulltext			serial									transfer in (2019); content not yet available		2476-115X	2476-1168			2020-01-01		Current	
Passages	1388-4433	1569-1675	2000-04-01	2	1	2001-09-30	3	2	https://brill.com/view/journals/pass/pass-overview.xml		pass		fulltext			serial									ceased: 2001		1388-4433	1569-1675					Current	
Perspectives on Global Development and Technology	1569-1500	1569-1497	2002-08-01	1	1				https://brill.com/view/journals/pgdt/pgdt-overview.xml		pgdt		fulltext			serial									previously: Journal of Developing Societies		1569-1500	1569-1497					Current	
Philippine Political Science Journal	0115-4451	2165-025X	2020-01-01	40	1-2				https://brill.com/view/journals/ppsj/ppsj-overview.xml		ppsj		fulltext			serial									Transfer in (2019)		0115-4451	2165-025X			2019-01-01		Current	
Philological Encounters	2451-9189	2451-9197	2016-01-01	1	1-4				https://brill.com/view/journals/phen/phen-overview.xml		phen		fulltext			serial									New for 2016		2451-9189	2451-9197			2016-02-01		Current	
Philosophia Reformata	0031-8035	2352-8230	2000-01-01	65	1				https://brill.com/view/journals/phir/phir-overview.xml		phir		fulltext			serial									new: 2015		0031-8035	2352-8230					Current	
Phronesis	0031-8868	1568-5284	1955-01-01	1	1				https://brill.com/view/journals/phro/phro-overview.xml		phro		fulltext			serial											0031-8868	1568-5284					Current	
Pneuma: The Journal of the Society for Pentecostal Studies	0272-0965	1570-0747	1979-01-01	1	1				https://brill.com/view/journals/pneu/pneu-overview.xml		pneu		fulltext			serial											0272-0965	1570-0747					Current	
Poetica	0303-4178	2589-0530	2010-01-01	42	1-2				https://brill.com/view/journals/poe/poe-overview.xml		poe		fulltext			serial									transfer in (2018): Wilhelm Fink		0303-4178	2589-0530			2018-11-01		Current	
Polis: The Journal for Ancient Greek Political Thought	0142-257X	2051-2996	1977-01-01	1	1				https://brill.com/view/journals/agpt/agpt-overview.xml		agpt		fulltext			serial											0142-257X	2051-2996					Current	
Political Anthropological Research on International Social Sciences (PARISS)	2590-3284	2590-3276	2020-01-01	1	1				https://brill.com/view/journals/pari/pari-overview.xml		pari		fulltext			serial									New (2020)		2590-3284	2590-3276			2020-01-01		Current	
Populism	2588-8064	2588-8072	2018-01-01	1	1				https://brill.com/view/journals/popu/popu-overview.xml		popu		fulltext			serial									new for 2018		2588-8064	2588-8072			2018-01-01		Current	
Primary Sensory Neuron	0929-9637	1879-5323	1997-03-01	2	1	1998-06-30	3	1	https://brill.com/view/journals/psn/psn-overview.xml		psn		fulltext			serial									now: Sensory Neuron		0929-9637	1879-5323					Current	
Proceedings of the Boston Area Colloquium in Ancient Philosophy	1059-986X	2213-4417	1985-01-01	1	1				https://brill.com/view/journals/bapj/bapj-overview.xml		bapj		fulltext			serial									New for 2013		1059-986X	2213-4417					Current	
Process Control and Quality	0924-3089	1568-5667	1998-01-01	11	1	2000-11-30	11	6	https://brill.com/view/journals/pcq/pcq-overview.xml		pcq		fulltext			serial									ceased: 2000		0924-3089	1568-5667					Current	
Public Anthropologist	2589-1707	2589-1715	2019-01-01	1	1				https://brill.com/view/journals/puan/puan-overview.xml		puan		fulltext			serial									new (2019)		2589-1707	2589-1715			2019-01-01		Current	
Quaderni di Studi Arabi	1121-2306	2667-016X	2020-01-01	15	1				https://brill.com/view/journals/qsa/qsa-overview.xml		qsa		fulltext			serial									content not yet available		1121-2306	2667-016X			2025-01-01		Expected	
Quaerendo	0014-9527	1570-0690	1971-01-01	1	1				https://brill.com/view/journals/qua/qua-overview.xml		qua		fulltext			serial											0014-9527	1570-0690					Current	
Religion and Gender	2589-8051	1878-5417	2011-01-01	1	1				https://brill.com/view/journals/rag/rag-overview.xml		rag		fulltext			serial									transfer in (2019)		2589-8051	1878-5417			2019-02-01		Current	
Religion and Human Rights	1871-031X	1871-0328	2006-05-01	1	1				https://brill.com/view/journals/rhrs/rhrs-overview.xml		rhrs		fulltext			serial											1871-031X	1871-0328					Current	
Religion and Theology	1023-0807	1574-3012	1994-01-01	1	1				https://brill.com/view/journals/rt/rt-overview.xml		rt		fulltext			serial											1023-0807	1574-3012					Current	
Religion and the Arts	1079-9265	1568-5292	1996-01-01	1	1				https://brill.com/view/journals/rart/rart-overview.xml		rart		fulltext			serial											1079-9265	1568-5292					Current	
Research Data Journal for the Humanities and Social Sciences		2452-3666	2016-05-01						https://brill.com/view/journals/rdj/rdj-overview.xml		rdj		fulltext			serial									New for 2016. Open Access			2452-3666					Current	
Research in Phenomenology	0085-5553	1569-1640	1971-01-01	1	1				https://brill.com/view/journals/rip/rip-overview.xml		rip		fulltext			serial											0085-5553	1569-1640					Current	
Research on Chemical Intermediates	0922-6168	1568-5675	1989-01-01	11	1	2008-10-31	34	8	https://brill.com/view/journals/rci/rci-overview.xml		rci		fulltext			serial									transfer out (2009): Springer; previously: Reviews of Chemical Intermediates 1977-88; Reviews on Reactive Species in Chemical Reactions 1973-76		0922-6168	1568-5675					Current	
Review of Central and East European Law	0925-9880	1573-0352	1992-01-01	18	1				https://brill.com/view/journals/rela/rela-overview.xml		rela		fulltext			serial									previously: Review of Socialist Law		0925-9880	1573-0352					Current	
Review of Religion and Chinese Society	2214-3947	2214-3955	2014-01-01						https://brill.com/view/journals/rrcs/rrcs-overview.xml		rrcs		fulltext			serial									New for 2014		2214-3947	2214-3955					Current	
Review of Socialist Law	0165-0300	1875-2985	1975-01-01	1	1	1991-01-31	17	1	https://brill.com/view/journals/rsl/rsl-overview.xml		rsl		fulltext			serial									now: Review of Central and East European Law		0165-0300	1875-2985					Current	
Reviews of Chemical Intermediates	0162-7546	1875-2977	1984-01-01	5	2	1988-01-31	10	3	https://brill.com/view/journals/rsci/rsci-overview.xml		rsci		fulltext			serial									transfer out: Springer; now: Research on Chemical Intermediates 1989-; previously: Reviews on Reactive Species in Chemical Reactions 1973-76		0162-7546	1875-2977					Current	
Revue de Synthèse	0035-1776	1955-2343	2017-01-01	1	1-4				https://brill.com/view/journals/rds/rds-overview.xml		rds		fulltext			serial									transfer in (2017): Springer		0035-1776	1955-2343					Current	
Rural China	2213-6738	2213-6746	2004-01-01	1	1				https://brill.com/view/journals/rchs/rchs-overview.xml		rchs		fulltext			serial											2213-6738	2213-6746					Current	
Russian History	0094-288X	1876-3316	1974-01-01	1	1				https://brill.com/view/journals/ruhi/ruhi-overview.xml		ruhi		fulltext			serial											0094-288X	1876-3316					Current	
Russian Politics	2451-8913	2451-8921	2016-01-01	1	1				https://brill.com/view/journals/rupo/rupo-overview.xml		rupo		fulltext			serial									New for 2016		2451-8913	2451-8921			2016-05-01		Current	
Samuel Beckett Today / Aujourd'hui	0927-3131	1875-7405	1993-01-01	2	1				https://brill.com/view/journals/sbt/sbt-overview.xml		sbt		fulltext			serial									content to be loaded - back volumes in process of digitization		0927-3131	1875-7405			2016-01-01		Current	
Scrinium	1817-7530	1817-7565	2005-01-01	1	1				https://brill.com/view/journals/scri/scri-overview.xml		scri		fulltext			serial									Open Access from 2018		1817-7530	1817-7565			2015-11-01		Current	
Secular Studies	2589-2517	2589-2525	2019-01-01	1	1				https://brill.com/view/journals/secu/secu-overview.xml		secu		fulltext			serial									new (2019)		2589-2517	2589-2525			2019-06-01		Current	
Security and Human Rights	1874-7337	1875-0230	2008-01-01	19	1				https://brill.com/view/journals/shrs/shrs-overview.xml		shrs		fulltext			serial									Open Access from 2019; previously: Helsinki Monitor		1874-7337	1875-0230					Current	
Seeing and Perceiving	1878-4755	1878-4763	2010-03-01	23	1	2012-01-31	25	6	https://brill.com/view/journals/sp/sp-overview.xml		sp		fulltext			serial									now: Multisensory Research 2013-present; previously: Spatial Research 1985-2009		1878-4755	1878-4763					Current	
Sensory Neuron	1567-5157	1568-5659	2000-09-01	3	2	2001-08-31	3	3	https://brill.com/view/journals/sn/sn-overview.xml		sn		fulltext			serial									ceased: 2001; previously: Primary Sensory Neuron 1997-1998		1567-5157	1568-5659					Current	
Shii Studies Review	2468-2462	2468-2470	2017-01-01	1	1-2				https://brill.com/view/journals/ssr/ssr-overview.xml		ssr		fulltext			serial									New for 2017		2468-2462	2468-2470			2017-04-01		Current	
Signs and Media	2590-0315	2590-0323	2020-01-01	1	1				https://brill.com/view/journals/sime/sime-overview.xml		sime		fulltext			serial									New ( 2020)		2590-0315	2590-0323			2020-01-01		Current	
Simone de Beauvoir Studies	1063-2042	2589-7616							https://brill.com/view/journals/sdbs/sdbs-overview.xml		sdbs		fulltext			serial									transfer in (2019); content not yet available		1063-2042	2589-7616			2020-01-01		Current	
Social Sciences and Missions	1874-8937	1874-8945	2007-06-01	20	1				https://brill.com/view/journals/ssm/ssm-overview.xml		ssm		fulltext			serial									previously: Le Fait Missionnaire		1874-8937	1874-8945					Current	
Societies Without Borders	1871-8868	1872-1915	2006-06-01	1	1	2009-10-31	4	3	https://brill.com/view/journals/swb/swb-overview.xml		swb		fulltext			serial									transfer out (2009): Case Western Reserve University		1871-8868	1872-1915					Current	
Society and Animals	1063-1119	1568-5306	1993-01-01	1	1				https://brill.com/view/journals/soan/soan-overview.xml		soan		fulltext			serial											1063-1119	1568-5306					Current	
Sociology of Islam	2213-140X	2213-1418	2013-01-01	1	1-2				https://brill.com/view/journals/soi/soi-overview.xml		soi		fulltext			serial											2213-140X	2213-1418					Current	
Southeastern Europe	0094-4467	1876-3332	1974-01-01	1	1				https://brill.com/view/journals/seeu/seeu-overview.xml		seeu		fulltext			serial											0094-4467	1876-3332					Current	
Spanish Yearbook of International Law Online	0928-0634	2211-6125	1991-01-01	1	1	2013-01-31	17	1	https://brill.com/view/journals/syio/syio-overview.xml		syio		fulltext			serial									Transfer out (2015)		0928-0634	2211-6125					Current	
Spatial Vision	0169-1015	1568-5683	1985-01-01	1	1	2009-12-31	22	6	https://brill.com/view/journals/sv/sv-overview.xml		sv		fulltext			serial									now: Multisensory Research 2013-present; previously: Seeing and Perceiving 2010-2012		0169-1015	1568-5683					Current	
Sprache und Literatur	1438-1680	2589-0859	2018-01-01	47	1				https://brill.com/view/journals/sul/sul-overview.xml		sul		fulltext			serial									transfer in (2018): Wilhelm Fink		1438-1680	2589-0859			2018-01-01		Current	
Studi Magrebini	0585-4954	2590-034X							https://brill.com/view/journals/stma/stma-overview.xml		stma		fulltext			serial									transfer in (2019); content not yet available		0585-4954	2590-034X			2020-01-01		Current	
Studia Islamica	0585-5292	1958-5705	2011-01-01	106	1				https://brill.com/view/journals/si/si-overview.xml		si		fulltext			serial									Open Access articles from 2011 Vol 106 Issue 1 - 2012 Vol 107 Issue 2		0585-5292	1958-5705					Current	
Studies in Central and East Asian Religions	0904-2431	1570-0712	2001-01-01	12	1	2001-01-31	12	1	https://brill.com/view/journals/scea/scea-overview.xml		scea		fulltext			serial									ceased: 2001		0904-2431	1570-0712					Current	
Studies in World Cinema	2665-9883	2665-9891	2020-01-01	1	1				https://brill.com/view/journals/swc/swc-overview.xml		swc		fulltext			serial									New (2020)		2665-9883	2665-9891			2020-01-01		Current	
T'oung Pao	0082-5433	1568-5322	1900-01-01	1	1				https://brill.com/view/journals/tpao/tpao-overview.xml		tpao		fulltext			serial											0082-5433	1568-5322					Current	
Terrestrial Arthropod Reviews	1874-9828	1874-9836	2008-06-01	1	1	2014-12-31	7	2-4	https://brill.com/view/journals/tar/tar-overview.xml		tar		fulltext			serial									ceased (2014)		1874-9828	1874-9836					Current	
Textus	0082-3767	2589-255X	2018-01-01	27	1				https://brill.com/view/journals/text/text-overview.xml		text		fulltext			serial									transfer in (2018)		0082-3767	2589-255X			2018-11-01		Current	
The African Review	0856-0056	1821-889X							https://brill.com/view/journals/tare/tare-overview.xml		tare		fulltext			serial									transfer in (2019): University of Dar es Salaam; content not yet available		0856-0056	1821-889X			2021-01-01		Current	
The Australian Year Book of International Law Online		2666-0229	2000-01-01	20	1				http://brill.com/view/journals/auso/auso-overview.xml		auso		fulltext			serial									Transfer in (2020): Butterworths			2666-0229			2020-01-01		Current	
The China Nonprofit Review	1876-5092	1876-5149	2009-02-01	1	1				https://brill.com/view/journals/cnpr/cnpr-overview.xml		cnpr		fulltext			serial											1876-5092	1876-5149					Current	
The Chinese Journal of Global Governance	2352-5193	2352-5207	2015-01-01	1	1				https://brill.com/view/journals/cjgg/cjgg-overview.xml		cjgg		fulltext			serial									new: 2015, Open Access		2352-5193	2352-5207					Current	
The Dostoevsky Journal	1535-5314	2375-2122	2000-01-01	1	1				https://brill.com/view/journals/djir/djir-overview.xml		djir		fulltext			serial											1535-5314	2375-2122					Current	
The European Convention on Human Rights Law Review	2666-3228	2666-3236	2020-01-01	1	1				https://brill.com/view/journals/eclr/eclr-overview.xml		eclr		fulltext			serial									New (2020)		2666-3228	2666-3236			2020-01-01		Current	
The Hague Journal of Diplomacy	1871-1901	1871-191X	2006-03-01	1	1				https://brill.com/view/journals/hjd/hjd-overview.xml		hjd		fulltext			serial											1871-1901	1871-191X					Current	
The International Journal of Children's Rights	0927-5568	1571-8182	1993-01-01	1	1				https://brill.com/view/journals/chil/chil-overview.xml		chil		fulltext			serial											0927-5568	1571-8182					Current	
The International Journal of Critical Media Literacy	2590-0102	2590-0110	2019-01-01	1	1				https://brill.com/view/journals/jcml/jcml-overview.xml		jcml		fulltext			serial									new (2019)		2590-0102	2590-0110			2019-06-01		Current	
The International Journal of Marine and Coastal Law	0927-3522	1571-8085	1993-01-01	8	1				https://brill.com/view/journals/estu/estu-overview.xml		estu		fulltext			serial									previously: International Journal of Estuarine and Coastal Law		0927-3522	1571-8085					Current	
The International Journal of the Platonic Tradition	1872-5082	1872-5473	2007-04-01	1	1				https://brill.com/view/journals/jpt/jpt-overview.xml		jpt		fulltext			serial											1872-5082	1872-5473					Current	
The Italian Yearbook of International Law Online	0391-5107	2211-6133	1975-01-01	1	1				https://brill.com/view/journals/iyio/iyio-overview.xml		iyio		fulltext			serial											0391-5107	2211-6133					Current	
The Journal of Interrupted Studies	2543-0122	2543-0149	2018-01-01	1	1				https://brill.com/view/journals/tjis/tjis-overview.xml		tjis		fulltext			serial									Open access; New for 2018		2543-0122	2543-0149			2018-01-01		Current	
The Journal of Jewish Thought and Philosophy	1053-699X	1477-285X	1992-06-01	1	1				https://brill.com/view/journals/jjtp/jjtp-overview.xml		jjtp		fulltext			serial											1053-699X	1477-285X					Current	
The Journal of South Asian Intellectual History	2542-5544	2542-5552	2019-01-01	1	1				https://brill.com/view/journals/saih/saih-overview.xml		saih		fulltext			serial									new for 2018		2542-5544	2542-5552			2019-06-01		Current	
The Law and Practice of International Courts and Tribunals	1569-1853	1571-8034	2002-01-01	1	1				https://brill.com/view/journals/lape/lape-overview.xml		lape		fulltext			serial											1569-1853	1571-8034					Current	
The Palestine Yearbook of International Law Online	1386-1972	2211-6141	1984-01-01	1	1				https://brill.com/view/journals/pyio/pyio-overview.xml		pyio		fulltext			serial											1386-1972	2211-6141					Current	
The Soviet and Post Soviet Review	1075-1262	1876-3324	1974-01-01	1	1				https://brill.com/view/journals/spsr/spsr-overview.xml		spsr		fulltext			serial											1075-1262	1876-3324					Current	
The Year's Work in Modern Language Studies	0084-4152	2222-4297	1995-01-01	57	1				https://brill.com/view/journals/ywml/ywml-overview.xml		ywml		fulltext			serial									transfer in (2017): Modern Humanities Research Association		0084-4152	2222-4297			2017-02-01		Current	
The Yearbook of Polar Law Online	1876-8814	2211-6427	2009-01-01	1	1				https://brill.com/view/journals/yplo/yplo-overview.xml		yplo		fulltext			serial											1876-8814	2211-6427					Current	
Tijdschrift voor Entomologie	0040-7496	2211-9434	2000-01-01	143	1				https://brill.com/view/journals/tve/tve-overview.xml		tve		fulltext			serial											0040-7496	2211-9434					Current	
Tijdschrift voor Rechtsgeschiedenis / Revue d'Histoire du Droit / The Legal History Review	0040-7585	1571-8190	1918-01-01	1	1				https://brill.com/view/journals/lega/lega-overview.xml		lega		fulltext			serial											0040-7585	1571-8190					Current	
Tilburg Law Review	2211-0046		2007-01-01	14	1	2017-12-31	22	1-2	https://brill.com/view/journals/tilr/tilr-overview.xml		tilr		fulltext			serial									transfer out (2018): Ubiquity Press; Previously: Tilburg Foreign Law Review (1991-2006)		2211-0046						Current	
Timing & Time Perception	2213-445X	2213-4468	2013-01-01	1	1				https://brill.com/view/journals/time/time-overview.xml		time		fulltext			serial											2213-445X	2213-4468					Current	
Timing & Time Perception Reviews	2405-4550	2405-4496	2014-01-01	1	1				https://brill.com/view/journals/ttpr/ttpr-overview.xml		ttpr		fulltext			serial									Open Access		2405-4550	2405-4496					Current	
Transcultural Studies	1930-6253	2375-1606	2005-01-01	1	1				https://brill.com/view/journals/ts/ts-overview.xml		ts		fulltext			serial											1930-6253	2375-1606					Current	
Translocal Chinese: East Asian Perspectives	2452-2007	2452-2015	2015-01-01	9	1				https://brill.com/view/journals/tcea/tcea-overview.xml		tcea		fulltext			serial									new for 2016		2452-2007	2452-2015			2016-03-02		Current	
Triple Helix		2197-1927	2014-01-01	1	1				https://brill.com/view/journals/thj/thj-overview.xml		thj		fulltext			serial									Open Access; transfer in (2019): Springer			2197-1927			2019-03-01		Current	
Turkish Historical Review	1877-5454	1877-5462	2010-05-01	1	1				https://brill.com/view/journals/thr/thr-overview.xml		thr		fulltext			serial											1877-5454	1877-5462					Current	
Utafiti	0856-096X	2683-6408							https://brill.com/view/journals/utaf/utaf-overview.xml		utaf		fulltext			serial									transfer in (2019): University of Dar es Salaam; content not yet available		0856-096X	2683-6408			2021-01-01		Current	
Vetus Testamentum	0042-4935	1568-5330	1951-01-01	1	1				https://brill.com/view/journals/vt/vt-overview.xml		vt		fulltext			serial											0042-4935	1568-5330					Current	
Video Journal of Education and Pedagogy		2364-4583	2016-01-01	1	1				https://brill.com/view/journals/vjep/vjep-overview.xml		vjep		fulltext			serial									new at Brill, take-over from Springer			2364-4583			2020-01-01		Current	
Vierteljahrsschrift für wissenschaftliche Pädagogik	0507-7230	2589-0581	2018-01-01	94	1				https://brill.com/view/journals/vfp/vfp-overview.xml		vfp		fulltext			serial									transfer in (2018): Wilhelm Fink		0507-7230	2589-0581			2018-07-01		Current	
Vigiliae Christianae	0042-6032	1570-0720	1947-01-01	1	1				https://brill.com/view/journals/vc/vc-overview.xml		vc		fulltext			serial											0042-6032	1570-0720					Current	
Vivarium	0042-7543	1568-5349	1963-01-01	1	1				https://brill.com/view/journals/viv/viv-overview.xml		viv		fulltext			serial											0042-7543	1568-5349					Current	
Voluntaristics Review	2405-4925	2405-4933	2016-01-01	1	1				https://brill.com/view/journals/vrbr/vrbr-overview.xml		vrbr		fulltext			serial									New for 2016		2405-4925	2405-4933			2015-10-01		Current	
