publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	pkb-piddomain
Économie publique/Public economics	1373-8496	1778-7440	1998	1	1	2012	29	2	http://economiepublique.revues.org		economiepublique		fulltext		IDEP - Institut d'économie publique	serial							economiepublique.revues.org
Économie rurale	0013-0559	2105-2581	2005	285		2012	332		http://economierurale.revues.org		economierurale	P36M	fulltext		Société Française d'Économie Rurale (SFER)	serial							economierurale.revues.org
Études de communication	1270-6841	2101-0366	1982	1		2012	39		http://edc.revues.org		edc	P36M	fulltext	numéro spécial, vol.30, 2007; supp. vol.14, 1993	Université Lille-3	serial							edc.revues.org
Études de lettres	0014-2026	2296-5084	2009	1		2012	1-2		http://edl.revues.org		edl	P36M	fulltext		Université de Lausanne	serial							edl.revues.org
Éducation et socialisation		2271-6092	2012	31		2016	40		http://edso.revues.org		edso		fulltext		Presses universitaires de la Méditerranée	serial							edso.revues.org
Éducation et didactique	1956-3485	2111-4838	2007	1	1	2012	6	3	http://educationdidactique.revues.org		educationdidactique	P36M	fulltext		Presses universitaires de Rennes	serial							educationdidactique.revues.org
Enfances Familles Générations		1708-6310	2014		20	2015		23	http://efg.revues.org		efg		fulltext		Centre Urbanisation Culture Société (UCS) de l'INRS	serial							efg.revues.org
Études finno-ougriennes	0071-2051	2275-1947	2011	43		2012	44		http://efo.revues.org		efo		fulltext		INALCO	serial							efo.revues.org
European journal of American studies		1991-9336	2006	1	1	2015	10	3	http://ejas.revues.org		ejas		fulltext		European Association for American Studies	serial							ejas.revues.org
European journal of Turkish studies		1773-0546	2004	1		2015	21		http://ejts.revues.org		ejts		fulltext		EJTS	serial							ejts.revues.org
Écrire l’histoire	1967-7499	2492-7457	2011	7		2012	10		http://elh.revues.org		elh	P36M	fulltext		CNRS Éditions	serial							elh.revues.org
ELOHI	2431-8175	2268-5243	2012	1		2015	7		http://elohi.revues.org		elohi		fulltext		Presses universitaires de Bordeaux	serial							elohi.revues.org
Égypte/Monde arabe	1110-5097		1990	1		2015	13		http://ema.revues.org		ema		fulltext	Première série: 1990-1998, deuxième série: 1999-2003, troisième série: 2005-...	CEDEJ - Centre d’études et de documentation économiques  juridiques et sociales	serial							ema.revues.org
Les Cahiers d’EMAM	1969-248X	2102-6416	2008	16		2015	27		http://emam.revues.org		emam		fulltext		Équipe Monde arabe Méditerranée|CITERES	serial							emam.revues.org
Études mongoles et sibériennes, centrasiatiques et tibétaines	0766-5075	2101-0013	2009	40		2015	46		http://emscat.revues.org		emscat	P12M	fulltext	Autres numéros :  2001, 32 ; 2004, 35 ; 2006, 36-37. H.S. 2013	Centre d'Etudes Mongoles & Sibériennes / École Pratique des Hautes Études	serial							emscat.revues.org
Enquête	1245-2084	1953-809X	1985	1		1999	7		http://enquete.revues.org		enquete		fulltext	Première série : 1, 1985 - 8, 1993. Deuxième série : 1, 1995 - 7, 1999. Publication ceased. Full open access by the end of 2008	Cercom, Éditions Parenthèses	serial							enquete.revues.org
Entrelacs	1266-7188	2261-5482	2005	5		2016	12		http://entrelacs.revues.org		entrelacs	P6M	fulltext	H.S. 2008, 2012	Éditions Téraèdre	serial							entrelacs.revues.org
Études Épistémè		1634-0450	2007	12		2015	28		http://episteme.revues.org		episteme		fulltext		Association Études Épistémè	serial							episteme.revues.org
Espace populations sociétés	0755-7809	2104-3752	2004	1		2016	1		http://eps.revues.org		eps		fulltext		Université des Sciences et Technologies de Lille	serial							eps.revues.org
E-rea		1638-1718	2003	1	1	2015	13	1	http://erea.revues.org		erea		fulltext		Laboratoire d’Études et de Recherche sur le Monde Anglophone	serial							erea.revues.org
Éducation et sociétés plurilingues	1127-266X		2014	36		2015	38		http://esp.revues.org		esp		fulltext		Centre d'Information sur l'Éducation Bilingue et Plurilingue	serial							esp.revues.org
L’Espace Politique		1958-5500	2007	1		2016	28		http://espacepolitique.revues.org		espacepolitique		fulltext		Université de Reims Champagne-Ardenne	serial							espacepolitique.revues.org
Espaço e Economia		2317-7837	2012	1		2015	7		http://espacoeconomia.revues.org		espacoeconomia		fulltext		Núcleo de Pesquisa Espaço & Economia	serial							espacoeconomia.revues.org
Rivista di estetica	0035-6212	2421-5864	2014	55		2015	60		http://estetica.revues.org		estetica		fulltext		Rosenberg & Sellier	serial							estetica.revues.org
Éthique publique	1488-0946	1929-7017	2004	6	1	2015	17	1	http://ethiquepublique.revues.org		ethiquepublique		fulltext		Éditions Nota bene	serial							ethiquepublique.revues.org
Revue d’ethnoécologie		2267-2419	2012	1		2015	8		http://ethnoecologie.revues.org		ethnoecologie		fulltext		Laboratoire Eco-anthropologie et Ethnobiologie	serial							ethnoecologie.revues.org
Cahiers d'ethnomusicologie	1662-372X	2235-7688	1991	4		2013	26		http://ethnomusicologie.revues.org		ethnomusicologie	P24M	fulltext	Cahiers de musiques traditionnelles : n°4, 1991 - n°19, 2006. Devient Cahiers d'ethnomusicologie : n°20, 2007 - ...	ADEM - Ateliers d’ethnomusicologie	serial							ethnomusicologie.revues.org
Etnográfica	0873-6561	2182-2891	2007	11	1	2016	20	1	http://etnografica.revues.org		etnografica		fulltext		Centro em Rede de Investigação em Antropologia	serial							etnografica.revues.org
Revue d’études benthamiennes		1760-7507	2006	1		2014	13		http://etudes-benthamiennes.revues.org		etudes-benthamiennes		fulltext		Centre Bentham	serial							etudes-benthamiennes.revues.org
Cahiers d’études africaines	0008-0055	1777-5353	2000	157		2004	176		http://etudesafricaines.revues.org		etudesafricaines	P36M	fulltext		Éditions de l’EHESS	serial							etudesafricaines.revues.org
Cahiers des études anciennes	0317-5065	1923-2713	2006	43		2016	53		http://etudesanciennes.revues.org		etudesanciennes		fulltext		Université d’Ottawa, Université Laval	serial							etudesanciennes.revues.org
Études balkaniques	1260-2116	2102-5525	2002	9		2007	14		http://etudesbalkaniques.revues.org		etudesbalkaniques	P24M	fulltext		Association Pierre Belon	serial							etudesbalkaniques.revues.org
Études caribéennes	1779-0980	1961-859X	2005	3		2015	32		http://etudescaribeennes.revues.org		etudescaribeennes		fulltext		Université des Antilles	serial							etudescaribeennes.revues.org
Études écossaises	1240-1439	1969-6337	2005	10		2015	17		http://etudesecossaises.revues.org		etudesecossaises	P12M	fulltext		Ellug / Éditions littéraires et linguistiques de l’université de Grenoble	serial							etudesecossaises.revues.org
Études irlandaises	0183-973X	2259-8863	2009	34	1	2013	38	2	http://etudesirlandaises.revues.org		etudesirlandaises	P24M	fulltext		Presses universitaires de Rennes	serial							etudesirlandaises.revues.org
Études photographiques	1270-9050	1777-5302	1996	1		2015	33		http://etudesphotographiques.revues.org		etudesphotographiques		fulltext		Société française de photographie	serial							etudesphotographiques.revues.org
Études platoniciennes		2275-1785	2009	6		2015	12		http://etudesplatoniciennes.revues.org		etudesplatoniciennes		fulltext		Société d’Études Platoniciennes	serial							etudesplatoniciennes.revues.org
Cahiers d’études romanes	0180-684X	2271-1465	1998	1		2015	30		http://etudesromanes.revues.org		etudesromanes		fulltext		Centre aixois d'études romanes de l'université d'Aix-Marseille	serial							etudesromanes.revues.org
Études rurales	0014-2182	1777-537X	2000	153		2007	180		http://etudesrurales.revues.org		etudesrurales	P36M	fulltext		Éditions de l’EHESS	serial							etudesrurales.revues.org
Environnement urbain / Urban Environment		1916-4645	2007	1		2015	9		http://eue.revues.org		eue		fulltext		Institut national de Recherche scientifique Urbanisation Culture et Société	serial							eue.revues.org
Corpus Eve		2425-1593	2013			2015			http://eve.revues.org		eve		fulltext		Université Jean Moulin - Lyon 3, Université de Savoie	serial							eve.revues.org
Extrême-Orient Extrême-Occident	0754-5010	2108-7105	2008	30		2012	34		http://extremeorient.revues.org		extremeorient	P36M	fulltext		Presses universitaires de Vincennes	serial							extremeorient.revues.org
Face à face		1298-0390	1999	1		2016	13		http://faceaface.revues.org		faceaface		fulltext		UMR 912 SE4S	serial							faceaface.revues.org
Field Actions Science Reports	1867-139X	1867-8521	2008	1		2015	8		http://factsreports.revues.org		factsreports		fulltext	Special issues : vol. 1, 2010 - vol.13, 2015	Institut Veolia Environnement	serial							factsreports.revues.org
FATHOM		2270-6798	2013	1		2013	2		http://fathom.revues.org		fathom		fulltext		Association française sur les études sur Thomas Hardy	serial							fathom.revues.org
Finance Contrôle Stratégie	1287-1141	2261-5512	2012	15	1	2016	19	1	http://fcs.revues.org		fcs		fulltext		Association FCS	serial							fcs.revues.org
Féeries	1766-2842	1957-7753	2004	1		2013	10		http://feeries.revues.org		feeries	P12M	fulltext		Ellug / Éditions littéraires et linguistiques de l’université de Grenoble	serial							feeries.revues.org
Flaubert		1969-6191	2009	1		2015	14		http://flaubert.revues.org		flaubert		fulltext		Institut des textes & manuscrits modernes (ITEM)	serial							flaubert.revues.org
Formation emploi	0759-6340	2107-0946	2006	93		2012	120		http://formationemploi.revues.org		formationemploi	P36M	fulltext		La Documentation française	serial							formationemploi.revues.org
Les Cahiers de Framespa		1760-4761	2005	1		2015	20		http://framespa.revues.org		framespa		fulltext		UMR 5136 – FRAMESPA	serial							framespa.revues.org
Géographie et cultures	1165-0354	2267-6759	2007	61		2015	92		http://gc.revues.org		gc	P6M	fulltext	Et numéro n°1, 1992	L’Harmattan	serial							gc.revues.org
Genesis	1167-5101	2268-1590	2010	30		2013	36		http://genesis.revues.org		genesis	P12M	fulltext		Presses universitaires de Paris Sorbonne (PUPS), Société internationale de génétique artistique  littéraire et scientifique (SIGALES)	serial							genesis.revues.org
Genre & histoire		2102-5886	2007	1		2015	16		http://genrehistoire.revues.org		genrehistoire		fulltext		Association Mnémosyne	serial							genrehistoire.revues.org
Géocarrefour	1627-4873	1960-601X	2003	78	1	2012	87	4	http://geocarrefour.revues.org		geocarrefour	P36M	fulltext		Association des amis de la Revue de géographie de Lyon	serial							geocarrefour.revues.org
Géomorphologie : relief, processus, environnement	1266-5304	1957-777X	2005	1	1	2016	22	1	http://geomorphologie.revues.org		geomorphologie		fulltext		Groupe français de géomorphologie	serial							geomorphologie.revues.org
Germanica	0984-2632	2107-0784	1987	2		2012	51		http://germanica.revues.org		germanica	P36M	fulltext	Manquent :  4, 1988 ; 15, 1994 - 17, 1995	CeGes Université Charles-de-Gaulle Lille-III	serial							germanica.revues.org
Gradhiva	0764-8928	1760-849X	2005	1		2012	16		http://gradhiva.revues.org		gradhiva	P36M	fulltext		Musée du quai Branly	serial							gradhiva.revues.org
Cahiers du GRM		1775-3902	2011	1		2015	8		http://grm.revues.org		grm		fulltext		Groupe de Recherches Matérialistes	serial							grm.revues.org
Genre, sexualité et société		2104-3736	2009	1		2015	14		http://gss.revues.org		gss		fulltext	H.S. n°1, 2011 - n°2, 2013	IRIS-EHESS	serial							gss.revues.org
La Revue pour l’histoire du CNRS	1298-9800	1955-2408	1999	1		2010	26		http://histoire-cnrs.revues.org		histoire-cnrs	P24M	fulltext		CNRS Éditions	serial							histoire-cnrs.revues.org
Histoire de l’éducation	0221-6280	2102-5452	2000	85		2012	136		http://histoire-education.revues.org		histoire-education	P36M	fulltext		ENS Éditions	serial							histoire-education.revues.org
Histoire & mesure	0982-1783	1957-7745	2001	16	1	2012	27	2	http://histoiremesure.revues.org		histoiremesure	P36M	fulltext		Éditions de l’EHESS	serial							histoiremesure.revues.org
Hommes & migrations	1142-852X	2262-3353	2009	1277		2012	1300		http://hommesmigrations.revues.org		hommesmigrations	P36M	fulltext	Certaines rubriques des numéros récents sont en texte intégral	Cité nationale de l'histoire de l'immigration	serial							hommesmigrations.revues.org
Horizontes Antropológicos	0104-7183	1806-9983	2013	39		2016	45		http://horizontes.revues.org		horizontes		fulltext		Universidade Federal do Rio Grande do Sul (UFRGS)	serial							horizontes.revues.org
Histoire de la recherche contemporaine	2260-3875	2265-786X	2012	1	1	2013	2	2	http://hrc.revues.org		hrc	P24M	fulltext		CNRS Éditions	serial							hrc.revues.org
Humanitaire	1624-4184	2105-2522	2008	18		2015	41		http://humanitaire.revues.org		humanitaire		fulltext		Médecins du Monde	serial							humanitaire.revues.org
IdeAs		1950-5701	2011	1		2015	6		http://ideas.revues.org		ideas		fulltext		Institut des Amériques	serial							ideas.revues.org
Impressions d’Extrême-Orient		2107-027X	2010	1		2015	5		http://ideo.revues.org		ideo		fulltext		Université Aix-Marseille (AMU)	serial							ideo.revues.org
Revue de l’Institut français d’histoire en Allemagne	2190-0078	2198-8943	2009	1		2014	6		http://ifha.revues.org		ifha		fulltext	H.S. 2014	IFRA - Institut franco-allemand (sciences historiques et sociales)	serial							ifha.revues.org
ILCEA	1639-6073	2101-0609	2009	11		2016	25		http://ilcea.revues.org		ilcea		fulltext	Comprend aussi : n°3, 2002 ; n°9, 2007	Ellug / Éditions littéraires et linguistiques de l’université de Grenoble	serial							ilcea.revues.org
Images re-vues		1778-3801	2005	1		2014	12		http://imagesrevues.revues.org		imagesrevues		fulltext	H.S. 1, 2008 ; 2, 2010 ; 3, 2012 ; 4, 2013	UMR 8210 Anthropologie et Histoire des Mondes Antiques, Groupe d’Anthropologie Historique de l’Occident Médiéval, Centre d’Histoire et Théorie des Arts, Laboratoire d’Anthropologie Sociale	serial							imagesrevues.revues.org
InMedia		2259-4728	2012	1		2014	5		http://inmedia.revues.org		inmedia		fulltext		Center for Research on the English-Speaking World (CREW)	serial							inmedia.revues.org
Insaniyat / إنسانيات	1111-2050	2335-1578	1997	1		2013	59		http://insaniyat.revues.org		insaniyat		fulltext		Centre de recherche en anthropologie sociale et culturelle	serial							insaniyat.revues.org
In Situ		1630-7305	2001	1		2016	28		http://insitu.revues.org		insitu		fulltext		Ministère de la culture	serial							insitu.revues.org
Interférences		1777-5485	2009	5		2015	8		http://interferences.revues.org		interferences		fulltext		HISOMA - Maison de l'Orient et de la Méditerranée	serial							interferences.revues.org
Interventions économiques		1710-7377	2002	28		2016	54		http://interventionseconomiques.revues.org		interventionseconomiques		fulltext	H.S. 2014 ;	Association d’Économie Politique	serial							interventionseconomiques.revues.org
Italies	1275-7519	2108-6540	1997	1		2015	19		http://italies.revues.org		italies		fulltext	H.S. 2007	Université Aix-Marseille (AMU)	serial							italies.revues.org
Italique	1423-3983	1663-4438	1998	1		2012	15		http://italique.revues.org		italique	P36M	fulltext		Librairie Droz	serial							italique.revues.org
Itinéraires	2100-1340	2427-920X	2008			2016			http://itineraires.revues.org		itineraires		fulltext		Pléiade	serial							itineraires.revues.org
Journal des anthropologues	1156-0428	2114-2203	1997	71		2012	131		http://jda.revues.org		jda	P36M	fulltext		Association française des anthropologues	serial							jda.revues.org
Journal de la société des américanistes	0037-9174	1957-7842	2001	87		2015	101	2	http://jsa.revues.org		jsa		fulltext		Société des américanistes	serial							jsa.revues.org
Journal de la société des océanistes	0300-953X	1760-7256	2001	112		2012	135		http://jso.revues.org		jso	P36M	fulltext		Société des océanistes	serial							jso.revues.org
Journal of the Short Story in English	0294-0442	1969-6108	1997	28		2013	61		http://jsse.revues.org		jsse	P24M	fulltext		Presses universitaires d'Angers	serial							jsse.revues.org
Journal of the Text Encoding Initiative		2162-5603	2011	1		2014	8		http://jtei.revues.org		jtei		fulltext		TEI Consortium	serial							jtei.revues.org
Kernos	0776-3824	2034-7871	1988	1		2012	25		http://kernos.revues.org		kernos	P24M	fulltext		Centre international d'étude de la religion grecque antique	serial							kernos.revues.org
Laboratoire italien	1627-9204	2117-4970	2001	1		2015	16		http://laboratoireitalien.revues.org		laboratoireitalien		fulltext		ENS Éditions	serial							laboratoireitalien.revues.org
Labyrinthe	1288-6289	1950-6031	1998	1		2012	39		http://labyrinthe.revues.org		labyrinthe	P36M	fulltext		Hermann	serial							labyrinthe.revues.org
Lapurdum	1273-3830	1965-0655	1996	1		2013	17		http://lapurdum.revues.org		lapurdum		fulltext	H.S. n°1, 1999	IKER	serial							lapurdum.revues.org
Études Lawrenciennes	0994-5490	2272-4001	2010	41		2015	46		http://lawrence.revues.org		lawrence		fulltext		Presses universitaires de Paris-Ouest	serial							lawrence.revues.org
Les Chantiers de la Création		2430-4247	2008	1		2015	8		http://lcc.revues.org		lcc		fulltext		Université Aix-Marseille (AMU)	serial							lcc.revues.org
Lectures		2116-5289	2005			2016			http://lectures.revues.org		lectures		fulltext		Centre Max Weber	serial							lectures.revues.org
Lengas	0153-0313	2271-5703	2009	65		2015	77		http://lengas.revues.org		lengas		fulltext		Presses universitaires de la Méditerranée	serial							lengas.revues.org
Le Portique	1283-8594	1777-5280	1998	1		2014	34		http://leportique.revues.org		leportique	P24M	fulltext		"Association ""Les Amis du Portique"""	serial							leportique.revues.org
Ler História	0870-6182	2183-7791	2010	58		2015	68		http://lerhistoria.revues.org		lerhistoria		fulltext		Ler História - Associação de Actividades Científicas	serial							lerhistoria.revues.org
La lettre du Collège de France	1628-2329	2109-9219	2008	24		2015	40		http://lettre-cdf.revues.org		lettre-cdf		fulltext	H.S. vol.2, 2008; vol.3, 2010	Collège de France	serial							lettre-cdf.revues.org
Livraisons d’histoire de l’architecture	1627-4970	1960-5994	2012	24		2013	26		http://lha.revues.org		lha	P24M	fulltext		Association Livraisons d’histoire de l’architecture - LHA	serial							lha.revues.org
L’Homme	0439-4216	1953-8103	2000	153		2009	190		http://lhomme.revues.org		lhomme	P60M	fulltext		Éditions de l’EHESS	serial							lhomme.revues.org
Liame	1291-7206	2264-623X	2011	23		2016	26		http://liame.revues.org		liame		fulltext		CRISES - Centre de Recherches Interdisciplinaires en Sciences Humaines et Sociales de Montpellier	serial							liame.revues.org
Lidil	1146-6480	1960-6052	2003	28		2014	49		http://lidil.revues.org		lidil	P24M	fulltext		Ellug / Éditions littéraires et linguistiques de l’université de Grenoble	serial							lidil.revues.org
Linx	0246-8743	2118-9692	1998	38		2013	69		http://linx.revues.org		linx	P6M	fulltext	H.S. vol.5, 1994 ; vol.7, 1995 - vol.11, 1999	Université Paris Ouest – département Sciences du langage	serial							linx.revues.org
Cuadernos LIRICO	2263-2158	2262-8339	2006	1		2015	13		http://lirico.revues.org		lirico		fulltext		Réseau interuniversitaire d'étude des littératures contemporaines du Río de la Plata	serial							lirico.revues.org
Revue LISA / LISA e-journal		1762-6153	2003	1	1	2016	14	1	http://lisa.revues.org		lisa		fulltext		Presses universitaires de Rennes	serial							lisa.revues.org
Littératures	0563-9751	2273-0311	2012	66		2015	72		http://litteratures.revues.org		litteratures		fulltext		Presses universitaires du Midi	serial							litteratures.revues.org
La Révolution française		2105-2557	2012	1		2015	9		http://lrf.revues.org		lrf		fulltext		Institut d'Histoire de la Révolution française	serial							lrf.revues.org
Lusotopie	1257-0273	1768-3084	2009	16	1	2009	16	2	http://lusotopie.revues.org		lusotopie		fulltext		Association des rechercheurs de la revue Lusotopie, Brill, Karthala	serial							lusotopie.revues.org
Mandenkan	0752-5443	2104-371X	2013		49	2015		53	http://mandenkan.revues.org		mandenkan		fulltext		INALCO	serial							mandenkan.revues.org
Mise au point		2261-9623	2009	1		2015	7		http://map.revues.org		map		fulltext		Association française des enseignants et chercheurs en cinéma et audiovisuel	serial							map.revues.org
Marges	1767-7114	2416-8742	2003	1		2012	15		http://marges.revues.org		marges	P36M	fulltext		Presses universitaires de Vincennes	serial							marges.revues.org
Mélanges de la Casa de Velázquez	0076-230X	2173-1306	2003	33	2	2012	42	2	http://mcv.revues.org		mcv	P36M	fulltext		Casa de Velázquez	serial							mcv.revues.org
Médiévales	0751-2708	1777-5892	2003	44		2012	63		http://medievales.revues.org		medievales	P36M	fulltext		Presses universitaires de Vincennes	serial							medievales.revues.org
Medievalista online		1646-740X	2010	8		2014	15		http://medievalista.revues.org		medievalista		fulltext		Instituto de Estudos Medievais - FCSH-UNL	serial							medievalista.revues.org
Méditerranée	0025-8296	1760-8538	2005	104		2012	119		http://mediterranee.revues.org		mediterranee	P36M	fulltext		Presses Universitaires de Provence	serial							mediterranee.revues.org
Mélanges de l’École française de Rome - Antiquité	0223-5102	1724-2134	2010	122	1	2016	128	1	http://mefra.revues.org		mefra		fulltext		École française de Rome	serial							mefra.revues.org
Mélanges de l’École française de Rome - Italie et Méditerranée modernes et contemporaines	1123-9891	1724-2142	2010	122	1	2016	128	1	http://mefrim.revues.org		mefrim		fulltext		École française de Rome	serial							mefrim.revues.org
Mélanges de l’École française de Rome - Moyen Âge	1123-9883	1724-2150	2010	122	1	2016	128	1	http://mefrm.revues.org		mefrm		fulltext		École française de Rome	serial							mefrm.revues.org
Memini	1484-2254	1929-221X	2007	11		2014	18		http://memini.revues.org		memini		fulltext		Société des études médiévales du Québec	serial							memini.revues.org
Methodos	1626-0600	1769-7379	2001	1		2016	16		http://methodos.revues.org		methodos		fulltext		Savoirs textes langage - UMR 8163	serial							methodos.revues.org
Métropoles		1957-7788	2007	1		2015	17		http://metropoles.revues.org		metropoles		fulltext		ENTPE - École Nationale des Travaux Publics de l'État	serial							metropoles.revues.org
MIDAS		2182-9543	2013	1		2016	6		http://midas.revues.org		midas		fulltext		Paulo Simões Rodrigues, Pedro Casaleiro, Raquel Henriques da Silva, Alice Semedo	serial							midas.revues.org
Mimesis Journal		2279-7203	2012	1	1	2015	4	2	http://mimesis.revues.org		mimesis		fulltext		Accademia University Press	serial							mimesis.revues.org
Mémoire(s), identité(s), marginalité(s) dans le monde occidental contemporain		1951-6789	2006	1		2015	15		http://mimmoc.revues.org		mimmoc		fulltext		Université de Poitiers	serial							mimmoc.revues.org
Miranda		2108-6559	2010	1		2016	12		http://miranda.revues.org		miranda		fulltext		Université Toulouse - Jean Jaurès	serial							miranda.revues.org
Modèles linguistiques	0249-6267	2274-0511	2007	56		2012	66		http://ml.revues.org		ml		fulltext	Hors série : n°2, 2010 ; n°3, 2010	Association Modèles linguistiques	serial							ml.revues.org
Cahiers du monde russe	1252-6576	1777-5388	1999	40	1	2005	46	3	http://monderusse.revues.org		monderusse	P36M	fulltext	Les résumés des contributions et les comptes rendus en texte intégral sont disponibles sur Revues.org dès la parution du numéro	Éditions de l’EHESS	serial							monderusse.revues.org
Cahiers « Mondes anciens »		2107-0199	2010	1		2016	8		http://mondesanciens.revues.org		mondesanciens		fulltext		UMR 8210 Anthropologie et Histoire des Mondes Antiques	serial							mondesanciens.revues.org
Mots. Les langages du politique	0243-6450	1960-6001	2002	68		2012	100		http://mots.revues.org		mots	P36M	fulltext		ENS Éditions	serial							mots.revues.org
Moussons	1620-3224	2262-8363	2002	5		2015	26		http://moussons.revues.org		moussons		fulltext		Presses Universitaires de Provence	serial							moussons.revues.org
Mathématiques et sciences humaines	0987-6936	1950-6821	2000	149		2012	200		http://msh.revues.org		msh		fulltext		Centre d’analyse et de mathématique sociales de l’EHESS	serial							msh.revues.org
Cahiers de Narratologie	0993-8516	1765-307X	2004	11		2015	28		http://narratologie.revues.org		narratologie		fulltext	Autre n° : 10.1, 2001	LIRCES	serial							narratologie.revues.org
Les nouvelles de l'archéologie	0242-7702	2425-1941	2007	107		2016	142		http://nda.revues.org		nda		fulltext		​Editions de la maison des sciences de l'homme	serial							nda.revues.org
Netcom	0987-6014	2431-210X	2008	22	1	2015	29	2	http://netcom.revues.org		netcom		fulltext		Netcom Association	serial							netcom.revues.org
Noesis	1275-7691	1773-0228	1997	1		2010	16		http://noesis.revues.org		noesis	P24M	fulltext		Centre de recherche d'histoire des idées	serial							noesis.revues.org
Norois	0029-182X	1760-8546	2004	190		2012	225		http://norois.revues.org		norois	P36M	fulltext		Presses universitaires de Rennes	serial							norois.revues.org
La Nouvelle Revue du Travail		2263-8989	2012	1		2016	8		http://nrt.revues.org		nrt		fulltext		Nouvelle revue du travail	serial							nrt.revues.org
Nuevo mundo mundos nuevos		1626-0252	2001			2016			http://nuevomundo.revues.org		nuevomundo		fulltext		Mondes Américains	serial							nuevomundo.revues.org
Études océan Indien	0246-0092	2260-7730	2008	40		2014	52		http://oceanindien.revues.org		oceanindien		fulltext		INALCO	serial							oceanindien.revues.org
La Lettre de l’OCIM	0994-1908	2108-646X	2006	108		2014	152		http://ocim.revues.org		ocim	P24M	fulltext		OCIM	serial							ocim.revues.org
Œconomia	2113-5207	2269-8450	2011	1	1	2016	6	1	http://oeconomia.revues.org		oeconomia		fulltext		Association Œconomia	serial							oeconomia.revues.org
Oliviana		1765-2812	2003	1		2012	4		http://oliviana.revues.org		oliviana		fulltext		Groupe d'anthropologie scolastique (Centre de recherches historiques-EHESS-CNRS)	serial							oliviana.revues.org
L’Ordinaire des Amériques		2273-0095	2010	214		2015	219		http://orda.revues.org		orda		fulltext		Université Toulouse - Jean Jaurès, Institut pluridisciplinaire pour les études sur les Amériques à Toulouse (IPEAT)	serial							orda.revues.org
Observatoire de la société britannique	1957-3383	1775-4135	2006	1		2016	18		http://osb.revues.org		osb		fulltext		Université du Sud Toulon-Var	serial							osb.revues.org
L’Orientation scolaire et professionnelle	0249-6739	2104-3795	2002	31	3	2012	41	3	http://osp.revues.org		osp	P36M	fulltext		Institut national d’étude du travail et d’orientation professionnelle (INETOP)	serial							osp.revues.org
Parcours anthropologiques	1634-7706	2273-0362	2009	7		2015	10		http://pa.revues.org		pa		fulltext		Centre de recherches et d'études anthropologiques	serial							pa.revues.org
Paléo	1145-3370	2101-0420	2001	13		2014	25		http://paleo.revues.org		paleo		fulltext		SAMRA	serial							paleo.revues.org
Palimpsestes	1148-8158	2109-943X	2006	18		2013	26		http://palimpsestes.revues.org		palimpsestes	P24M	fulltext	H.S. 2006	Presses Sorbonne Nouvelle	serial							palimpsestes.revues.org
Pallas	0031-0387	2272-7639	2012	89		2015	97		http://pallas.revues.org		pallas		fulltext	80, 2009	Presses universitaires du Midi	serial							pallas.revues.org
Perspectives médiévales	0338-2338	2262-5534	2009	33		2016	37		http://peme.revues.org		peme		fulltext		Société de langues et littératures médiévales d’oc et d’oïl (SLLMOO)	serial							peme.revues.org
Perspective	1777-7852	2269-7721	2009	1		2014	1		http://perspective.revues.org		perspective	P18M	fulltext		Institut national d'histoire de l'art	serial							perspective.revues.org
Perspectives chinoises	1021-9013	1996-4609	2003	75		2012	4		http://perspectiveschinoises.revues.org		perspectiveschinoises	P36M	fulltext	Ancienne numérotation : n°75, 2003 - n°97, 2006 ; nouvelle numérotation 2007 - ...	Centre d'étude français sur la Chine contemporaine	serial							perspectiveschinoises.revues.org
Philonsorbonne	1961-4829	2270-7336	2007	1		2016	10		http://philonsorbonne.revues.org		philonsorbonne		fulltext		Publications de la Sorbonne	serial							philonsorbonne.revues.org
Philosophia Scientiæ	1281-2463	1775-4283	2004	8	1	2012	16	3	http://philosophiascientiae.revues.org		philosophiascientiae	P36M	fulltext	Cahiers spéciaux vol.5-vol.7, 2005-2007	Editions Kimé	serial							philosophiascientiae.revues.org
Philosophique	0751-2902	2259-4574	1998	1		2012	15		http://philosophique.revues.org		philosophique		fulltext		Presses universitaires de Franche-Comté, Éditions Kimé	serial							philosophique.revues.org
Physio-Géo		1958-573X	2007	1		2016	10		http://physio-geo.revues.org		physio-geo		fulltext		Claude Martin	serial							physio-geo.revues.org
The Journal of power institutions in post-soviet societies		1769-7069	2004	1		2014	16		http://pipss.revues.org		pipss		fulltext		Centre d'études et de recherche sur les sociétés et les institutions post-soviétiques	serial							pipss.revues.org
Perspectives interdisciplinaires sur le travail et la santé		1481-9384	1999	1	1	2015	17	2	http://pistes.revues.org		pistes		fulltext		Les Amis de PISTES	serial							pistes.revues.org
Pouvoirs dans la Caraïbe	1279-8657	2117-5209	1998	10		2012	17		http://plc.revues.org		plc	P6M	fulltext	H.S. 1997	L’Harmattan	serial							plc.revues.org
