publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
The Protein Protocols Handbook	978-0-89603-940-7	978-1-59259-169-5							http://link.springer.com/10.1385/1592591698		10.1385/1592591698		fulltext		Humana Press	Monograph	2002			Second Edition	Walker		
Therapeutic Applications of Ribozymes	978-0-89603-477-8	978-1-59259-595-2							http://link.springer.com/10.1385/0896034771		10.1385/0896034771		fulltext		Springer New York	Monograph	1998		11		Scanlon	7652	
Thyroid Hormone Receptors	978-0-89603-995-7	978-1-59259-174-9							http://link.springer.com/10.1385/1592591744		10.1385/1592591744		fulltext		Humana Press	Monograph	2002		202		Baniahmad	7651	
Tissue Engineering Methods and Protocols	978-0-89603-516-4	978-1-59259-602-7							http://link.springer.com/10.1385/0896035166		10.1385/0896035166		fulltext		Humana Press	Monograph	1999		18		Morgan	7652	
Transcription Factor Protocols	978-0-89603-573-7	978-1-59259-686-7							http://link.springer.com/10.1385/159259686X		10.1385/159259686X		fulltext		Humana Press	Monograph	2000		130		Tymms	7651	
Transforming Growth Factor-Beta Protocols	978-0-89603-646-8	978-1-59259-053-7							http://link.springer.com/10.1385/1592590535		10.1385/1592590535		fulltext		Humana Press	Monograph	2000		142		Howe	7651	
Transgenesis Techniques	978-0-89603-245-3	978-1-59259-505-1							http://link.springer.com/10.1385/0896032450		10.1385/0896032450		fulltext		Humana Press	Monograph	1993		18		Murphy	7651	
Transgenesis Techniques	978-0-89603-696-3	978-1-59259-178-7							http://link.springer.com/10.1385/1592591787		10.1385/1592591787		fulltext		Springer New York	Monograph	2002		180	Second Edition	Clarke	7651	
Transgenic Mouse	978-0-89603-915-5	978-1-59259-340-8							http://link.springer.com/10.1385/1592593402		10.1385/1592593402		fulltext		Humana Press	Monograph	2002		209		Hofker	7651	
Transgenic Plants: Methods and Protocols	978-1-58829-263-6	978-1-59259-827-4							http://link.springer.com/10.1385/1592598277		10.1385/1592598277		fulltext		Humana Press	Monograph	2004		286		Peña	7651	
Transgenic Xenopus	978-0-89603-457-0	978-1-59259-633-1							http://link.springer.com/10.1385/0896034577	Seidman	10.1385/0896034577		fulltext		Humana Press	Monograph	1997		28			7657	
Transmembrane Signaling Protocols	978-0-89603-488-4	978-1-59259-568-6							http://link.springer.com/10.1385/0896034887		10.1385/0896034887		fulltext		Humana Press	Monograph	1998		84		Bar-Sagi	7651	
Trinucleotide Repeat Protocols	978-1-58829-243-8	978-1-59259-804-5							http://link.springer.com/10.1385/1592598048		10.1385/1592598048		fulltext		Humana Press	Monograph	2004		277		Kohwi	7651	
Tumor Marker Protocols	978-0-89603-380-1	978-1-59259-598-3							http://link.springer.com/10.1385/0896033805		10.1385/0896033805		fulltext		Springer New York	Monograph	1998		14		Hanausek	7652	
Tumor Necrosis Factor	978-1-58829-223-0	978-1-59259-771-0							http://link.springer.com/10.1385/1592597718		10.1385/1592597718		fulltext		Humana Press	Monograph	2004		98		Corti	7652	
Tumor Suppressor Genes	978-0-89603-986-5	978-1-59259-328-6							http://link.springer.com/10.1385/1592593283		10.1385/1592593283		fulltext		Humana Press	Monograph	2003		222		El-Deiry	7651	
Tumor Suppressor Genes	978-0-89603-987-2	978-1-59259-329-3							http://link.springer.com/10.1385/1592593291		10.1385/1592593291		fulltext		Humana Press	Monograph	2003		223		El-Deiry	7651	
Two-Hybrid Systems	978-0-89603-832-5	978-1-59259-210-4							http://link.springer.com/10.1385/1592592104		10.1385/1592592104		fulltext		Humana Press	Monograph	2001		177		MacDonald	7651	
Vaccine Adjuvants	978-0-89603-735-9	978-1-59259-083-4							http://link.springer.com/10.1385/1592590837		10.1385/1592590837		fulltext		Springer New York	Monograph	2000		42		O’Hagan	7652	
Vaccine Protocols	978-0-89603-334-4	978-1-59259-588-4							http://link.springer.com/10.1385/0896033341		10.1385/0896033341		fulltext		Humana Press	Monograph	1996		4		Robinson	7652	
Vaccine Protocols	978-1-58829-140-0	978-1-59259-399-6							http://link.springer.com/10.1385/1592593992		10.1385/1592593992		fulltext		Humana Press	Monograph	2003		87	Second Edition	Robinson	7652	
Vaccinia Virus and Poxvirology	978-1-58829-229-2	978-1-59259-789-5							http://link.springer.com/10.1385/1592597890		10.1385/1592597890		fulltext		Humana Press	Monograph	2004		269		Isaacs	7651	
Vascular Disease	978-0-89603-731-1	978-1-59259-247-0							http://link.springer.com/10.1385/1592592473		10.1385/1592592473		fulltext		Humana Press	Monograph	1999		30		Baker	7652	
Viral Vectors for Gene Therapy	978-1-58829-019-9	978-1-59259-304-0							http://link.springer.com/10.1385/1592593046		10.1385/1592593046		fulltext		Humana Press	Monograph	2003		76		Machida	7652	
Vision Research Protocols	978-0-89603-837-0	978-1-59259-085-8							http://link.springer.com/10.1385/1592590853		10.1385/1592590853		fulltext		Humana Press	Monograph	2001		47		Rakoczy	7652	
Voltammetric Methods in Brain Systems	978-0-89603-312-2	978-1-59259-632-4							http://link.springer.com/10.1385/0896033120		10.1385/0896033120		fulltext		Humana Press	Monograph	1995		27		Boulton	7657	
Wound Healing	978-0-89603-999-5	978-1-59259-332-3							http://link.springer.com/10.1385/1592593321		10.1385/1592593321		fulltext		Humana Press	Monograph	2003		78		DiPietro	7652	
YAC Protocols	978-0-89603-313-9	978-1-59259-541-9							http://link.springer.com/10.1385/0896033139		10.1385/0896033139		fulltext		Humana Press	Monograph	1996		54		Markie	7651	
Yeast Protocols	978-0-89603-319-1	978-1-59259-540-2							http://link.springer.com/10.1385/0896033198		10.1385/0896033198		fulltext		Humana Press	Monograph	1996		53		Evans	7651	
cDNA Library Protocols	978-0-89603-383-2	978-1-59259-555-6							http://link.springer.com/10.1385/089603383X		10.1385/089603383X		fulltext		Humana Press	Monograph	1997		69		Cowell	7651	
mRNA Processing and Metabolism	978-1-58829-225-4	978-1-59259-750-5							http://link.springer.com/10.1385/1592597505		10.1385/1592597505		fulltext		Humana Press	Monograph	2004		257		Schoenberg	7651	
p53 Protocols	978-1-58829-106-6	978-1-59259-408-5							http://link.springer.com/10.1385/1592594085		10.1385/1592594085		fulltext		Springer New York	Monograph	2003		234		Deb	7651	
